ifa,age,fnlwgt,logfnl,education_num,capital_gain,capital_loss,hours_per_week,income_label,gender_label
679a,31,125457,5.098494898,9,0,0,45,0,0
698a,31,118710,5.074487305,14,0,1902,40,1,0
702a,31,243605,5.386686198,13,0,1380,40,0,1
704a,31,80145,4.903876433,10,0,0,40,0,0
716a,31,295697,5.470846918,9,0,0,40,0,1
717a,33,194141,5.288117262,9,0,0,40,0,0
721a,33,182556,5.261396111,9,0,0,40,0,0
729a,31,223212,5.348717539,9,0,0,40,0,0
748a,32,267736,5.427706771,10,0,0,40,0,1
758a,33,120064,5.079412808,13,0,0,45,0,1
766a,32,283268,5.452197516,6,0,0,42,0,1
767a,31,301526,5.479324766,10,0,0,40,0,0
770a,32,188557,5.27544266,9,0,0,40,0,0
773a,31,244147,5.387651392,9,0,0,55,0,0
804a,31,51471,4.711562606,9,0,0,38,0,1
806a,32,231043,5.363692815,9,5178,0,48,1,0
808a,33,169879,5.230139696,13,3103,0,47,1,0
822a,31,171871,5.235202604,14,0,0,46,0,1
825a,32,110331,5.042697554,9,0,1672,60,0,0
850a,31,118966,5.07542286,9,0,0,18,0,0
865a,33,80945,4.908190027,9,0,0,40,0,0
882a,32,270335,5.431902277,13,0,0,40,1,0
885a,33,258498,5.412457187,10,0,0,60,0,1
888a,33,155781,5.192514487,10,0,0,60,0,0
926a,32,262153,5.418554832,9,0,0,40,0,0
930a,33,373662,5.572478934,2,0,0,40,0,1
939a,33,143653,5.1573147,9,0,0,30,0,0
940a,31,111567,5.047535755,13,0,0,40,1,0
941a,31,78602,4.895433597,12,0,0,40,0,1
958a,33,298785,5.475358791,6,0,0,40,0,0
959a,33,123424,5.091399617,13,0,0,40,1,0
962a,32,169240,5.228503017,9,0,0,38,0,1
963a,32,288273,5.459803968,13,0,0,70,0,0
1005a,31,162572,5.211045749,9,0,0,16,0,0
1017a,33,26973,4.430929252,11,0,0,40,1,1
1031a,31,93106,4.968977669,11,0,0,40,0,1
1034a,32,206365,5.314636042,9,0,0,40,0,1
1056a,32,87643,4.942717235,13,0,0,40,0,0
1085a,31,232475,5.366376256,10,0,0,40,0,0
1087a,32,118161,5.072474158,9,0,0,40,0,0
1093a,31,196025,5.292311463,16,0,0,60,0,0
1107a,31,51259,4.709770129,13,0,0,47,0,0
1112a,33,35378,4.548733278,13,0,0,45,1,1
1133a,31,316672,5.500609665,9,0,0,40,0,1
1136a,31,184307,5.26554183,10,0,0,50,1,0
1146a,33,354573,5.549705662,14,15024,0,44,1,0
1163a,33,114691,5.059529339,13,0,0,60,1,0
1166a,33,178506,5.251652818,9,0,0,40,0,1
1184a,32,202952,5.307393335,9,0,0,40,0,0
1205a,33,221196,5.344777269,10,0,0,40,0,0
1213a,31,32406,4.510625428,10,0,0,20,0,1
1218a,33,163003,5.212195597,9,0,0,41,0,1
1219a,31,231263,5.364106155,13,4650,0,45,0,0
1235a,31,106347,5.026725243,7,0,0,42,0,1
1239a,31,185732,5.268886735,9,0,0,30,0,1
1250a,32,209432,5.32104304,9,0,0,40,0,1
1266a,31,163594,5.213767371,9,0,0,45,0,1
1315a,32,509350,5.70701631,10,0,0,50,1,0
1336a,33,40681,4.60939162,10,3674,0,16,0,1
1352a,32,199765,5.3005194,13,7688,0,50,1,0
1358a,31,42900,4.632457292,13,0,0,37,0,0
1361a,33,105974,5.025199327,9,0,0,41,0,0
1365a,31,168312,5.226115081,11,0,0,40,0,1
1380a,32,97429,4.988688245,13,0,0,40,0,1
1404a,31,66815,4.824873973,9,0,0,50,0,0
1410a,33,130021,5.114013502,9,0,0,40,0,0
1417a,32,86723,4.938134293,9,0,0,52,0,0
1418a,31,179186,5.253304075,13,0,0,90,1,0
1419a,31,127610,5.105884709,13,0,0,40,1,1
1433a,32,180871,5.25736894,11,0,0,50,1,0
1480a,33,235271,5.371568398,10,0,0,35,0,0
1486a,31,209448,5.321076218,6,2105,0,40,0,0
1491a,32,402812,5.6051024,10,0,0,48,0,0
1497a,32,80058,4.903404736,7,0,0,43,1,0
1506a,32,123253,5.090797499,12,0,0,42,0,0
1527a,33,159322,5.20227575,9,0,0,40,0,0
1568a,33,78707,4.896013359,7,0,0,40,0,0
1579a,32,244268,5.387866577,13,0,0,50,0,0
1582a,31,169104,5.228153881,13,0,0,40,0,0
1596a,33,149184,5.173722248,9,0,0,60,1,0
1597a,33,119829,5.078561935,9,0,0,60,0,1
1619a,32,375833,5.574994911,7,0,0,40,0,0
1625a,31,175548,5.244395886,9,0,0,35,0,1
1647a,33,240763,5.381589746,10,0,0,40,0,0
1680a,32,420895,5.624173767,9,0,0,40,0,0
1708a,32,158784,5.200806738,4,0,0,40,0,1
1715a,31,148600,5.172018809,9,0,0,40,0,0
1721a,31,367314,5.565037482,9,0,0,40,0,1
1730a,31,77634,4.890051963,11,0,0,42,0,0
1747a,32,496743,5.696131756,13,0,0,40,0,0
1768a,32,195576,5.29131556,7,0,0,40,0,0
1776a,31,288419,5.460023867,6,0,0,40,0,0
1785a,31,19302,4.285602311,12,2202,0,38,0,0
1795a,31,53042,4.724619891,10,0,0,40,0,0
1796a,33,155343,5.191291688,9,3103,0,40,1,0
1797a,32,35595,4.551388997,13,0,0,40,0,0
1808a,32,205390,5.312579295,9,0,0,49,0,0
1822a,31,332379,5.521633577,4,0,0,40,0,0
1850a,32,244665,5.388571847,9,5178,0,45,1,0
1870a,32,298332,5.47469984,13,0,0,45,1,0
1872a,31,226756,5.355558787,9,0,0,40,0,0
1873a,31,157887,5.198346373,10,0,0,65,1,0
1874a,32,171111,5.233277929,13,0,0,37,0,0
1903a,31,91666,4.962208281,9,0,0,50,0,0
1921a,32,120426,5.080720261,9,0,0,40,0,1
1960a,32,190511,5.279920057,10,0,0,40,1,0
1961a,32,242150,5.384084473,9,0,0,38,0,0
1972a,31,672412,5.827635455,7,0,0,40,0,0
1975a,33,217235,5.336929798,9,0,0,20,0,0
1983a,31,348491,5.542191567,13,0,0,40,0,1
2011a,31,331065,5.51991327,13,0,1408,40,0,1
2013a,31,264936,5.423140975,10,0,0,40,0,1
2016a,31,170430,5.231546044,15,0,0,80,0,1
2023a,32,160362,5.205101464,10,0,0,40,0,0
2030a,32,253354,5.403727765,14,0,0,50,0,0
2031a,32,211699,5.325718807,12,0,1485,40,1,1
2066a,32,549430,5.739912369,9,0,0,40,0,1
2089a,31,207301,5.316601397,9,0,0,40,1,1
2133a,31,106437,5.027092625,9,0,0,40,0,1
2149a,31,60186,4.779495481,13,0,0,40,0,0
2158a,33,201763,5.304841527,13,0,0,50,1,0
2169a,32,197867,5.296373369,11,0,0,50,0,0
2172a,33,125249,5.097774267,9,0,0,40,0,1
2195a,32,157287,5.196692829,13,0,0,40,0,0
2205a,31,165148,5.217873319,9,0,0,12,0,1
2216a,33,127215,5.104538322,10,0,0,48,1,0
2225a,31,257644,5.411020033,7,0,0,40,0,0
2228a,32,222900,5.348110068,13,0,0,50,1,1
2235a,33,189843,5.278394588,4,0,0,40,0,0
2264a,31,54929,4.739801693,10,0,0,60,0,0
2268a,32,286101,5.456519376,9,0,0,37,0,1
2283a,31,219509,5.341452331,9,0,0,40,1,0
2298a,31,118901,5.075185507,13,0,0,45,0,1
2314a,31,151726,5.181060009,12,0,0,40,0,1
2330a,32,236770,5.374326674,10,0,0,50,0,0
2332a,32,235124,5.371296961,11,0,0,40,0,0
2352a,31,220066,5.34255295,13,14344,0,50,1,1
2354a,33,176711,5.247263585,13,0,0,40,0,0
2367a,33,107248,5.030389202,11,0,0,45,0,0
2387a,33,312055,5.494231146,13,0,0,45,1,0
2401a,32,117927,5.07161325,10,0,0,40,0,1
2413a,33,86143,4.935219992,10,0,0,40,0,0
2420a,32,350624,5.54484164,8,0,0,40,0,0
2437a,31,151763,5.181165903,14,0,0,25,0,0
2440a,32,111746,5.048231986,10,0,0,40,0,0
2441a,32,171091,5.233227165,9,0,0,40,0,0
2446a,31,100997,5.004308474,10,0,0,40,0,0
2460a,31,122749,5.089017963,11,0,0,20,0,0
2478a,32,123429,5.09141721,6,0,0,40,0,0
2498a,32,158438,5.199859352,10,0,0,60,1,0
2502a,31,161745,5.208830864,13,0,1980,60,0,0
2510a,31,133770,5.126358727,12,0,0,50,1,0
2577a,32,110331,5.042697554,9,0,0,65,1,0
2589a,33,326104,5.513356126,10,0,0,50,1,0
2592a,33,180656,5.25685239,10,0,0,40,0,0
2601a,32,195891,5.292014483,13,0,0,55,0,0
2606a,31,209276,5.320719426,9,0,0,40,0,0
2613a,31,116677,5.066985254,9,0,0,40,0,0
2619a,31,124827,5.096308533,11,0,0,40,1,0
2629a,32,81528,4.911306789,9,0,0,60,0,0
2632a,32,194426,5.288754341,13,15024,0,40,1,0
2638a,33,118941,5.075331586,13,0,0,40,1,1
2649a,32,115631,5.063074282,10,4101,0,50,0,1
2658a,31,163516,5.213560255,10,0,0,40,0,1
2678a,33,91964,4.963617853,10,0,0,40,0,0
2679a,31,117526,5.070133955,10,0,0,45,0,1
2728a,32,185410,5.268133154,9,0,0,40,0,1
2735a,32,94235,4.974212235,9,0,0,40,1,0
2749a,32,281437,5.449381193,10,0,0,55,0,0
2771a,32,566117,5.752906197,10,0,0,40,0,1
2774a,31,300687,5.478114652,9,0,0,40,0,0
2783a,31,123273,5.090867965,9,0,0,40,0,1
2804a,33,164190,5.215346703,14,0,0,20,0,0
2820a,31,169240,5.228503017,9,0,0,40,0,1
2821a,32,454508,5.657541532,13,0,0,40,0,0
2843a,33,79580,4.900803935,13,0,0,40,0,0
2856a,33,149220,5.173827036,11,0,0,40,0,1
2879a,31,407930,5.610585645,4,0,0,40,0,0
2881a,31,159322,5.20227575,9,0,0,40,0,0
2905a,31,59083,4.771462539,10,0,1672,50,0,0
2908a,33,262042,5.418370905,9,0,1138,40,0,1
2919a,33,144064,5.158555469,13,0,0,50,0,0
2933a,32,199046,5.298953454,11,0,0,2,0,1
2946a,31,176360,5.24640009,9,0,0,40,0,0
2947a,31,452405,5.655527396,1,0,0,35,0,1
2950a,31,186787,5.271346647,9,0,0,42,0,0
3001a,31,259931,5.414858078,4,0,0,40,0,0
3004a,33,112584,5.051476675,10,0,0,25,0,1
3032a,31,327825,5.51564207,9,0,2238,40,0,1
3048a,31,265706,5.424401361,13,0,0,40,0,0
3077a,32,296282,5.471705268,13,0,0,40,0,0
3144a,32,295589,5.470688268,14,0,1977,40,1,0
3147a,32,199244,5.299385252,6,0,0,40,0,1
3156a,33,220939,5.344272384,9,7298,0,45,1,0
3157a,33,94235,4.974212235,15,0,0,42,1,0
3169a,31,111567,5.047535755,13,0,0,70,1,0
3194a,33,637222,5.804290761,8,0,0,40,0,1
3206a,31,169269,5.228577429,4,0,0,40,0,0
3211a,32,44392,4.647304712,12,0,0,40,0,0
3216a,32,194740,5.289455166,10,0,0,55,0,0
3229a,32,53042,4.724619891,9,0,0,40,0,0
3258a,31,207537,5.317095535,9,0,1669,50,0,0
3264a,31,222130,5.346607217,10,0,0,43,0,1
3266a,31,170983,5.232952933,13,0,0,60,1,0
3274a,33,231043,5.363692815,9,0,0,50,1,0
3282a,31,446358,5.649683323,16,0,0,50,1,0
3289a,32,159537,5.202861421,12,0,0,40,0,0
3291a,33,83446,4.921405524,7,0,0,40,1,1
3301a,31,189461,5.277519825,12,0,0,41,0,1
3327a,32,43403,4.637519749,10,0,1590,54,0,1
3337a,33,262439,5.419028374,9,0,0,35,1,1
3340a,31,83446,4.921405524,9,0,0,40,0,1
3353a,31,196788,5.293998612,9,0,0,40,0,1
3382a,32,40142,4.603599007,13,0,0,40,1,0
3394a,33,161745,5.208830864,11,0,0,45,0,0
3407a,31,197023,5.294516928,11,0,0,40,0,0
3447a,33,239781,5.379814767,1,0,0,40,0,0
3450a,31,188798,5.275997389,13,0,0,50,0,1
3463a,31,329301,5.51759305,9,0,0,55,0,0
3465a,31,203488,5.308538803,13,7298,0,50,1,0
3472a,31,194055,5.287924837,9,0,0,50,0,0
3482a,31,235389,5.371786164,4,0,0,30,0,1
3492a,33,323619,5.510034012,10,0,0,40,0,1
3502a,31,283268,5.452197516,13,0,0,36,0,1
3505a,31,120461,5.080846464,13,0,0,40,0,1
3506a,32,65278,4.81476684,16,0,0,40,0,0
3526a,31,42485,4.628235623,9,0,0,55,0,0
3532a,32,282622,5.451205965,9,0,0,28,0,1
3582a,31,332379,5.521633577,10,0,0,50,0,0
3590a,31,50442,4.702792298,10,0,0,32,0,1
3602a,32,96016,4.982343609,13,0,0,45,0,0
3620a,31,119422,5.07708434,9,0,0,40,0,0
3624a,31,247328,5.393273286,5,3137,0,40,0,0
3630a,32,130304,5.114957748,9,0,1485,48,0,0
3638a,32,180296,5.255986092,10,0,0,40,0,1
3644a,31,33308,4.522548556,11,0,0,40,0,0
3646a,33,170651,5.232108838,9,1055,0,40,0,1
3654a,31,286675,5.457389821,9,0,0,50,0,0
3658a,33,274222,5.438102294,13,7688,0,38,1,0
3664a,32,344129,5.536721272,9,0,0,40,1,0
3666a,31,181485,5.258840736,13,0,0,40,1,0
3671a,31,226883,5.355801956,9,0,0,75,0,0
3681a,33,247205,5.393057251,13,0,0,40,0,0
3715a,32,353994,5.548995901,13,0,0,40,1,1
3733a,32,107843,5.032791961,9,5178,0,50,1,0
3748a,32,640383,5.806439794,13,0,0,40,0,1
3784a,33,131568,5.119150273,9,0,0,66,0,0
3787a,33,117963,5.071745809,12,0,1887,60,1,0
3790a,33,171216,5.233544347,13,0,0,50,1,0
3807a,32,111567,5.047535755,15,0,0,40,1,0
3822a,31,395170,5.596783967,11,0,0,24,0,1
3835a,32,169886,5.230157591,13,0,0,20,0,1
3859a,31,375680,5.574818075,13,0,0,40,0,1
3888a,31,26553,4.424113595,13,0,0,25,1,1
3910a,33,139057,5.143192856,9,0,0,84,1,0
3915a,32,408328,5.611009162,4,0,0,40,0,0
3933a,32,127651,5.106024221,9,0,0,40,1,0
4006a,31,207201,5.316391847,10,0,0,40,1,0
4023a,31,163303,5.212994163,11,0,0,38,0,1
4025a,31,381153,5.581099342,6,0,0,40,1,0
4053a,31,225053,5.352284807,9,0,0,45,0,0
4058a,31,258849,5.413046492,11,0,0,40,0,1
4074a,33,131776,5.119836321,13,914,0,40,0,1
4075a,33,254221,5.405211423,9,0,0,40,0,1
4092a,33,288825,5.460634782,9,0,2258,84,0,0
4094a,31,190401,5.279669225,14,0,0,40,0,0
4096a,31,45604,4.659002937,9,0,0,54,0,0
4115a,33,161942,5.209359499,13,1055,0,40,0,1
4144a,31,223327,5.348941232,9,0,0,40,1,0
4151a,33,150570,5.17773845,9,0,0,40,0,0
4155a,33,144064,5.158555469,16,0,0,55,1,0
4162a,31,226624,5.355305901,5,0,0,60,0,0
4168a,31,90409,4.956211666,10,0,0,35,0,0
4205a,33,155343,5.191291688,10,0,0,72,0,0
4224a,33,145434,5.162665949,7,0,0,40,0,0
4227a,32,153963,5.187416365,9,0,0,35,0,1
4235a,31,73796,4.868032822,10,0,0,30,0,1
4260a,32,261059,5.41673867,10,0,0,50,0,0
4266a,32,34104,4.53280532,9,3103,0,55,1,0
4267a,32,312667,5.495082047,13,15024,0,50,1,0
4283a,31,305692,5.485284073,10,0,0,40,0,1
4287a,32,175413,5.244061776,9,0,0,40,0,1
4292a,32,256609,5.409271884,8,0,0,40,0,0
4294a,33,206512,5.314945293,10,0,0,40,0,0
4322a,32,80058,4.903404736,9,0,0,40,0,0
4338a,33,182771,5.261907288,13,0,0,80,0,0
4344a,33,43959,4.643047804,14,7688,0,50,1,0
4352a,33,184901,5.26693926,9,0,0,40,1,0
4366a,32,180603,5.25672496,13,0,0,40,1,0
4368a,33,256211,5.408597772,9,0,0,40,0,0
4375a,31,348038,5.541626664,13,0,1902,50,1,0
4376a,33,93930,4.972804322,9,0,0,50,0,0
4390a,32,46807,4.670310807,9,99999,0,40,1,0
4404a,31,27494,4.439237928,10,0,0,50,0,0
4457a,33,37070,4.569022586,14,0,0,60,0,0
4458a,31,93589,4.971224807,9,0,0,40,0,0
4538a,31,110643,5.043923943,13,0,0,40,1,0
4542a,33,264936,5.423140975,9,0,0,40,0,1
4557a,33,235109,5.371269254,9,0,0,40,0,1
4558a,33,208180,5.318439004,13,0,0,40,0,1
4562a,32,49325,4.693067094,4,0,0,40,0,0
4565a,33,191856,5.282975386,10,0,0,40,0,1
4567a,31,379798,5.579552673,10,0,0,40,1,0
4568a,32,168387,5.22630856,14,0,0,50,0,0
4618a,32,72338,4.859366497,11,0,0,40,0,0
4648a,33,343925,5.536463746,9,0,0,40,0,0
4651a,31,73514,4.866370054,9,0,0,40,0,1
4655a,33,401104,5.603256993,9,0,0,50,1,0
4663a,33,147654,5.169245217,11,0,0,60,0,0
4671a,33,198003,5.29667177,10,7298,0,50,1,0
4676a,32,164243,5.215486869,9,0,0,60,1,0
4690a,31,152940,5.184521086,10,0,0,40,0,0
4696a,32,190228,5.279274442,9,0,0,40,0,0
4704a,33,157747,5.197961109,5,0,0,70,0,0
4714a,32,125856,5.099873925,9,0,0,40,0,0
4724a,31,211334,5.324969373,10,2407,0,65,0,0
4727a,31,260782,5.416277612,10,0,1579,45,0,0
4740a,33,207172,5.316331059,9,0,0,40,0,1
4741a,33,135312,5.131336313,13,0,0,40,1,0
4742a,31,100734,5.003176079,16,0,0,28,0,1
4757a,32,39369,4.595154384,13,0,0,40,0,0
4759a,31,340917,5.532648658,9,14344,0,40,1,0
4762a,32,127651,5.106024221,13,0,0,40,1,0
4763a,31,315128,5.498486993,10,0,0,52,0,1
4764a,31,206823,5.315598833,13,0,0,50,1,0
4777a,31,164190,5.215346703,10,0,0,50,1,0
4793a,32,238944,5.37829613,9,0,0,40,0,0
4810a,33,209900,5.322012439,10,0,0,20,0,0
4816a,31,168906,5.227645077,12,0,0,35,0,1
4829a,31,193650,5.287017501,7,0,0,40,0,1
4839a,31,345497,5.538444281,6,0,0,40,0,0
4849a,31,150309,5.176984985,13,0,0,70,0,1
4857a,32,189838,5.27838315,9,0,0,50,0,1
4866a,32,182556,5.261396111,13,0,1887,45,1,0
4867a,33,267859,5.427906243,9,0,0,40,0,0
4870a,33,141229,5.149923884,10,0,0,50,0,1
4888a,33,159548,5.202891365,12,0,0,40,0,1
4901a,33,196266,5.292845071,9,0,0,40,1,0
4933a,32,213179,5.328744421,10,0,0,40,1,0
4934a,31,111843,5.048608808,12,0,0,40,0,1
4939a,31,47296,4.674824412,10,0,1740,20,0,1
4942a,33,132601,5.122546799,9,0,0,40,1,0
4963a,31,153078,5.184912779,12,0,0,50,0,0
4991a,33,118267,5.07286358,12,0,0,60,0,0
4997a,31,259425,5.414011825,9,0,0,40,1,0
5013a,33,79440,4.900039235,14,0,0,30,0,0
5016a,32,141410,5.150480122,9,0,0,40,0,0
5019a,33,129707,5.112963415,10,0,0,50,0,0
5028a,33,348491,5.542191567,10,0,0,40,1,1
5050a,32,473133,5.67498324,14,0,0,40,1,0
5066a,33,295591,5.470691207,2,0,0,40,0,0
5069a,32,255004,5.406546993,10,0,0,40,0,0
5070a,33,254221,5.405211423,16,0,0,60,1,1
5077a,32,128714,5.109625787,9,0,0,32,0,1
5087a,33,170769,5.232409035,9,0,0,40,0,0
5095a,33,279524,5.446419102,9,0,0,40,0,1
5106a,33,205649,5.313126602,12,0,0,20,0,0
5112a,31,363130,5.56006213,9,0,0,18,0,0
5119a,32,209184,5.320528463,13,0,0,40,0,0
5162a,32,194987,5.290005657,9,0,0,40,0,1
5163a,32,87310,4.941063988,9,0,0,41,0,0
5173a,32,134886,5.129966876,9,0,0,2,1,1
5189a,33,124187,5.094076136,7,0,0,60,0,0
5193a,32,207668,5.31736958,13,15024,0,45,1,0
5286a,31,236415,5.373675028,10,0,0,20,1,1
5288a,33,118941,5.075331586,13,0,0,32,1,1
5289a,32,198068,5.296814316,9,0,0,60,0,0
5299a,33,100135,5.000585902,9,0,1740,25,0,1
5316a,32,183356,5.263295126,9,0,0,40,0,0
5317a,32,152940,5.184521086,12,0,0,30,0,0
5324a,31,49923,4.698300675,9,0,0,40,0,0
5344a,31,202822,5.307115061,10,0,0,40,0,1
5359a,33,163392,5.213230789,9,0,0,48,1,0
5376a,31,142470,5.153723424,13,0,0,40,0,1
5391a,31,147215,5.167952063,8,0,0,21,0,1
5392a,31,101562,5.006731245,9,0,0,55,0,1
5400a,32,53260,4.726401162,9,0,0,28,0,1
5404a,32,340940,5.532677957,13,0,0,40,0,0
5409a,31,235237,5.371505632,10,0,0,60,1,0
5424a,33,913447,5.960683354,10,0,0,40,0,1
5425a,32,153078,5.184912779,13,0,0,40,0,0
5440a,33,113364,5.054475161,9,0,0,40,0,0
5444a,33,214635,5.331700543,9,0,0,50,0,0
5446a,32,194141,5.288117262,9,0,0,50,0,0
5455a,32,128002,5.107216755,11,0,0,45,0,1
5459a,33,176992,5.247953637,14,0,0,40,1,0
5468a,31,91964,4.963617853,10,0,0,40,0,0
5495a,33,56701,4.753590718,13,15024,0,75,1,0
5510a,32,230224,5.362150595,12,0,0,35,0,0
5515a,33,198183,5.297066398,13,0,0,50,1,1
5532a,31,349148,5.543009559,10,0,0,48,0,0
5542a,33,158416,5.199799043,9,0,0,40,0,0
5545a,33,342458,5.534607316,12,0,0,56,0,0
5574a,33,164748,5.216820151,13,0,0,40,0,0
5583a,33,172664,5.237201798,10,0,0,70,1,0
5585a,33,123253,5.090797499,13,0,0,55,1,0
5587a,32,173314,5.238833646,11,0,0,60,0,0
5588a,31,34572,4.538724504,11,0,0,45,0,0
5597a,31,177675,5.249626324,13,0,0,40,0,0
5620a,32,94041,4.973317239,9,0,0,25,0,0
5629a,31,120460,5.080842859,10,0,0,50,1,0
5650a,32,174789,5.242514098,13,0,0,50,1,0
5658a,33,260782,5.416277612,10,0,0,41,1,0
5663a,31,86958,4.939309543,5,0,0,40,0,1
5665a,33,192644,5.284755487,9,0,0,35,0,0
5672a,32,216361,5.33517898,10,0,0,16,0,0
5678a,32,249550,5.397157574,10,0,0,44,0,0
5690a,32,131379,5.118525952,9,0,0,40,0,1
5693a,31,79190,4.898670343,9,0,0,35,0,1
5697a,31,381153,5.581099342,10,15024,0,56,1,0
5707a,31,459465,5.662252434,10,0,0,50,0,0
5726a,32,373263,5.572014942,9,0,0,40,0,1
5741a,31,273818,5.437461994,10,0,0,55,0,0
5753a,33,292465,5.4660739,5,0,0,50,0,0
5766a,32,217296,5.337051732,9,4064,0,22,0,1
5780a,33,221762,5.34588713,10,0,0,40,0,0
5785a,33,159442,5.202602733,13,0,0,40,0,1
5812a,31,134613,5.129087003,11,0,0,43,0,1
5847a,33,110998,5.045315154,9,0,0,36,0,1
5858a,31,420749,5.624023092,12,0,0,40,1,0
5869a,33,166961,5.222615037,7,0,0,20,0,1
5888a,32,304212,5.483176341,9,0,0,50,0,0
5894a,32,211028,5.324340083,10,0,0,40,0,1
5899a,33,193246,5.286110513,13,0,0,42,1,0
5911a,32,227669,5.3573039,10,0,0,40,0,1
5919a,33,202153,5.305680191,14,0,0,40,0,0
5922a,33,209432,5.32104304,9,0,0,20,0,1
5923a,33,126950,5.103632705,9,0,0,60,0,0
5958a,31,106753,5.028380089,11,0,1740,40,0,0
5970a,32,162604,5.211131225,9,0,0,40,0,0
5974a,32,165226,5.218078389,9,0,0,40,0,1
5979a,32,153471,5.186026323,9,0,0,35,0,0
5990a,32,349028,5.542860269,9,0,0,40,0,0
6007a,33,93206,4.96944387,3,0,0,40,0,0
6014a,31,133861,5.126654065,11,0,0,40,0,0
6053a,33,339388,5.530696483,12,0,0,40,0,0
6062a,31,34572,4.538724504,13,0,0,55,0,0
6069a,33,382764,5.582931084,13,0,0,40,0,0
6085a,32,271276,5.433411373,9,0,0,80,1,0
6087a,33,34574,4.538749628,9,0,0,43,0,0
6094a,31,213750,5.329906123,10,0,0,45,0,0
6096a,31,351187,5.545538431,9,0,0,40,0,0
6116a,33,34080,4.532499586,10,0,0,40,1,0
6136a,32,295117,5.469994227,13,0,0,40,1,0
6137a,31,206541,5.315006275,10,0,0,40,0,0
6141a,31,114324,5.058137411,11,0,0,40,0,1
6151a,31,83748,4.922974444,10,0,0,70,0,1
6156a,33,204042,5.309719572,10,0,0,55,0,0
6165a,31,87054,4.939788731,9,0,0,50,0,0
6184a,33,207267,5.316530161,6,3418,0,35,0,1
6186a,33,176711,5.247263585,12,0,0,50,0,0
6188a,33,394727,5.596296834,6,0,0,40,0,0
6189a,33,195488,5.291120103,9,0,0,52,0,1
6190a,32,443546,5.646938667,9,0,0,45,0,0
6200a,32,251243,5.400093971,10,0,0,50,1,1
6210a,33,292217,5.465705478,9,0,0,40,0,0
6231a,31,204052,5.309740856,9,0,0,40,0,0
6237a,32,116539,5.066471287,13,0,1887,55,1,0
6239a,32,101283,5.005536557,9,0,0,35,0,1
6242a,33,109996,5.041376892,12,0,0,40,0,1
6267a,31,56026,4.748389617,9,0,0,40,0,0
6273a,31,137814,5.139293338,10,0,0,30,0,1
6289a,32,273287,5.436618973,10,0,0,40,0,0
6303a,33,324546,5.511276261,10,0,0,39,0,0
