ID,Gender,Ever_Married,Age,Graduated,Profession,Work_Experience,Spending_Score,Family_Size,Var_1
465634,Male,No,25,Yes,Healthcare,1.0,Low,4.0,Cat_4
459888,Female,Yes,74,No,Lawyer,"",High,2.0,Cat_6
463467,Female,No,23,No,Healthcare,0.0,Low,4.0,""
465693,Female,Yes,25,Yes,Healthcare,1.0,High,4.0,Cat_4
461670,Male,Yes,59,Yes,Artist,0.0,Average,6.0,Cat_6
461550,Male,Yes,37,Yes,Entertainment,7.0,Low,2.0,Cat_6
466176,Male,No,38,Yes,Doctor,8.0,Low,1.0,Cat_2
459488,Male,Yes,47,No,Artist,"",Average,4.0,Cat_6
459488,Male,Yes,47,No,Artist,"",Average,4.0,Cat_6
467773,Male,Yes,70,Yes,Lawyer,1.0,High,3.0,Cat_6
467773,Male,Yes,70,Yes,Lawyer,1.0,High,3.0,Cat_6
462318,Female,Yes,82,No,Lawyer,0.0,Average,2.0,Cat_6
466078,Female,Yes,51,No,Executive,"",Low,1.0,Cat_6
466078,Female,Yes,51,No,Executive,"",Low,1.0,Cat_6
459375,Male,Yes,18,No,Executive,0.0,High,4.0,Cat_6
465809,Female,No,25,No,Homemaker,1.0,Low,7.0,Cat_4
466268,Female,Yes,72,Yes,Artist,0.0,Average,3.0,Cat_4
464868,Male,Yes,36,Yes,Entertainment,6.0,Low,6.0,Cat_4
464038,Male,Yes,40,Yes,Artist,1.0,Low,2.0,Cat_6
464841,Male,"",19,No,Entertainment,0.0,High,3.0,Cat_4
464841,Male,"",19,No,Entertainment,0.0,High,3.0,Cat_4
464443,Female,Yes,35,Yes,Artist,1.0,Average,2.0,Cat_6
464443,Female,Yes,35,Yes,Artist,1.0,Average,2.0,Cat_6
467619,Male,Yes,65,Yes,Lawyer,1.0,High,2.0,Cat_6
465974,Male,Yes,52,Yes,Executive,7.0,High,4.0,Cat_4
459494,Female,Yes,69,No,Engineer,9.0,Low,3.0,Cat_6
466921,Female,No,22,No,Healthcare,3.0,Low,3.0,Cat_6
463544,Male,Yes,47,Yes,Executive,1.0,Average,4.0,Cat_6
461167,Male,Yes,29,Yes,Marketing,1.0,High,2.0,Cat_3
467364,Male,Yes,46,Yes,Artist,1.0,Average,3.0,Cat_3
467364,Male,Yes,46,Yes,Artist,1.0,Average,3.0,Cat_3
459471,Female,No,32,No,Artist,"",Low,8.0,Cat_6
464695,Male,No,26,No,Engineer,0.0,Low,4.0,Cat_4
466824,Male,Yes,40,Yes,Artist,3.0,High,3.0,Cat_6
466824,Male,Yes,40,Yes,Artist,3.0,High,3.0,Cat_6
461607,Female,Yes,40,Yes,Entertainment,7.0,Average,2.0,Cat_3
465091,Male,Yes,63,Yes,Entertainment,"",Average,3.0,Cat_6
466597,Female,No,19,No,Healthcare,1.0,Low,2.0,Cat_6
464767,Female,Yes,53,No,Engineer,8.0,Average,4.0,Cat_4
464763,Female,Yes,49,No,Engineer,"",Average,4.0,Cat_4
460718,Male,Yes,55,No,Executive,3.0,Low,"",Cat_4
463738,Male,Yes,43,No,Executive,0.0,High,4.0,Cat_6
465967,Male,Yes,36,No,Doctor,6.0,Low,3.0,Cat_6
466573,Female,No,37,Yes,Artist,5.0,Low,2.0,Cat_6
463229,Female,No,22,No,Marketing,0.0,Low,1.0,Cat_5
463229,Female,No,22,No,Marketing,0.0,Low,1.0,Cat_5
462541,Male,Yes,70,Yes,Engineer,4.0,High,2.0,Cat_6
467714,Male,Yes,89,Yes,Lawyer,13.0,Low,1.0,Cat_6
467730,Male,No,18,No,Healthcare,"",Low,4.0,Cat_6
459474,Male,No,25,Yes,Doctor,6.0,Low,1.0,Cat_2
467865,Female,No,35,Yes,Artist,3.0,Low,1.0,Cat_4
467865,Female,No,35,Yes,Artist,3.0,Low,1.0,Cat_4
464226,Female,Yes,62,Yes,Artist,2.0,Average,3.0,Cat_6
465432,Female,Yes,58,Yes,Engineer,0.0,Average,4.0,Cat_4
464087,Female,No,32,No,Engineer,"",Low,4.0,Cat_6
466627,Male,No,25,No,Healthcare,0.0,Low,5.0,Cat_6
466627,Male,No,25,No,Healthcare,0.0,Low,5.0,Cat_6
467380,Female,Yes,56,Yes,Artist,0.0,Average,4.0,Cat_6
462083,Male,No,19,No,Healthcare,1.0,Low,5.0,Cat_6
460910,Male,No,27,Yes,Healthcare,0.0,Low,2.0,Cat_6
460255,Female,No,38,Yes,Doctor,14.0,Low,1.0,Cat_6
460255,Female,No,38,Yes,Doctor,14.0,Low,1.0,Cat_6
460109,Male,Yes,46,Yes,Artist,8.0,Average,2.0,Cat_6
463380,Female,Yes,69,Yes,Engineer,1.0,Low,1.0,Cat_3
463380,Female,Yes,69,Yes,Engineer,1.0,Low,1.0,Cat_3
462391,Female,No,26,No,Healthcare,1.0,Low,8.0,Cat_7
467086,Female,Yes,83,Yes,Lawyer,0.0,Low,3.0,Cat_6
460752,Male,Yes,35,Yes,Artist,9.0,Low,1.0,Cat_6
467264,Male,Yes,19,No,Marketing,2.0,High,5.0,Cat_6
461646,Female,Yes,60,Yes,Artist,"",High,4.0,Cat_6
463570,Male,Yes,35,Yes,Artist,"",Average,4.0,Cat_6
467426,Female,Yes,86,No,Lawyer,"",Low,"",Cat_6
464047,Male,No,43,Yes,Healthcare,3.0,Low,3.0,Cat_6
464047,Male,No,43,Yes,Healthcare,3.0,Low,3.0,Cat_6
459997,Male,No,43,Yes,Entertainment,1.0,Low,2.0,Cat_4
459997,Male,No,43,Yes,Entertainment,1.0,Low,2.0,Cat_4
463382,Female,Yes,50,Yes,Engineer,4.0,High,3.0,Cat_6
466442,Male,No,38,Yes,Artist,1.0,Low,1.0,Cat_6
466442,Male,No,38,Yes,Artist,1.0,Low,1.0,Cat_6
464527,Male,No,25,No,Executive,12.0,Low,3.0,Cat_6
467207,Female,No,27,Yes,Artist,8.0,Low,1.0,Cat_6
465177,Female,No,60,Yes,Entertainment,1.0,Low,2.0,Cat_6
467531,Male,Yes,75,Yes,Lawyer,2.0,Low,1.0,Cat_6
465409,Female,No,31,No,Doctor,"",Low,4.0,Cat_6
462124,Male,No,36,Yes,Artist,8.0,Low,1.0,Cat_6
462124,Male,No,36,Yes,Artist,8.0,Low,1.0,Cat_6
459789,Male,Yes,56,No,Artist,1.0,Average,2.0,Cat_6
464223,Female,Yes,52,Yes,Artist,2.0,Low,2.0,Cat_6
465569,Male,Yes,35,Yes,Artist,1.0,High,3.0,Cat_6
466333,Female,Yes,41,Yes,Artist,1.0,Average,2.0,Cat_6
467668,Female,Yes,49,Yes,Artist,"",Average,3.0,Cat_7
467668,Female,Yes,49,Yes,Artist,"",Average,3.0,Cat_7
462723,Female,Yes,46,No,Artist,8.0,Average,2.0,Cat_6
460909,Female,No,31,No,Healthcare,"",Low,2.0,Cat_6
467777,Male,No,49,Yes,Doctor,"",Low,1.0,Cat_6
459933,Female,Yes,30,Yes,Artist,8.0,Low,4.0,Cat_6
459933,Female,Yes,30,Yes,Artist,8.0,Low,4.0,Cat_6
459933,Female,Yes,30,Yes,Artist,8.0,Low,4.0,Cat_6
465532,Female,Yes,37,Yes,Entertainment,6.0,Average,3.0,Cat_4
459210,Female,Yes,68,Yes,Artist,1.0,High,2.0,Cat_6
462888,Male,Yes,39,Yes,Executive,"",High,3.0,Cat_6
466557,Female,No,21,No,Healthcare,7.0,Low,"",Cat_6
461629,Male,Yes,53,Yes,Artist,0.0,Low,3.0,Cat_6
467146,Female,No,27,No,Homemaker,9.0,Low,1.0,Cat_6
460916,Male,Yes,63,No,Entertainment,1.0,Average,"",Cat_6
460916,Male,Yes,63,No,Entertainment,1.0,Average,"",Cat_6
459196,Female,No,23,No,Healthcare,1.0,Low,3.0,Cat_4
466412,Male,Yes,26,Yes,Artist,1.0,Average,3.0,Cat_6
460216,Female,No,62,No,Entertainment,2.0,Low,1.0,Cat_6
462572,Female,Yes,30,No,Engineer,1.0,Average,7.0,Cat_4
467443,Male,No,32,No,Healthcare,7.0,Low,4.0,Cat_3
462548,Male,No,18,"",Executive,"",Low,5.0,Cat_4
460857,Male,No,31,No,Entertainment,1.0,Low,1.0,Cat_4
463287,Male,Yes,50,Yes,Artist,1.0,Average,4.0,Cat_2
463287,Male,Yes,50,Yes,Artist,1.0,Average,4.0,Cat_2
461392,Male,Yes,71,Yes,Artist,0.0,Average,5.0,Cat_6
464684,Female,No,40,No,Engineer,9.0,Low,5.0,Cat_4
462276,Female,No,36,Yes,Engineer,4.0,Low,1.0,Cat_6
462142,Female,No,42,Yes,Artist,"",Low,1.0,Cat_6
462142,Female,No,42,Yes,Artist,"",Low,1.0,Cat_6
462417,Male,No,30,No,Healthcare,4.0,Low,4.0,Cat_6
462417,Male,No,30,No,Healthcare,4.0,Low,4.0,Cat_6
466463,Female,No,29,Yes,Healthcare,2.0,Low,4.0,Cat_4
464736,Male,No,28,Yes,Engineer,0.0,Low,5.0,Cat_4
464736,Male,No,28,Yes,Engineer,0.0,Low,5.0,Cat_4
464736,Male,No,28,Yes,Engineer,0.0,Low,5.0,Cat_4
464736,Male,No,28,Yes,Engineer,0.0,Low,5.0,Cat_4
463855,Female,Yes,40,Yes,Artist,1.0,Average,2.0,Cat_6
460344,Female,Yes,52,Yes,Artist,14.0,Average,2.0,Cat_6
466211,Male,Yes,47,Yes,Artist,0.0,Low,"",Cat_6
466211,Male,Yes,47,Yes,Artist,0.0,Low,"",Cat_6
464126,Female,No,55,Yes,Marketing,3.0,Low,1.0,Cat_6
461286,Female,No,20,No,Doctor,4.0,Low,4.0,Cat_6
461286,Female,No,20,No,Doctor,4.0,Low,4.0,Cat_6
461958,Male,No,38,No,Artist,2.0,Low,2.0,Cat_3
463531,Male,No,32,Yes,Doctor,0.0,Low,4.0,Cat_6
463531,Male,No,32,Yes,Doctor,0.0,Low,4.0,Cat_6
462651,Male,Yes,38,No,Executive,"",High,5.0,Cat_4
465486,Female,Yes,59,No,Artist,1.0,High,2.0,Cat_6
467162,Female,No,26,No,Homemaker,9.0,Low,"",Cat_4
461298,Female,Yes,78,Yes,Artist,1.0,High,2.0,Cat_6
461298,Female,Yes,78,Yes,Artist,1.0,High,2.0,Cat_6
464532,Female,Yes,68,Yes,Lawyer,0.0,High,2.0,Cat_6
465680,Male,Yes,31,No,Healthcare,0.0,Average,5.0,Cat_4
465680,Male,Yes,31,No,Healthcare,0.0,Average,5.0,Cat_4
465680,Male,Yes,31,No,Healthcare,0.0,Average,5.0,Cat_4
463846,Female,Yes,45,Yes,Artist,4.0,Low,1.0,Cat_6
462064,Male,Yes,58,Yes,Artist,0.0,Average,3.0,Cat_7
459656,Male,No,22,No,"","",Low,6.0,Cat_1
460789,Male,Yes,36,Yes,Executive,1.0,Low,3.0,Cat_6
467307,Male,Yes,57,Yes,Executive,1.0,High,3.0,Cat_6
464645,Male,"",52,Yes,Artist,1.0,Average,5.0,Cat_4
460685,Male,No,51,"",Artist,6.0,Low,4.0,Cat_4
459322,Male,No,36,Yes,Marketing,0.0,Low,1.0,Cat_6
461114,Male,Yes,45,Yes,Artist,1.0,Average,4.0,Cat_3
461114,Male,Yes,45,Yes,Artist,1.0,Average,4.0,Cat_3
460666,Female,Yes,49,Yes,Homemaker,14.0,Low,1.0,Cat_6
465417,Male,Yes,40,Yes,Entertainment,"",Average,2.0,Cat_4
465417,Male,Yes,40,Yes,Entertainment,"",Average,2.0,Cat_4
461873,Male,No,29,Yes,Doctor,1.0,Low,4.0,Cat_6
467204,Male,No,27,Yes,Healthcare,"",Low,3.0,Cat_6
459468,Male,Yes,35,No,Artist,9.0,Average,3.0,Cat_6
466182,Female,No,41,Yes,Artist,2.0,Low,1.0,Cat_6
466182,Female,No,41,Yes,Artist,2.0,Low,1.0,Cat_6
463844,Female,Yes,26,Yes,Engineer,9.0,Low,2.0,Cat_6
459149,Male,Yes,43,No,Executive,0.0,High,4.0,Cat_6
458999,Male,Yes,55,Yes,Artist,1.0,Average,2.0,Cat_6
459947,Female,No,37,Yes,Artist,3.0,Low,1.0,Cat_6
459947,Female,No,37,Yes,Artist,3.0,Low,1.0,Cat_6
466338,Female,No,39,No,Engineer,0.0,Low,3.0,Cat_4
466338,Female,No,39,No,Engineer,0.0,Low,3.0,Cat_4
466369,Female,No,38,No,Homemaker,5.0,Low,1.0,Cat_2
466369,Female,No,38,No,Homemaker,5.0,Low,1.0,Cat_2
463939,Male,No,26,No,Marketing,0.0,Low,5.0,Cat_6
460825,Male,No,30,Yes,Doctor,1.0,Low,3.0,Cat_4
463471,Male,No,57,Yes,Marketing,1.0,Low,4.0,Cat_7
463471,Male,No,57,Yes,Marketing,1.0,Low,4.0,Cat_7
466624,Female,Yes,46,No,Artist,0.0,Average,4.0,Cat_3
460578,Male,Yes,28,No,Entertainment,8.0,Average,4.0,Cat_7
462312,Female,No,38,Yes,Engineer,8.0,Low,4.0,Cat_6
467971,Female,No,31,Yes,Artist,1.0,Low,4.0,Cat_6
467971,Female,No,31,Yes,Artist,1.0,Low,4.0,Cat_6
466414,Male,Yes,66,Yes,Artist,1.0,Low,3.0,Cat_6
466414,Male,Yes,66,Yes,Artist,1.0,Low,3.0,Cat_6
466414,Male,Yes,66,Yes,Artist,1.0,Low,3.0,Cat_6
462713,Female,No,40,Yes,Engineer,"",Low,1.0,Cat_3
459342,Female,Yes,84,No,Lawyer,1.0,High,2.0,Cat_6
463006,Female,No,41,Yes,Marketing,"",Low,1.0,Cat_6
463006,Female,No,41,Yes,Marketing,"",Low,1.0,Cat_6
463029,Male,Yes,51,No,Artist,"",Average,3.0,Cat_6
460767,Male,Yes,57,Yes,Entertainment,8.0,Average,5.0,Cat_2
461608,Female,Yes,56,Yes,Executive,"",High,4.0,Cat_1
465155,Male,Yes,77,Yes,Lawyer,1.0,Low,1.0,Cat_6
465155,Male,Yes,77,Yes,Lawyer,1.0,Low,1.0,Cat_6
462677,Female,No,43,Yes,Artist,2.0,Low,4.0,Cat_6
463483,Male,Yes,29,No,Executive,1.0,High,2.0,Cat_6
463483,Male,Yes,29,No,Executive,1.0,High,2.0,Cat_6
459002,Female,Yes,45,No,Engineer,2.0,Low,2.0,Cat_6
466044,Male,Yes,27,No,Entertainment,0.0,Average,4.0,Cat_6
466044,Male,Yes,27,No,Entertainment,0.0,Average,4.0,Cat_6
467373,Male,No,31,Yes,Healthcare,"",Low,1.0,Cat_6
459010,Female,Yes,48,Yes,Artist,"",Average,3.0,Cat_6
459046,Male,Yes,57,Yes,Executive,"",Low,4.0,Cat_2
459335,Male,No,26,Yes,Healthcare,"",Low,3.0,Cat_1
459335,Male,No,26,Yes,Healthcare,"",Low,3.0,Cat_1
466208,Male,Yes,67,No,Executive,2.0,High,1.0,Cat_6
467329,Female,No,40,Yes,Doctor,0.0,Low,1.0,Cat_6
465255,Male,No,21,No,Healthcare,9.0,Low,5.0,Cat_6
461385,Male,Yes,85,No,Lawyer,"",Low,1.0,Cat_6
461385,Male,Yes,85,No,Lawyer,"",Low,1.0,Cat_6
461263,Female,Yes,48,Yes,Artist,1.0,Low,1.0,Cat_4
460027,Female,No,37,Yes,Entertainment,6.0,Low,"",Cat_6
465206,Male,Yes,47,Yes,Artist,13.0,Low,1.0,Cat_6
465206,Male,Yes,47,Yes,Artist,13.0,Low,1.0,Cat_6
467139,Female,No,30,Yes,Artist,0.0,Low,3.0,Cat_6
462778,Male,Yes,60,Yes,Entertainment,0.0,Low,"",Cat_6
459534,Male,Yes,36,Yes,Artist,0.0,Average,2.0,Cat_6
463399,Female,No,26,No,Marketing,3.0,Low,3.0,Cat_3
463399,Female,No,26,No,Marketing,3.0,Low,3.0,Cat_3
463399,Female,No,26,No,Marketing,3.0,Low,3.0,Cat_3
467599,Female,No,19,No,Healthcare,0.0,Low,3.0,Cat_6
466226,Female,Yes,45,Yes,Artist,0.0,Average,5.0,Cat_6
464911,Male,Yes,56,Yes,Artist,0.0,Average,3.0,Cat_4
464911,Male,Yes,56,Yes,Artist,0.0,Average,3.0,Cat_4
466457,Female,Yes,62,"",Lawyer,8.0,Low,5.0,Cat_6
463909,Female,No,25,Yes,Healthcare,1.0,Low,3.0,Cat_6
465638,Female,Yes,51,Yes,Artist,"",Low,"",Cat_3
465289,Male,Yes,25,Yes,Executive,1.0,High,2.0,Cat_6
467451,Female,Yes,47,Yes,Artist,0.0,Low,1.0,Cat_1
462289,Male,Yes,60,Yes,Artist,0.0,Average,4.0,Cat_3
467647,Male,No,28,Yes,Healthcare,2.0,Low,3.0,Cat_6
459414,Female,No,39,Yes,"",8.0,Low,"",Cat_6
459414,Female,No,39,Yes,"",8.0,Low,"",Cat_6
463580,Female,Yes,46,Yes,Engineer,1.0,Low,1.0,Cat_6
463580,Female,Yes,46,Yes,Engineer,1.0,Low,1.0,Cat_6
466636,Female,No,23,No,Marketing,3.0,Low,3.0,Cat_6
466636,Female,No,23,No,Marketing,3.0,Low,3.0,Cat_6
463960,Male,Yes,26,Yes,Doctor,1.0,Average,2.0,Cat_7
463960,Male,Yes,26,Yes,Doctor,1.0,Average,2.0,Cat_7
462395,Male,Yes,53,Yes,Artist,1.0,High,2.0,Cat_6
462395,Male,Yes,53,Yes,Artist,1.0,High,2.0,Cat_6
461015,Male,Yes,40,Yes,Entertainment,1.0,Average,2.0,Cat_3
465898,Female,No,37,Yes,Artist,12.0,Low,2.0,Cat_6
461394,Female,No,21,No,Engineer,0.0,Low,5.0,Cat_2
466269,Female,No,25,No,Healthcare,0.0,Low,4.0,Cat_2
466213,Male,No,23,No,Healthcare,4.0,Low,5.0,Cat_6
463876,Male,Yes,49,Yes,Entertainment,1.0,Average,5.0,Cat_6
459325,Male,Yes,26,No,Executive,9.0,High,4.0,Cat_6
467233,Female,No,67,No,Artist,1.0,Low,2.0,Cat_6
461811,Female,No,40,Yes,Healthcare,8.0,Low,4.0,Cat_2
465368,Male,No,18,No,Healthcare,7.0,Low,3.0,Cat_1
461245,Male,Yes,39,Yes,"",5.0,Average,3.0,Cat_6
467693,Male,Yes,61,Yes,Entertainment,7.0,High,5.0,Cat_6
462076,Male,Yes,75,Yes,Lawyer,1.0,Low,2.0,Cat_6
462076,Male,Yes,75,Yes,Lawyer,1.0,Low,2.0,Cat_6
462076,Male,Yes,75,Yes,Lawyer,1.0,Low,2.0,Cat_6
463573,Male,No,29,No,Doctor,1.0,Low,2.0,Cat_6
463573,Male,No,29,No,Doctor,1.0,Low,2.0,Cat_6
460841,Female,No,61,Yes,Marketing,1.0,Low,1.0,Cat_6
463959,Female,No,37,No,Artist,1.0,Low,1.0,Cat_6
459118,Male,No,21,No,Healthcare,"",Low,8.0,Cat_6
459118,Male,No,21,No,Healthcare,"",Low,8.0,Cat_6
459118,Male,No,21,No,Healthcare,"",Low,8.0,Cat_6
462791,Female,No,33,No,Healthcare,7.0,Low,4.0,Cat_5
462791,Female,No,33,No,Healthcare,7.0,Low,4.0,Cat_5
462659,Male,Yes,25,Yes,Entertainment,8.0,Average,2.0,Cat_6
