ifa,age,fnlwgt,logfnl,education_num,capital_gain,capital_loss,hours_per_week,income_label,gender_label
907a,37,211154,5.324599313,10,0,0,52,0,0
909a,37,168496,5.226589595,9,0,0,10,0,0
912a,38,278924,5.445485885,10,0,0,44,0,0
916a,39,202027,5.305409415,13,15024,0,45,1,0
924a,38,97083,4.987143188,10,0,0,40,0,1
927a,37,214738,5.331908904,9,0,0,40,0,0
935a,37,186934,5.271688299,7,3103,0,44,1,0
943a,38,196373,5.293081775,9,0,0,40,1,0
974a,37,200153,5.301362104,9,0,0,40,0,0
1000a,39,329980,5.518487618,13,15024,0,50,1,0
1003a,38,343642,5.536106238,9,0,0,40,1,1
1008a,39,180804,5.257208034,9,0,0,40,1,0
1015a,38,173208,5.238567947,14,0,0,25,0,0
1038a,37,123785,5.092668021,9,0,0,75,0,0
1055a,38,193026,5.285615811,10,0,0,40,0,0
1066a,38,223004,5.348312653,10,0,0,40,0,0
1072a,38,132879,5.123456351,9,0,1902,40,1,0
1073a,37,215310,5.333064201,9,0,0,50,1,0
1090a,38,412296,5.615209121,9,0,0,28,0,0
1103a,39,218184,5.338822899,5,0,1651,40,0,0
1113a,37,60227,4.779791231,13,0,0,38,0,0
1134a,37,189382,5.277338699,11,0,0,38,0,1
1193a,39,33886,4.530020307,9,0,0,60,0,0
1203a,37,166497,5.221406413,13,0,0,35,0,0
1208a,38,79619,4.901016719,13,0,0,42,1,0
1212a,37,203070,5.307645769,10,0,0,62,0,0
1220a,38,200818,5.302802638,15,0,0,40,1,0
1225a,38,22245,4.34723241,14,0,0,72,1,0
1245a,38,165799,5.219581907,10,0,0,12,0,0
1257a,38,65466,4.816015806,13,0,0,50,0,1
1260a,37,136137,5.133976176,10,0,0,40,0,0
1267a,38,189623,5.277891013,13,0,1887,40,1,0
1269a,37,387430,5.588193247,10,0,0,37,0,0
1289a,37,37238,4.570986348,13,0,0,45,0,0
1293a,39,278403,5.444673911,9,0,0,65,0,0
1306a,37,32668,4.514122547,13,0,0,43,1,0
1325a,39,83893,4.923725725,9,0,0,40,1,0
1337a,39,174938,5.242884157,13,0,0,40,0,0
1340a,38,34180,4.533772058,10,0,0,40,0,0
1354a,39,191161,5.281399294,10,0,0,40,0,0
1385a,37,137314,5.137714818,9,0,0,60,0,0
1387a,37,349116,5.542969753,9,0,0,44,0,0
1408a,39,352628,5.547316794,12,0,0,50,1,1
1409a,37,143912,5.158097009,9,0,0,50,0,0
1413a,39,24342,4.386356258,13,0,0,40,1,0
1428a,39,297847,5.47399323,5,3411,0,34,0,1
1444a,38,27997,4.447111497,11,0,0,40,0,0
1464a,39,51100,4.7084209,9,0,0,40,1,0
1477a,38,83727,4.92286553,9,0,0,48,0,1
1490a,37,175232,5.243613418,14,0,0,60,1,0
1501a,37,395831,5.597509804,13,0,0,80,1,0
1513a,37,217054,5.336567794,13,0,0,35,1,0
1530a,37,26898,4.429719989,9,0,0,12,0,1
1543a,39,203070,5.307645769,9,0,0,40,0,0
1548a,38,180342,5.256096882,13,0,0,40,0,0
1577a,38,257250,5.410355383,9,0,0,52,0,0
1584a,39,128715,5.109629161,9,10520,0,40,1,0
1595a,38,322143,5.508048699,13,0,0,10,0,0
1598a,37,910398,5.959231295,13,0,0,40,0,1
1609a,39,379350,5.579040088,6,0,0,40,0,0
1620a,38,107513,5.03146098,9,0,0,40,0,0
1623a,37,70240,4.846584503,9,0,0,40,0,1
1631a,39,328466,5.516490422,7,2407,0,70,0,0
1635a,37,405723,5.608229628,2,0,0,40,0,0
1666a,39,71701,4.855525213,9,0,0,40,0,1
1681a,37,166744,5.222050216,9,0,0,12,0,1
1686a,37,188540,5.275403503,9,0,1902,45,1,0
1688a,37,171150,5.233376903,9,0,1887,50,1,0
1701a,37,256723,5.409464779,10,0,0,35,0,1
1714a,38,156728,5.195146592,13,0,0,40,1,0
1716a,39,19914,4.299158503,10,0,0,40,0,1
1720a,38,187069,5.272001825,9,0,0,45,0,0
1723a,38,86551,4.93727209,13,0,0,48,1,0
1744a,38,166988,5.222685263,13,0,0,40,0,1
1752a,38,304651,5.483802608,9,0,0,60,0,0
1753a,37,349689,5.543681971,9,0,0,40,0,1
1781a,38,31033,4.491823761,13,7298,0,40,1,0
1782a,37,272950,5.436083099,9,0,0,40,0,0
1784a,39,238415,5.377333576,13,0,0,50,1,0
1788a,39,79331,4.899442929,14,15024,0,40,1,0
1802a,38,204640,5.310990527,10,0,0,40,0,1
1804a,38,112847,5.052490018,15,0,0,40,1,0
1828a,37,118909,5.075214727,9,0,0,35,0,1
1843a,38,31603,4.499728311,13,0,0,40,0,1
1865a,38,72338,4.859366497,9,0,0,54,1,0
1905a,39,179271,5.253510041,10,0,0,50,1,0
1911a,38,187046,5.271948425,7,0,0,45,0,0
1912a,39,191807,5.282864453,9,0,0,48,0,0
1914a,39,324420,5.51110762,2,0,0,45,0,0
1922a,38,119741,5.078242881,14,0,0,40,1,0
1937a,38,255454,5.407312707,13,0,0,40,0,0
1941a,39,165186,5.217973237,10,0,0,45,0,0
1946a,37,329980,5.518487618,14,0,2415,60,1,0
1980a,39,473547,5.67536309,6,0,0,40,0,0
1999a,37,379522,5.579236956,13,0,0,55,1,0
2005a,39,192337,5.284062838,13,0,0,50,0,0
2019a,39,505119,5.703393705,14,0,0,40,1,0
2057a,37,367237,5.564946431,11,8614,0,40,1,0
2069a,37,86150,4.935255282,13,0,0,30,1,1
2086a,37,49115,4.691214148,14,0,0,60,1,0
2090a,37,123211,5.090649482,9,0,0,44,1,0
2117a,37,35330,4.548143637,9,0,1669,55,0,0
2120a,39,179579,5.254255549,9,0,0,40,0,0
2171a,38,277347,5.443023473,9,0,0,50,0,0
2179a,37,201531,5.30434186,12,0,0,40,1,0
2196a,39,184659,5.266370479,9,0,0,40,0,0
2211a,39,179352,5.253706224,10,0,0,35,0,1
2238a,37,160402,5.205209779,13,0,0,55,1,0
2241a,38,338320,5.529327672,15,0,1977,50,1,0
2251a,39,34028,4.531836424,13,0,0,48,0,1
2260a,38,123983,5.093362141,13,0,1741,40,0,0
2271a,38,105017,5.021259608,9,0,0,40,0,0
2326a,39,77146,4.887313413,13,0,1887,50,1,0
2327a,37,200863,5.302899945,10,0,0,40,0,0
2353a,37,82521,4.916564482,13,15024,0,40,1,0
2370a,37,758700,5.880070084,5,3781,0,50,0,0
2383a,39,103986,5.016974873,9,0,1590,40,0,0
2388a,37,65390,4.815511337,13,0,0,50,0,0
2416a,39,153976,5.187453033,14,0,0,40,1,0
2438a,39,267581,5.427455272,9,0,0,40,0,0
2456a,37,291251,5.464267425,9,0,0,40,0,1
2458a,39,105813,5.024539028,9,0,0,40,0,0
2461a,38,31069,4.492327275,11,4386,0,40,1,0
2466a,39,127772,5.106435693,9,3103,0,44,1,0
2470a,39,237532,5.375722125,9,0,0,54,1,1
2474a,39,329980,5.518487618,13,0,2415,60,1,0
2495a,38,258761,5.412898821,9,0,0,50,0,0
2536a,38,264627,5.422634153,10,0,0,40,0,1
2561a,39,172425,5.236600235,11,0,0,20,1,1
2594a,39,315776,5.499379119,14,8614,0,52,1,0
2598a,37,269329,5.430283119,11,8614,0,45,1,1
2655a,37,185061,5.267314905,10,0,0,55,0,0
2662a,39,288551,5.460222584,9,0,0,40,0,0
2668a,38,407068,5.609666963,3,0,0,75,0,0
2669a,37,243587,5.386654107,10,0,0,40,0,1
2673a,38,284166,5.453572114,15,0,0,50,0,0
2684a,37,211494,5.325298051,9,0,0,40,1,0
2714a,39,185520,5.268390736,10,8614,0,40,1,1
2720a,39,144169,5.158871886,9,0,0,50,1,0
2737a,37,297449,5.473412513,9,0,0,40,1,0
2739a,37,93717,4.971818378,10,7298,0,45,1,1
2741a,38,236391,5.373630938,13,7688,0,40,1,0
2825a,39,548510,5.73918455,13,0,0,30,0,0
2826a,38,187264,5.272454296,9,0,0,55,0,1
2832a,39,401832,5.604044519,10,0,0,48,0,0
2840a,38,103751,5.015992291,5,0,0,40,0,0
2845a,37,186359,5.270350371,9,7688,0,60,1,0
2851a,37,545483,5.73678122,12,0,0,40,0,0
2875a,38,115433,5.062329983,12,7688,0,33,1,1
2887a,39,188391,5.275060151,9,7298,0,50,1,0
2917a,38,37028,4.568530255,10,0,0,38,0,1
2940a,37,36989,4.56807259,10,0,0,40,0,0
2964a,37,29814,4.474420247,9,0,0,85,0,0
2966a,38,183279,5.263112707,10,0,0,44,1,0
2981a,37,98941,4.995376295,14,0,0,40,1,0
2996a,39,167864,5.224957568,7,0,0,30,0,0
2997a,39,202950,5.307389056,13,0,0,45,0,0
2998a,37,218188,5.338830861,9,0,0,32,0,1
2999a,38,234962,5.37099763,9,2829,0,30,0,0
3003a,38,34996,4.544018408,10,0,0,40,0,1
3007a,37,267086,5.426651124,11,0,0,52,0,1
3012a,37,271767,5.43419672,14,0,0,45,1,0
3024a,38,53930,4.73183042,6,0,0,40,0,0
3050a,39,122742,5.088993196,12,15024,0,55,1,0
3078a,38,266645,5.425933444,14,0,0,60,1,0
3101a,39,278187,5.444336831,9,0,0,40,0,0
3139a,37,334314,5.524154564,9,0,0,40,0,1
3151a,38,498785,5.697913384,9,0,0,40,0,0
3168a,38,242720,5.385105563,14,0,0,35,1,0
3191a,39,338320,5.529327672,6,0,0,60,1,0
3199a,39,208778,5.319684733,9,0,0,40,1,1
3201a,37,325538,5.512601691,9,0,0,60,0,0
3204a,39,277886,5.443866667,13,0,0,30,0,1
3228a,39,129597,5.112594948,13,3464,0,40,0,0
3250a,38,278924,5.445485885,13,0,1887,50,1,0
3263a,38,190023,5.27880617,9,0,0,40,1,0
3268a,37,286026,5.456405513,9,0,0,40,1,0
3272a,38,99527,4.997940914,14,0,0,40,1,0
3294a,39,68781,4.837468486,9,0,0,40,0,0
3305a,37,175130,5.243360548,9,0,0,45,0,1
3310a,39,352248,5.546848536,12,0,0,40,0,0
3322a,37,189922,5.278575275,12,0,0,50,1,0
3323a,37,409189,5.61192395,10,0,0,45,0,0
3326a,39,172718,5.2373376,9,0,0,40,0,1
3367a,39,33487,4.524876242,7,0,0,40,0,0
3371a,38,348739,5.542500518,15,0,0,60,0,0
3378a,39,89508,4.951861853,13,0,0,40,0,0
3379a,38,200153,5.301362104,9,0,0,60,0,0
3387a,38,203836,5.309280888,9,3464,0,40,0,0
3401a,39,174330,5.24137213,10,0,0,40,0,0
3417a,39,305597,5.485149087,9,0,0,40,0,0
3420a,39,346478,5.539675664,10,0,0,45,0,0
3425a,37,336598,5.527111531,3,0,0,36,0,0
3427a,39,357173,5.552878622,12,0,0,59,0,0
3434a,37,112554,5.051360934,9,0,0,45,0,0
3437a,38,220585,5.343575977,9,0,0,40,0,0
3452a,38,111398,5.046877394,13,7688,0,40,1,1
3456a,39,257726,5.411158233,10,0,0,40,0,0
3461a,38,364782,5.5620334,9,0,0,40,1,0
3467a,39,96452,4.984311237,14,0,0,55,1,0
3469a,38,116580,5.066624051,13,0,0,20,1,1
3509a,37,265038,5.423308146,10,0,0,50,0,0
3514a,37,205339,5.312471443,10,0,0,40,1,0
3515a,39,75995,4.880785019,9,0,0,45,0,1
3542a,39,188571,5.275474904,11,0,0,60,0,0
3545a,39,57424,4.759093441,13,0,0,35,0,1
3549a,38,182416,5.261062928,9,0,0,42,0,1
3551a,39,187127,5.272136455,10,0,0,40,0,0
3554a,39,74163,4.870187289,8,0,0,40,0,1
3569a,38,283122,5.451973618,9,0,0,40,1,0
3593a,39,362685,5.559529594,1,0,0,20,0,1
3618a,37,58343,4.765988757,9,0,0,56,0,0
3640a,39,218490,5.339431565,13,0,1848,40,1,0
3647a,39,343403,5.535804085,9,0,0,36,0,1
3663a,37,233490,5.368268285,9,0,0,50,0,0
3668a,37,262409,5.418978726,14,0,213,45,0,1
3674a,39,183898,5.264577006,12,7688,0,60,1,0
3683a,38,270985,5.432945252,10,0,0,50,0,0
3695a,37,31023,4.491683793,10,0,0,40,0,0
3722a,38,112561,5.051387943,13,0,0,55,1,0
3725a,38,234901,5.370884866,14,0,1977,60,1,0
3732a,37,203070,5.307645769,10,0,0,43,0,0
3742a,37,185359,5.268013678,9,0,0,40,0,0
3747a,38,296125,5.471475074,9,0,0,30,0,1
3757a,39,168894,5.227614221,13,0,0,20,0,1
3759a,39,33355,4.523160945,9,7298,0,48,1,0
3761a,37,291518,5.464665376,13,15024,0,55,1,0
3767a,37,264503,5.422430602,9,0,0,40,0,0
3768a,37,244341,5.387996347,10,0,0,40,0,1
3812a,38,206535,5.314993659,10,0,0,50,0,1
3829a,37,470663,5.672710059,10,0,0,40,0,0
3845a,37,126675,5.102690913,13,0,0,40,0,0
3850a,38,298841,5.475440181,10,0,0,45,0,1
3873a,38,170020,5.230500012,9,3137,0,45,0,0
3893a,39,191807,5.282864453,9,15024,0,50,1,0
3938a,39,191841,5.28294143,12,0,0,30,0,1
3939a,38,82622,4.917095704,10,0,0,40,0,0
3946a,38,29702,4.472785694,13,0,0,45,1,0
3947a,39,117381,5.069597805,9,0,0,62,0,0
3960a,39,153976,5.187453033,10,0,0,52,1,0
3965a,39,746786,5.873196168,13,0,0,55,1,0
3988a,37,80638,4.906539748,13,0,0,30,0,0
3998a,37,295949,5.471216877,9,0,1628,40,0,0
3999a,37,182668,5.261662474,6,0,0,35,0,0
4018a,37,172256,5.236174358,10,0,0,20,0,0
4021a,37,89559,4.952109236,9,0,0,40,0,1
4041a,38,220421,5.343252968,13,0,0,40,0,1
4043a,39,99065,4.995920244,13,0,0,40,1,1
4060a,39,63910,4.805568818,10,0,0,40,0,1
4068a,38,241765,5.383393429,7,0,0,60,0,1
4077a,39,211785,5.325895197,9,0,0,20,0,1
4080a,39,187046,5.271948425,9,4064,0,38,0,0
4086a,37,243425,5.386365179,9,0,0,50,0,1
4113a,38,31352,4.49626525,10,0,0,40,1,1
4128a,39,126569,5.102327349,15,15024,0,60,1,0
4135a,38,278253,5.444439855,9,0,0,48,0,1
4147a,38,177305,5.248720983,9,0,0,45,0,0
4161a,37,195148,5.290364105,9,3137,0,40,0,0
4229a,38,96330,4.98376156,11,0,0,40,0,1
4232a,38,53628,4.729391601,11,0,0,35,0,0
4247a,39,113253,5.054049715,13,0,0,50,1,1
4304a,37,191342,5.281810309,2,0,0,40,0,0
4325a,37,191524,5.282223203,11,0,0,38,0,1
4356a,37,143058,5.155512149,6,0,0,50,0,0
4395a,39,140854,5.148769185,9,0,0,50,0,0
4416a,38,357962,5.553836926,5,0,0,40,0,0
4435a,38,149419,5.174405826,11,0,0,50,0,0
4437a,39,185099,5.267404072,9,0,0,40,0,0
4443a,38,296999,5.472754987,13,0,0,70,0,1
4460a,37,46814,4.670375751,13,0,0,38,0,0
4479a,37,234807,5.37071104,13,7430,0,45,1,1
4480a,39,65324,4.81507277,15,0,0,55,1,0
4493a,37,233825,5.368890943,13,15024,0,50,1,1
4506a,39,279272,5.446027395,12,0,0,60,0,0
4515a,37,207887,5.317827332,13,0,0,50,0,1
4548a,37,31023,4.491683793,9,0,0,51,0,0
4551a,38,108947,5.037215276,10,7688,0,40,1,0
4576a,37,148015,5.170305729,13,15024,0,40,1,1
4583a,37,324019,5.510570477,12,0,0,40,0,1
4584a,39,82488,4.916390774,10,0,0,38,0,1
4597a,39,247975,5.394407899,10,0,0,30,0,0
4610a,37,34173,4.533683107,9,0,0,25,0,1
4613a,38,136081,5.133797492,15,0,0,60,1,0
4657a,37,287306,5.458344696,12,99999,0,40,1,1
4660a,38,111499,5.047270972,10,7298,0,50,1,0
4670a,38,91711,4.962421429,13,0,0,50,1,0
4681a,39,173175,5.238485196,13,15024,0,50,1,0
4710a,38,179668,5.254470733,13,0,0,50,1,0
4717a,38,354591,5.549727708,9,114,0,38,0,1
4720a,39,245361,5.389805533,13,0,0,25,0,1
4725a,37,73199,4.864505148,13,3137,0,77,0,0
4758a,37,196348,5.293026482,10,0,0,40,0,0
4782a,39,363418,5.560406434,13,0,0,35,0,0
4789a,37,117381,5.069597805,14,0,0,45,0,0
4844a,37,289653,5.461878031,10,0,0,40,0,0
4873a,39,172538,5.23688476,9,0,0,50,1,0
4881a,37,30267,4.480969377,7,0,0,60,1,0
4896a,38,257250,5.410355383,9,0,0,50,0,0
4899a,37,362062,5.558782946,15,99999,0,50,1,0
4908a,37,38468,4.585099607,10,0,0,40,0,1
4913a,38,168680,5.227063592,10,0,0,40,0,1
4941a,38,207202,5.316393943,9,0,0,48,1,0
4946a,38,225605,5.353348721,10,0,0,44,0,0
4974a,37,632613,5.801138112,6,0,0,35,0,0
4995a,39,214816,5.332066626,13,0,0,60,0,0
5012a,38,203836,5.309280888,3,0,0,40,0,0
5053a,39,56648,4.753184581,9,0,0,47,0,1
5079a,39,269186,5.430052469,9,0,0,40,0,0
5082a,37,163392,5.213230789,9,0,0,40,0,0
5093a,38,172571,5.236967816,10,0,0,58,0,0
5099a,39,114844,5.060108311,15,99999,0,65,1,0
5101a,37,34378,4.536280607,4,2580,0,60,0,0
5113a,39,225544,5.353231278,14,0,0,40,0,0
5120a,39,121838,5.085782761,9,0,0,40,0,1
5141a,38,33001,4.5185271,13,0,0,55,1,0
5149a,39,124090,5.093736785,5,0,0,40,0,0
5174a,37,305379,5.484839169,13,0,0,50,1,0
5185a,38,146091,5.164623462,16,99999,0,36,1,1
5195a,38,225707,5.353545028,9,0,0,40,1,0
5237a,38,174242,5.241152847,10,0,0,40,1,0
5239a,39,99146,4.996275197,13,0,1887,60,1,0
5271a,38,161141,5.207206054,9,0,0,40,0,0
5281a,39,141420,5.150510833,10,0,0,40,0,0
5308a,38,204668,5.311049946,11,0,0,25,0,1
5318a,37,227128,5.356270677,3,0,0,40,0,0
5319a,39,45607,4.659031506,9,0,0,56,0,0
5357a,38,204756,5.311236637,9,0,0,40,0,1
5415a,37,172846,5.237659334,10,0,0,45,1,0
5423a,39,250157,5.39821266,13,0,0,63,0,1
5427a,39,231491,5.364534111,9,0,0,40,0,0
5437a,39,316211,5.499976974,13,0,0,40,1,0
5439a,37,61299,4.78745339,10,0,0,45,0,0
5463a,39,102953,5.012639006,13,7298,0,55,1,0
5471a,37,241306,5.382568121,9,0,0,40,0,0
5487a,38,104094,5.017425697,10,0,0,40,0,0
5519a,39,139364,5.144150603,13,0,0,35,1,0
5524a,39,174368,5.241466786,9,0,0,40,1,1
5528a,37,130277,5.114867749,3,0,0,40,0,1
5535a,39,340091,5.531595139,10,0,0,75,0,1
5558a,37,201319,5.303884764,10,0,0,40,0,1
5559a,38,114079,5.057205706,9,0,0,44,0,0
5563a,38,134444,5.128541425,10,0,0,72,0,0
5570a,39,111499,5.047270972,13,0,0,40,0,1
5607a,39,151029,5.179060347,9,0,0,40,1,0
5608a,39,484475,5.685271371,7,0,0,40,0,0
5611a,39,301614,5.479451496,11,0,0,48,1,0
5640a,37,126569,5.102327349,14,0,0,60,1,0
5644a,38,256864,5.409703241,9,0,0,50,1,0
5659a,38,169926,5.230259834,12,0,1902,40,1,1
5660a,37,151322,5.179902073,13,0,0,40,0,0
5676a,38,352628,5.547316794,13,0,0,40,0,1
5703a,39,305597,5.485149087,9,0,0,40,1,0
5704a,39,109766,5.040467838,15,15024,0,50,1,0
5710a,37,129573,5.112514514,16,0,0,72,1,0
5714a,38,164526,5.216234539,15,0,2824,45,1,0
5719a,39,163237,5.212818605,10,0,0,65,0,0
5720a,37,170408,5.231489979,11,0,0,30,0,1
5762a,37,170718,5.232279314,9,0,0,40,0,0
5776a,37,163199,5.212717493,10,0,0,40,0,1
5810a,39,52645,4.72135713,10,0,0,40,0,1
5821a,37,282461,5.450958492,10,0,0,60,0,0
5824a,38,414991,5.618038678,9,0,0,70,0,0
5836a,37,121510,5.084612021,9,0,0,55,0,0
5848a,39,190466,5.279817461,9,2174,0,40,0,0
5878a,37,323155,5.50941088,2,0,0,85,0,0
5890a,39,146091,5.164623462,13,0,0,20,1,1
5918a,39,186183,5.269940024,9,0,0,40,1,0
5931a,39,25803,4.411670202,10,0,0,55,0,0
5942a,37,161226,5.207435079,9,0,0,30,1,1
5949a,39,327435,5.5151251,13,0,0,36,1,1
5963a,38,107164,5.030048916,10,0,0,40,0,0
5980a,37,107164,5.030048916,6,0,2559,50,1,0
5981a,38,180303,5.256002953,13,0,0,50,1,0
5988a,37,385452,5.585970303,6,0,0,40,0,1
5995a,38,239755,5.379767673,9,0,0,40,0,0
6018a,39,140752,5.148454575,9,0,0,50,1,0
6030a,38,182526,5.261324736,13,0,0,40,0,1
6058a,37,410913,5.613749881,9,0,0,40,0,0
6070a,37,259284,5.413775718,9,0,0,50,0,0
6106a,37,168475,5.226535465,9,0,0,40,1,0
6108a,39,166744,5.222050216,9,0,0,38,0,1
6112a,39,91711,4.962421429,14,0,0,40,1,0
6127a,38,110607,5.043782613,9,0,0,32,0,0
6150a,39,167482,5.223968138,12,0,0,50,1,0
6154a,37,154410,5.188675423,14,0,0,40,0,0
6159a,39,98948,4.99540702,12,0,0,40,0,1
6162a,39,186934,5.271688299,13,0,0,40,0,0
6192a,38,51838,4.714648237,9,0,0,40,0,1
6193a,38,258888,5.41311192,10,0,0,35,1,1
6194a,39,189385,5.277345578,10,0,0,30,0,1
6201a,37,415847,5.618933573,13,0,0,40,1,0
6203a,37,181705,5.259366878,11,0,0,40,0,0
6265a,38,63509,4.802835274,9,0,0,40,1,0
6278a,38,289430,5.461543545,9,0,0,56,0,0
6283a,39,65027,4.813093718,10,0,0,43,0,0
6294a,37,333651,5.523292431,9,0,0,42,0,0
6312a,37,31368,4.496486829,10,0,0,40,0,0
6320a,38,189404,5.277389147,9,0,0,35,0,0
6325a,39,126675,5.102690913,14,0,0,50,1,0
6332a,39,207185,5.31635831,10,0,0,35,1,1
6351a,37,86310,4.936061117,10,0,0,45,0,1
6362a,37,44780,4.651084089,12,0,0,40,0,1
6387a,37,301568,5.479385256,8,0,0,40,0,1
6394a,37,196338,5.293004363,5,0,0,16,0,1
6398a,38,176101,5.245761822,13,0,0,40,0,0
6415a,37,305597,5.485149087,13,0,0,45,1,0
6418a,37,83375,4.921035847,9,0,0,40,0,0
6428a,39,387430,5.588193247,9,0,0,18,0,0
6433a,38,104094,5.017425697,10,0,0,15,0,0
6452a,37,191779,5.28280105,10,0,0,40,0,0
6472a,39,106297,5.026521008,9,0,0,42,0,0
6475a,37,246677,5.392128658,9,0,0,38,0,1
6476a,38,175360,5.243930537,6,0,2559,90,1,0
6480a,39,49308,4.692917387,13,0,0,40,0,0
6483a,37,48063,4.681810875,13,0,0,55,1,0
6499a,38,316211,5.499976974,9,0,0,40,0,0
6500a,37,308691,5.489523968,13,0,0,45,1,0
6501a,39,194404,5.288705197,14,7688,0,40,1,0
6506a,37,147638,5.169198153,13,0,0,36,0,1
6513a,37,188774,5.275942178,13,0,0,55,1,0
6553a,37,192939,5.285420023,9,0,0,40,0,0
6577a,39,211440,5.32518715,13,0,0,50,1,0
6585a,39,192702,5.284886222,14,0,0,50,0,1
6600a,39,179668,5.254470733,13,15024,0,40,1,0
6608a,38,314310,5.497358199,14,0,0,45,0,0
6609a,37,259785,5.414614071,14,0,0,50,1,0
6616a,39,182828,5.262042708,14,0,0,45,0,1
6624a,38,190776,5.280523739,12,0,0,40,0,1
6647a,37,223732,5.349728105,10,0,0,40,0,0
6654a,39,31670,4.500648063,9,0,0,65,0,0
6666a,39,177907,5.250193036,9,0,1887,40,1,0
6669a,38,262882,5.41976085,9,0,0,40,0,1
6672a,38,393945,5.595435593,11,0,0,36,0,1
6674a,38,343403,5.535804085,12,0,0,16,0,1
6713a,37,76893,4.885886805,9,0,0,40,0,0
6723a,38,180220,5.255802985,9,0,0,60,0,0
6731a,39,86551,4.93727209,9,0,1876,40,0,0
6740a,39,49020,4.690373307,14,0,1974,40,0,0
6744a,39,31848,4.503082165,10,2829,0,90,0,0
6765a,37,230035,5.361793919,9,0,0,46,1,0
6780a,39,250217,5.398316813,9,0,0,70,0,1
6787a,39,114079,5.057205706,12,0,0,40,0,0
6804a,38,214008,5.330430008,9,0,0,50,1,0
6836a,39,178100,5.250663919,14,0,0,40,0,1
6845a,37,325538,5.512601691,14,0,0,40,1,0
6891a,39,202027,5.305409415,15,0,0,45,1,0
6893a,37,255454,5.407312707,10,0,0,40,0,0
6902a,39,269722,5.430916371,13,0,0,70,0,0
6917a,38,229180,5.360176715,13,0,0,40,0,1
6925a,38,119177,5.076192449,13,0,0,40,1,0
6933a,37,333664,5.523309352,10,0,0,40,0,1
6948a,37,27997,4.447111497,9,0,0,50,0,0
6951a,38,107630,5.03193334,13,0,0,40,0,0
6972a,39,288551,5.460222584,10,0,0,52,1,0
6987a,37,254973,5.406494194,9,0,0,40,1,1
6988a,37,95336,4.979256926,6,0,0,65,0,0
7011a,37,190964,5.280951503,9,0,0,40,0,0
7019a,38,342448,5.534594634,10,0,0,55,1,0
7027a,38,199256,5.299411408,9,0,0,40,0,1
7043a,37,33487,4.524876242,10,0,0,20,0,1
7057a,38,227794,5.357542281,13,0,0,40,0,0
