id,date,Temperature,Humidity,Light,CO2,HumidityRatio,Occupancy
139,11/2/15 17:06,21.9725,30.4725,433,796.25,0.004978278,1
140,11/2/15 17:06,21.92666667,30.53333333,433,807,0.004974252,1
141,11/2/15 17:08,21.9725,30.55,433,823.75,0.00499104,1
142,11/2/15 17:09,21.89,30.46333333,433,818,0.004951574,1
143,11/2/15 17:10,21.956,30.458,433,807.5,0.004970843,1
144,11/2/15 17:10,21.9175,30.5,433,814,0.004965977,1
145,11/2/15 17:12,21.96333333,30.39,433,804.25,0.004961894,1
146,11/2/15 17:12,21.945,30.445,433,805,0.004965344,1
147,11/2/15 17:13,21.945,30.3975,433,805.75,0.004957535,1
148,11/2/15 17:15,21.945,30.3425,433,799.25,0.004948494,1
149,11/2/15 17:16,22,30.445,433,797,0.004982167,1
150,11/2/15 17:17,21.9725,30.4175,433,798.25,0.004969221,1
151,11/2/15 17:18,22,30.2,433,784.5,0.004941755,1
152,11/2/15 17:19,21.92666667,30.32666667,423.6666667,780.6666667,0.004940317,1
153,11/2/15 17:19,21.9725,30.365,433,782.75,0.004960575,1
154,11/2/15 17:21,21.89,30.39,426,787,0.00493956,1
155,11/2/15 17:22,21.89,30.245,426,790.5,0.004915806,1
156,11/2/15 17:23,21.89,30.3175,429.5,782.25,0.004927683,1
157,11/2/15 17:23,21.89,30.19666667,423.6666667,778,0.004907888,1
158,11/2/15 17:25,21.89,30.2475,422.5,778,0.004916215,1
159,11/2/15 17:25,21.89,30.13333333,428.3333333,773.3333333,0.004897513,1
160,11/2/15 17:26,21.89,30.175,419,766.25,0.004904339,1
161,11/2/15 17:28,21.89,30.125,419,756.25,0.004896148,1
162,11/2/15 17:29,21.89,30.175,419,751.3333333,0.004904339,1
163,11/2/15 17:30,21.89,30.03333333,419,746.5,0.004881133,1
164,11/2/15 17:31,21.89,29.8675,419,740.5,0.004853971,1
165,11/2/15 17:31,21.84,29.84,419,735,0.004834569,1
166,11/2/15 17:32,21.89,29.89,419,719,0.004857656,1
167,11/2/15 17:34,21.815,29.84,419,718,0.004827135,1
168,11/2/15 17:35,21.82333333,29.85666667,419,716,0.00483233,1
169,11/2/15 17:36,21.84,29.84,419,712.25,0.004834569,1
170,11/2/15 17:37,21.815,29.815,419,708.5,0.004823059,1
171,11/2/15 17:38,21.84,29.795,419,702,0.004827221,1
172,11/2/15 17:38,21.82333333,29.82333333,419,702,0.004826893,1
173,11/2/15 17:39,21.815,29.7475,419,695.75,0.004812056,1
174,11/2/15 17:41,21.79,29.73,419,686.6666667,0.004801807,1
175,11/2/15 17:42,21.815,29.55,419,679.75,0.004779862,1
176,11/2/15 17:43,21.79,29.5,419,674,0.004764374,1
177,11/2/15 17:44,21.79,29.3675,419,669.25,0.004742812,1
178,11/2/15 17:44,21.79,29.745,419,667.5,0.004804248,1
179,11/2/15 17:45,21.815,29.6725,419,679,0.00479983,1
180,11/2/15 17:47,21.79,29.6,419,678,0.004780649,1
181,11/2/15 17:48,21.84,29.55,419,674,0.004787222,1
182,11/2/15 17:49,21.79,29.4725,419,666.5,0.004759899,1
183,11/2/15 17:50,21.79,29.34,419,665.6666667,0.004738337,1
184,11/2/15 17:51,21.89,29.29,419,648.6666667,0.004759399,1
185,11/2/15 17:51,21.84,29.315,419,643.25,0.004748861,1
186,11/2/15 17:53,21.89,29.29,419,635,0.004759399,1
187,11/2/15 17:54,21.865,29.29,419,636.25,0.004752084,1
188,11/2/15 17:55,21.89,29.34,419,636.25,0.004767586,1
189,11/2/15 17:55,21.89,29.29,419,639,0.004759399,1
190,11/2/15 17:57,21.85666667,29.43333333,419,640.3333333,0.00477307,1
191,11/2/15 17:57,21.89,29.2675,419,639.75,0.004755715,1
192,11/2/15 17:58,21.89,29.245,419,638.5,0.004752031,1
193,11/2/15 18:00,21.89,29.42,415.5,643.5,0.004780685,1
194,11/2/15 18:01,21.89,29.7725,415,648,0.004838411,1
195,11/2/15 18:02,21.89,29.7475,419,656.75,0.004834317,1
196,11/2/15 18:03,21.89,29.45666667,419,655.6666667,0.004786689,1
197,11/2/15 18:04,21.89,29.2675,419,646.75,0.004755715,1
198,11/2/15 18:04,21.89,29.29,419,643,0.004759399,1
199,11/2/15 18:06,21.89,29.23,419,639,0.004749575,1
200,11/2/15 18:07,21.89,29.2,419,633.5,0.004744663,1
201,11/2/15 18:08,21.865,29.125,419,631,0.004725111,1
202,11/2/15 18:08,21.89,29.125,419,626,0.004732384,1
203,11/2/15 18:10,21.815,28.9725,419,614.75,0.004685745,1
204,11/2/15 18:10,21.79,28.89,419,606,0.004665118,1
205,11/2/15 18:11,21.82333333,28.85666667,419,603,0.004669264,1
206,11/2/15 18:13,21.79,28.79,419,600.75,0.004648849,1
207,11/2/15 18:14,21.79,28.695,419,601,0.004633395,1
208,11/2/15 18:15,21.79,28.63333333,419,601.6666667,0.004623363,1
209,11/2/15 18:16,21.79,28.7225,419,597.25,0.004637868,1
210,11/2/15 18:16,21.79,28.6475,419,596.5,0.004625668,1
211,11/2/15 18:17,21.79,28.53333333,419,596.6666667,0.004607097,1
212,11/2/15 18:19,21.79,28.525,419,595.25,0.004605742,1
213,11/2/15 18:20,21.79,28.42,419,588.5,0.004588663,1
214,11/2/15 18:21,21.79,28.55,419,585,0.004609808,1
215,11/2/15 18:22,21.7675,28.5,419,585.75,0.004595307,1
216,11/2/15 18:23,21.7,28.445,412,584.5,0.004567351,1
217,11/2/15 18:23,21.7,28.5,279.3333333,585,0.004576247,1
218,11/2/15 18:24,21.7,28.56666667,0,582,0.004587031,0
219,11/2/15 18:26,21.7,28.76,0,578,0.004618306,0
220,11/2/15 18:27,21.7,28.79,0,584,0.004623159,0
221,11/2/15 18:28,21.7,28.79,0,586.5,0.004623159,0
222,11/2/15 18:29,21.7,28.84,0,587.5,0.004631248,0
223,11/2/15 18:29,21.7,28.86,0,586,0.004634483,0
224,11/2/15 18:30,21.7,28.86,0,592.3333333,0.004634483,0
225,11/2/15 18:32,21.7,28.79,0,590,0.004623159,0
226,11/2/15 18:33,21.6,28.895,0,590,0.004611643,0
227,11/2/15 18:34,21.63333333,28.79,0,590.5,0.00460421,0
228,11/2/15 18:35,21.6,28.73,0,593.5,0.004585114,0
229,11/2/15 18:36,21.6,28.79,0,595,0.004594761,0
230,11/2/15 18:36,21.6,28.79,0,594.6666667,0.004594761,0
231,11/2/15 18:38,21.55,28.79,0,593,0.00458062,0
232,11/2/15 18:39,21.6,28.79,0,582.5,0.004594761,0
233,11/2/15 18:40,21.6,28.79,0,579.5,0.004594761,0
234,11/2/15 18:40,21.6,28.79,0,588,0.004594761,0
235,11/2/15 18:42,21.5,28.84,0,596.5,0.004574506,0
236,11/2/15 18:42,21.5,28.82333333,0,622.3333333,0.004571843,0
237,11/2/15 18:43,21.5,28.79,0,606,0.004566517,0
238,11/2/15 18:45,21.5,29.6,0,605,0.004695965,0
239,11/2/15 18:46,21.5,28.995,0,642.5,0.004599273,0
240,11/2/15 18:47,21.39,29.015,0,604.25,0.004571333,0
241,11/2/15 18:48,21.39,29.445,0,596,0.004639585,0
242,11/2/15 18:49,21.39,29.2,0,612,0.004600696,0
243,11/2/15 18:49,21.39,29.1,0,720.5,0.004584824,0
244,11/2/15 18:51,21.32333333,29.33,0,1760,0.004602344,0
245,11/2/15 18:52,21.29,29,0,1665,0.004540823,0
246,11/2/15 18:53,21.29,29.03,0,1255.666667,0.004545555,0
247,11/2/15 18:53,21.29,29.2,0,724,0.00457237,0
248,11/2/15 18:55,21.29,29.1,0,619,0.004556596,0
249,11/2/15 18:55,21.29,29.9,0,562.5,0.004682806,0
250,11/2/15 18:56,21.29,29.92666667,0,582,0.004687014,0
251,11/2/15 18:58,21.29,29.8,0,616,0.004667027,0
252,11/2/15 18:59,21.245,29.55,0,648.5,0.004614732,0
253,11/2/15 19:00,21.2,29.5,0,673,0.004594069,0
254,11/2/15 19:01,21.2,30.1,0,608,0.004688212,0
255,11/2/15 19:01,21.2,29.6,0,752,0.004609757,0
256,11/2/15 19:02,21.2,30.45,0,621.5,0.004743141,0
257,11/2/15 19:04,21.2,30,0,589.3333333,0.004672519,0
258,11/2/15 19:05,21.2,29.9,0,608.5,0.004656827,0
259,11/2/15 19:06,21.2,29.945,0,620,0.004663889,0
260,11/2/15 19:07,21.2,29.495,0,598.5,0.004593284,0
261,11/2/15 19:08,21.2,29.64,0,640.5,0.004616033,0
262,11/2/15 19:08,21.2,29.96333333,0,695,0.004666765,0
263,11/2/15 19:09,21.2,29.89,0,670,0.004655258,0
264,11/2/15 19:11,21.2,29.79,0,619,0.004639567,0
265,11/2/15 19:12,21.2,29.76,0,571.6666667,0.00463486,0
266,11/2/15 19:13,21.2,29.995,0,533.5,0.004671734,0
267,11/2/15 19:14,21.16666667,29.99666667,0,618.6666667,0.004662375,0
268,11/2/15 19:14,21.2,30.2,0,516,0.004703905,0
269,11/2/15 19:15,21.15,31.05,0,515,0.00482239,0
270,11/2/15 19:17,21.15,29.8,0,513.5,0.004626808,0
271,11/2/15 19:18,21.15,29.645,0,520,0.004602564,0
272,11/2/15 19:19,21.1,29.65,0,527.5,0.004589129,0
273,11/2/15 19:20,21.1,29.45,0,526,0.004557947,0
274,11/2/15 19:21,21.1,29.66333333,0,526.3333333,0.004591208,0
275,11/2/15 19:21,21.1,29.795,0,528,0.004611738,0
276,11/2/15 19:23,21.1,29.89,0,524,0.004626552,0
277,11/2/15 19:24,21.1,29.695,0,524.5,0.004596146,0
278,11/2/15 19:25,21.1,29.89666667,0,521.3333333,0.004627591,0
279,11/2/15 19:25,21.1,29.995,0,524,0.004642926,0
280,11/2/15 19:27,21.1,29.945,0,522.5,0.004635129,0
281,11/2/15 19:27,21.1,29.79,0,526,0.004610959,0
282,11/2/15 19:28,21.05,29.75,0,520,0.004590495,0
283,11/2/15 19:30,21.1,30.29,0,526,0.004688933,0
284,11/2/15 19:31,21.1,29.39,0,530,0.004548593,0
285,11/2/15 19:32,21.1,29.6,0,529,0.004581333,0
286,11/2/15 19:33,21.1,29.34,0,529,0.004540798,0
287,11/2/15 19:34,21.1,29.745,0,527,0.004603942,0
288,11/2/15 19:34,21.1,29.39333333,0,530,0.004549113,0
289,11/2/15 19:36,21.1,30.05,0,526,0.004651503,0
290,11/2/15 19:37,21.075,29.5,0,526,0.004558685,0
291,11/2/15 19:38,21.1,29.5,0,526,0.004565742,0
292,11/2/15 19:38,21.1,30.09,0,531.5,0.004657741,0
293,11/2/15 19:40,21.1,30.1,0,534,0.0046593,0
294,11/2/15 19:40,21,29.495,0,533,0.004536796,0
295,11/2/15 19:41,21.1,29.445,0,521.3333333,0.004557167,0
296,11/2/15 19:43,21.1,29.645,0,523.5,0.00458835,0
297,11/2/15 19:44,21.1,30.1,0,521,0.0046593,0
298,11/2/15 19:45,21,29.945,0,522,0.004606525,0
299,11/2/15 19:46,21.1,29.6,0,520,0.004581333,0
300,11/2/15 19:46,21.025,30.1225,0,520.5,0.004641213,0
301,11/2/15 19:47,21,30,0,520,0.004615049,0
302,11/2/15 19:49,21,29.53,0,523.6666667,0.004542218,0
303,11/2/15 19:50,21,29.55,0,520,0.004545317,0
304,11/2/15 19:51,21,29.195,0,524.5,0.004490318,0
305,11/2/15 19:52,21,29.53,0,519.3333333,0.004542218,0
306,11/2/15 19:53,21,29.445,0,519,0.004529049,0
307,11/2/15 19:53,21,30.1,0,520,0.004630547,0
308,11/2/15 19:54,21,29.945,0,522.5,0.004606525,0
309,11/2/15 19:56,21,29.8,0,527.5,0.004584055,0
310,11/2/15 19:57,21,30.06666667,0,537,0.004625381,0
311,11/2/15 19:58,21,29.76666667,0,542.3333333,0.00457889,0
312,11/2/15 19:59,21,29.5,0,548,0.00453757,0
313,11/2/15 19:59,21,29.995,0,545.5,0.004614274,0
314,11/2/15 20:00,21,29.92666667,0,549.6666667,0.004603684,0
315,11/2/15 20:02,21,29.495,0,562,0.004536796,0
316,11/2/15 20:03,21,29.5,0,583,0.00453757,0
317,11/2/15 20:04,21,29.4475,0,552,0.004529436,0
318,11/2/15 20:05,21,29.69666667,0,540,0.004568043,0
319,11/2/15 20:06,21,29.445,0,527.3333333,0.004529049,0
320,11/2/15 20:06,21,29.4,0,523.3333333,0.004522077,0
321,11/2/15 20:08,21,29.495,0,517,0.004536796,0
322,11/2/15 20:09,21,30.06,0,517.3333333,0.004624348,0
323,11/2/15 20:10,21,30,0,513,0.004615049,0
324,11/2/15 20:10,21,29.995,0,511,0.004614274,0
325,11/2/15 20:12,21,29.56,0,513,0.004546867,0
326,11/2/15 20:12,21,29.35,0,513,0.00451433,0
327,11/2/15 20:13,21,29.9,0,512.3333333,0.004599552,0
328,11/2/15 20:15,21,29.8,0,510.5,0.004584055,0
329,11/2/15 20:16,20.92666667,29.59333333,0,512,0.004531404,0
330,11/2/15 20:17,20.945,29.445,0,509,0.004513649,0
331,11/2/15 20:18,20.945,29.6,0,502.5,0.004537582,0
332,11/2/15 20:19,21,29.55,0,503,0.004545317,0
333,11/2/15 20:19,21,29.6,0,502,0.004553064,0
334,11/2/15 20:21,21,29.2,0,502,0.004491092,0
335,11/2/15 20:22,21,29.23,0,500,0.00449574,0
336,11/2/15 20:23,21,29.745,0,504,0.004575532,0
337,11/2/15 20:23,21,29.245,0,506.5,0.004498063,0
338,11/2/15 20:25,21,30.09,0,497,0.004628997,0
339,11/2/15 20:25,20.9725,30.0475,0,493.5,0.004614544,0
340,11/2/15 20:26,20.945,30.4,0,494.5,0.004661139,0
341,11/2/15 20:28,20.92666667,30.09333333,0,499.6666667,0.004608532,0
342,11/2/15 20:29,20.92666667,29.83,0,498.3333333,0.004567909,0
343,11/2/15 20:30,20.89,30.29,0,498,0.004628346,0
344,11/2/15 20:31,20.89,29.35,0,499,0.004483677,0
345,11/2/15 20:31,20.89,29.76333333,0,501.6666667,0.004547282,0
346,11/2/15 20:32,20.945,30,0,499,0.004599354,0
347,11/2/15 20:34,20.89,29.6175,0,492.25,0.00452484,0
348,11/2/15 20:35,20.89,29.79,0,495,0.004551386,0
349,11/2/15 20:36,20.89,29.92,0,492,0.004571394,0
350,11/2/15 20:37,20.89,29.3,0,494.5,0.004475984,0
351,11/2/15 20:38,20.89,29.5,0,499,0.004506758,0
352,11/2/15 20:38,20.89,29.59333333,0,497.3333333,0.004521121,0
353,11/2/15 20:39,20.89,29.7,0,493,0.004537536,0
354,11/2/15 20:41,20.89,29.79,0,491.5,0.004551386,0
355,11/2/15 20:42,20.89,29.7675,0,492,0.004547923,0
356,11/2/15 20:43,20.89,29.495,0,492,0.004505989,0
357,11/2/15 20:44,20.89,30.42,0,486,0.004648358,0
358,11/2/15 20:44,20.89,29.6,0,488,0.004522147,0
359,11/2/15 20:45,20.85666667,29.62666667,0,491.3333333,0.004516909,0
360,11/2/15 20:47,20.89,29.495,0,491,0.004505989,0
361,11/2/15 20:48,20.89,29.35,0,491,0.004483677,0
362,11/2/15 20:49,20.89,29.5,0,496,0.004506758,0
363,11/2/15 20:50,20.89,29.29,0,500,0.004474446,0
364,11/2/15 20:51,20.79,29.16666667,0,495.6666667,0.004427939,0
365,11/2/15 20:51,20.89,29.65,0,489,0.004529841,0
366,11/2/15 20:53,20.89,29.65,0,489,0.004529841,0
367,11/2/15 20:54,20.79,29.5,0,489,0.004478908,0
368,11/2/15 20:55,20.85666667,29.53333333,0,495,0.004502577,0
369,11/2/15 20:55,20.82333333,30.12666667,0,494,0.004584219,0
370,11/2/15 20:57,20.79,29.29666667,0,495.5,0.004447816,0
371,11/2/15 20:57,20.84,30.045,0,495,0.004576428,0
372,11/2/15 20:58,20.79,29.545,0,493.5,0.004485789,0
373,11/2/15 21:00,20.79,29.495,0,494,0.004478143,0
374,11/2/15 21:01,20.79,29.29,0,496,0.004446796,0
375,11/2/15 21:02,20.79,29.395,0,486,0.004462852,0
376,11/2/15 21:03,20.79,30.25,0,485,0.004593619,0
377,11/2/15 21:04,20.79,29.34,0,490,0.004454442,0
378,11/2/15 21:04,20.79,29.3,0,488,0.004448325,0
379,11/2/15 21:06,20.76,29.56333333,0,484.6666667,0.00448025,0
380,11/2/15 21:07,20.79,30.09666667,0,485.3333333,0.004570164,0
381,11/2/15 21:08,20.79,29.89,0,487.5,0.004538553,0
382,11/2/15 21:08,20.79,29.89,0,493,0.004538553,0
383,11/2/15 21:10,20.79,29.795,0,496.5,0.004524023,0
384,11/2/15 21:10,20.79,30.05,0,490,0.004563026,0
385,11/2/15 21:11,20.79,29.85,0,493.5,0.004532435,0
386,11/2/15 21:13,20.79,29.45,0,489,0.004471262,0
387,11/2/15 21:14,20.79,29.83,0,486.3333333,0.004529376,0
388,11/2/15 21:15,20.79,29.445,0,486.5,0.004470497,0
389,11/2/15 21:16,20.79,29.39,0,486,0.004462087,0
390,11/2/15 21:16,20.79,29.55,0,486,0.004486554,0
391,11/2/15 21:17,20.79,29.39,0,486,0.004462087,0
392,11/2/15 21:19,20.79,30.2,0,488,0.004585971,0
393,11/2/15 21:20,20.79,29.79333333,0,489.3333333,0.004523768,0
394,11/2/15 21:21,20.79,29.39,0,488.5,0.004462087,0
395,11/2/15 21:22,20.79,29.245,0,488,0.004439916,0
396,11/2/15 21:23,20.79,29.05,0,493,0.004410101,0
397,11/2/15 21:23,20.79,29.2475,0,489,0.004440298,0
398,11/2/15 21:24,20.79,30.6,0,486,0.004647166,0
399,11/2/15 21:26,20.79,29.79,0,486.6666667,0.004523258,0
400,11/2/15 21:27,20.745,29.545,0,490.5,0.004473287,0
401,11/2/15 21:28,20.79,29.945,0,487.5,0.004546965,0
402,11/2/15 21:29,20.79,30.045,0,488,0.004562261,0
403,11/2/15 21:29,20.79,29.59,0,494,0.004492671,0
404,11/2/15 21:30,20.79,29.495,0,492,0.004478143,0
405,11/2/15 21:32,20.79,29.95,0,487.5,0.00454773,0
406,11/2/15 21:33,20.79,29.795,0,489.5,0.004524023,0
407,11/2/15 21:34,20.7,29.79,0,488,0.004498074,0
408,11/2/15 21:35,20.7,29,0,488,0.00437795,0
