Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Category,Outlet_Years,sales
FDD58,7.76,Low Fat,0.05935224099999999,Snack Foods,101.87,OUT046,Small,Tier 1,Supermarket Type1,Food,16,<=2k
FDV45,16.75,Low Fat,0.045230944,Snack Foods,187.9556,OUT018,Medium,Tier 3,Supermarket Type2,Food,4,>2k
FDN33,6.305,Regular,0.123115764,Snack Foods,95.6436,OUT046,Small,Tier 1,Supermarket Type1,Food,16,<=2k
FDW20,20.75,Low Fat,0.040421193,Fruits and Vegetables,122.17299999999999,OUT010,"",Tier 3,Grocery Store,Food,15,<=2k
FDF41,12.15,Low Fat,0.131383762,Frozen Foods,246.046,OUT049,Medium,Tier 1,Supermarket Type1,Food,14,<=2k
FDF41,12.15,Low Fat,0.131383762,Frozen Foods,246.046,OUT049,Medium,Tier 1,Supermarket Type1,Food,14,<=2k
NCP18,"",Low Fat,0.028459761,Household,149.9708,OUT027,Medium,Tier 3,Supermarket Type3,Non-Consumable,28,>2k
FDW57,8.31,Regular,0.11585722300000001,Snack Foods,179.1028,OUT049,Medium,Tier 1,Supermarket Type1,Food,14,>2k
DRB48,16.75,Regular,0.024832806000000002,Soft Drinks,38.7822,OUT013,High,Tier 3,Supermarket Type1,Drinks,26,<=2k
FDG12,6.635,Regular,0.0,Baking Goods,121.3098,OUT045,"",Tier 2,Supermarket Type1,Food,11,>2k
FDG12,6.635,Regular,0.0,Baking Goods,121.3098,OUT045,"",Tier 2,Supermarket Type1,Food,11,>2k
FDG12,6.635,Regular,0.0,Baking Goods,121.3098,OUT045,"",Tier 2,Supermarket Type1,Food,11,>2k
DRE60,"",Low Fat,0.278974075,Soft Drinks,225.372,OUT019,Small,Tier 1,Grocery Store,Drinks,28,<=2k
FDY58,11.65,Low Fat,0.040081193,Snack Foods,227.0694,OUT018,Medium,Tier 3,Supermarket Type2,Food,4,<=2k
FDW11,12.6,Low Fat,0.049058014000000004,Breads,62.7194,OUT017,"",Tier 2,Supermarket Type1,Food,6,<=2k
FDL40,17.7,Low Fat,0.01161096,Frozen Foods,95.041,OUT035,Small,Tier 2,Supermarket Type1,Food,9,<=2k
DRG23,8.88,Low Fat,0.08670898699999999,Hard Drinks,151.7682,OUT013,High,Tier 3,Supermarket Type1,Drinks,26,<=2k
DRG23,8.88,Low Fat,0.08670898699999999,Hard Drinks,151.7682,OUT013,High,Tier 3,Supermarket Type1,Drinks,26,<=2k
NCP30,20.5,Low Fat,0.032835147,Household,40.2822,OUT045,"",Tier 2,Supermarket Type1,Non-Consumable,11,<=2k
FDY25,"",Low Fat,0.033809913,Canned,180.5976,OUT027,Medium,Tier 3,Supermarket Type3,Food,28,>2k
FDY25,"",Low Fat,0.033809913,Canned,180.5976,OUT027,Medium,Tier 3,Supermarket Type3,Food,28,>2k
NCO26,7.235,Low Fat,0.076855628,Household,116.0492,OUT046,Small,Tier 1,Supermarket Type1,Non-Consumable,16,<=2k
NCO26,7.235,Low Fat,0.076855628,Household,116.0492,OUT046,Small,Tier 1,Supermarket Type1,Non-Consumable,16,<=2k
FDX44,9.3,Low Fat,0.043209581,Fruits and Vegetables,90.8172,OUT017,"",Tier 2,Supermarket Type1,Food,6,<=2k
NCC31,8.02,Low Fat,0.019866705,Household,154.5972,OUT035,Small,Tier 2,Supermarket Type1,Non-Consumable,9,<=2k
NCO55,12.8,Low Fat,0.091221855,Others,105.5938,OUT045,"",Tier 2,Supermarket Type1,Non-Consumable,11,>2k
NCO55,12.8,Low Fat,0.091221855,Others,105.5938,OUT045,"",Tier 2,Supermarket Type1,Non-Consumable,11,>2k
NCO55,12.8,Low Fat,0.091221855,Others,105.5938,OUT045,"",Tier 2,Supermarket Type1,Non-Consumable,11,>2k
NCC30,16.6,Low Fat,0.027622076000000002,Household,177.6344,OUT049,Medium,Tier 1,Supermarket Type1,Non-Consumable,14,>2k
FDI16,14.0,Regular,0.0,Frozen Foods,53.06399999999999,OUT035,Small,Tier 2,Supermarket Type1,Food,9,<=2k
FDI16,14.0,Regular,0.0,Frozen Foods,53.06399999999999,OUT035,Small,Tier 2,Supermarket Type1,Food,9,<=2k
FDP16,18.6,Low Fat,0.039355947,Frozen Foods,246.3802,OUT049,Medium,Tier 1,Supermarket Type1,Food,14,>2k
FDB11,16.0,Low Fat,0.060836524,Starchy Foods,226.8404,OUT035,Small,Tier 2,Supermarket Type1,Food,9,>2k
FDB11,16.0,Low Fat,0.060836524,Starchy Foods,226.8404,OUT035,Small,Tier 2,Supermarket Type1,Food,9,>2k
NCB06,17.6,Low Fat,0.082316506,Health and Hygiene,160.692,OUT035,Small,Tier 2,Supermarket Type1,Non-Consumable,9,<=2k
NCO26,7.235,Low Fat,0.076841095,Household,117.5492,OUT035,Small,Tier 2,Supermarket Type1,Non-Consumable,9,<=2k
FDX20,7.365,Low Fat,0.042560252,Fruits and Vegetables,226.172,OUT046,Small,Tier 1,Supermarket Type1,Food,16,>2k
NCI18,18.35,Low Fat,0.014081156000000001,Household,223.5746,OUT018,Medium,Tier 3,Supermarket Type2,Non-Consumable,4,>2k
FDN13,18.6,Low Fat,0.152918384,Breakfast,99.8358,OUT017,"",Tier 2,Supermarket Type1,Food,6,<=2k
FDV25,5.905,Low Fat,0.045838211,Canned,222.5456,OUT018,Medium,Tier 3,Supermarket Type2,Food,4,>2k
DRF49,7.27,Low Fat,0.071077939,Soft Drinks,114.2518,OUT046,Small,Tier 1,Supermarket Type1,Drinks,16,>2k
NCB30,"",Low Fat,0.025578526,Household,198.8084,OUT027,Medium,Tier 3,Supermarket Type3,Non-Consumable,28,>2k
FDW11,12.6,Low Fat,0.048980800000000005,Breads,61.9194,OUT018,Medium,Tier 3,Supermarket Type2,Food,4,<=2k
FDW11,12.6,Low Fat,0.048980800000000005,Breads,61.9194,OUT018,Medium,Tier 3,Supermarket Type2,Food,4,<=2k
NCM43,14.5,Low Fat,0.019471688,Others,164.821,OUT035,Small,Tier 2,Supermarket Type1,Non-Consumable,9,>2k
FDM15,11.8,Regular,0.057373797000000004,Meat,151.4366,OUT013,High,Tier 3,Supermarket Type1,Food,26,<=2k
FDS31,13.1,Regular,0.044155597000000005,Fruits and Vegetables,178.8318,OUT013,High,Tier 3,Supermarket Type1,Food,26,>2k
FDB35,12.3,Regular,0.064750025,Starchy Foods,92.6804,OUT045,"",Tier 2,Supermarket Type1,Food,11,<=2k
NCU05,11.8,Low Fat,0.098312421,Health and Hygiene,81.4618,OUT010,"",Tier 3,Grocery Store,Non-Consumable,15,<=2k
DRY23,"",Regular,0.191013663,Soft Drinks,42.1112,OUT019,Small,Tier 1,Grocery Store,Drinks,28,<=2k
FDU50,5.75,Regular,0.075107656,Dairy,112.8176,OUT013,High,Tier 3,Supermarket Type1,Food,26,<=2k
FDT12,"",Regular,0.049381405999999996,Baking Goods,226.8062,OUT027,Medium,Tier 3,Supermarket Type3,Food,28,>2k
NCN55,14.6,Low Fat,0.059582996,Others,238.8538,OUT049,Medium,Tier 1,Supermarket Type1,Non-Consumable,14,>2k
NCM53,18.75,Low Fat,0.052146455999999994,Health and Hygiene,104.62799999999999,OUT045,"",Tier 2,Supermarket Type1,Non-Consumable,11,<=2k
FDN57,18.25,Low Fat,0.054344185999999996,Snack Foods,140.2154,OUT045,"",Tier 2,Supermarket Type1,Food,11,<=2k
FDF24,15.5,Regular,0.042464962,Baking Goods,81.5934,OUT010,"",Tier 3,Grocery Store,Food,15,<=2k
DRF36,16.1,Low Fat,0.023625114,Soft Drinks,189.3846,OUT045,"",Tier 2,Supermarket Type1,Drinks,11,>2k
FDS45,"",Regular,0.051643608,Snack Foods,107.3622,OUT019,Small,Tier 1,Grocery Store,Food,28,<=2k
DRC27,13.8,Low Fat,0.058091482,Dairy,245.1802,OUT035,Small,Tier 2,Supermarket Type1,Drinks,9,>2k
FDL58,5.78,Regular,0.0,Snack Foods,263.7568,OUT017,"",Tier 2,Supermarket Type1,Food,6,>2k
NCZ54,14.65,Low Fat,0.0,Household,161.5552,OUT010,"",Tier 3,Grocery Store,Non-Consumable,15,<=2k
FDE10,6.67,Regular,0.150554711,Snack Foods,130.0626,OUT010,"",Tier 3,Grocery Store,Food,15,<=2k
FDP28,13.65,Regular,0.13497562800000001,Frozen Foods,260.0936,OUT010,"",Tier 3,Grocery Store,Food,15,<=2k
NCO07,"",Low Fat,0.017116983,Others,211.956,OUT019,Small,Tier 1,Grocery Store,Non-Consumable,28,<=2k
FDW20,20.75,Low Fat,0.024129332000000003,Fruits and Vegetables,124.17299999999999,OUT013,High,Tier 3,Supermarket Type1,Food,26,>2k
FDW20,20.75,Low Fat,0.024129332000000003,Fruits and Vegetables,124.17299999999999,OUT013,High,Tier 3,Supermarket Type1,Food,26,>2k
DRM47,"",Low Fat,0.04357366,Hard Drinks,192.8846,OUT027,Medium,Tier 3,Supermarket Type3,Drinks,28,>2k
DRM47,"",Low Fat,0.04357366,Hard Drinks,192.8846,OUT027,Medium,Tier 3,Supermarket Type3,Drinks,28,>2k
FDB35,12.3,Regular,0.064565202,Starchy Foods,92.9804,OUT013,High,Tier 3,Supermarket Type1,Food,26,<=2k
NCU05,"",Low Fat,0.058451805,Health and Hygiene,79.9618,OUT027,Medium,Tier 3,Supermarket Type3,Non-Consumable,28,<=2k
NCU41,18.85,Low Fat,0.052044976,Health and Hygiene,192.1846,OUT035,Small,Tier 2,Supermarket Type1,Non-Consumable,9,>2k
FDK21,7.905,Low Fat,0.010010425,Snack Foods,249.0408,OUT035,Small,Tier 2,Supermarket Type1,Food,9,>2k
FDY25,12.0,Low Fat,0.033946163,Canned,179.3976,OUT013,High,Tier 3,Supermarket Type1,Food,26,>2k
NCI17,8.645,Low Fat,0.143303291,Health and Hygiene,96.34100000000001,OUT013,High,Tier 3,Supermarket Type1,Non-Consumable,26,<=2k
DRK01,7.63,Low Fat,0.06105276,Soft Drinks,95.4436,OUT035,Small,Tier 2,Supermarket Type1,Drinks,9,<=2k
FDG24,7.975,Low Fat,0.014618973,Baking Goods,85.225,OUT013,High,Tier 3,Supermarket Type1,Food,26,<=2k
FDG59,15.85,Low Fat,0.04347912599999999,Starchy Foods,36.7164,OUT017,"",Tier 2,Supermarket Type1,Food,6,<=2k
FDW04,8.985,Regular,0.057827101,Frozen Foods,128.83100000000002,OUT046,Small,Tier 1,Supermarket Type1,Food,16,<=2k
FDW04,8.985,Regular,0.057827101,Frozen Foods,128.83100000000002,OUT046,Small,Tier 1,Supermarket Type1,Food,16,<=2k
FDL22,16.85,Low Fat,0.036390174,Snack Foods,91.4488,OUT046,Small,Tier 1,Supermarket Type1,Food,16,>2k
FDL22,16.85,Low Fat,0.036390174,Snack Foods,91.4488,OUT046,Small,Tier 1,Supermarket Type1,Food,16,>2k
FDY03,17.6,Regular,0.076552407,Meat,110.5202,OUT017,"",Tier 2,Supermarket Type1,Food,6,<=2k
NCF07,"",Low Fat,0.031867464,Household,101.0016,OUT027,Medium,Tier 3,Supermarket Type3,Non-Consumable,28,>2k
FDE08,18.2,Low Fat,0.082551042,Fruits and Vegetables,147.3734,OUT010,"",Tier 3,Grocery Store,Food,15,<=2k
FDB57,20.25,Regular,0.018801549,Fruits and Vegetables,222.1772,OUT035,Small,Tier 2,Supermarket Type1,Food,9,>2k
FDM25,"",Regular,0.060371962,Breakfast,174.0712,OUT027,Medium,Tier 3,Supermarket Type3,Food,28,>2k
FDM25,"",Regular,0.060371962,Breakfast,174.0712,OUT027,Medium,Tier 3,Supermarket Type3,Food,28,>2k
FDH27,7.075,Low Fat,0.05858462,Dairy,142.7128,OUT018,Medium,Tier 3,Supermarket Type2,Food,4,<=2k
FDH27,7.075,Low Fat,0.05858462,Dairy,142.7128,OUT018,Medium,Tier 3,Supermarket Type2,Food,4,<=2k
FDV60,"",Regular,0.11679292,Baking Goods,196.21099999999998,OUT027,Medium,Tier 3,Supermarket Type3,Food,28,>2k
FDE33,19.35,Regular,0.049916364000000005,Fruits and Vegetables,80.2644,OUT017,"",Tier 2,Supermarket Type1,Food,6,<=2k
FDU36,6.15,Low Fat,0.04627095,Baking Goods,99.3384,OUT046,Small,Tier 1,Supermarket Type1,Food,16,>2k
DRE60,9.395,Low Fat,0.15965759599999998,Soft Drinks,224.972,OUT045,"",Tier 2,Supermarket Type1,Drinks,11,>2k
DRE60,9.395,Low Fat,0.15965759599999998,Soft Drinks,224.972,OUT045,"",Tier 2,Supermarket Type1,Drinks,11,>2k
FDB29,16.7,Regular,0.052368060999999994,Frozen Foods,112.7176,OUT013,High,Tier 3,Supermarket Type1,Food,26,<=2k
FDF46,7.07,Low Fat,0.09386114400000001,Snack Foods,115.5834,OUT045,"",Tier 2,Supermarket Type1,Food,11,<=2k
DRQ35,"",Low Fat,0.042086652,Hard Drinks,122.4388,OUT027,Medium,Tier 3,Supermarket Type3,Drinks,28,>2k
DRQ35,"",Low Fat,0.042086652,Hard Drinks,122.4388,OUT027,Medium,Tier 3,Supermarket Type3,Drinks,28,>2k
FDX36,9.695,Regular,0.12848269,Baking Goods,223.9404,OUT049,Medium,Tier 1,Supermarket Type1,Food,14,>2k
DRD13,15.0,Low Fat,0.049357077,Soft Drinks,62.6168,OUT017,"",Tier 2,Supermarket Type1,Drinks,6,<=2k
FDN60,"",Low Fat,0.094697274,Baking Goods,158.4604,OUT027,Medium,Tier 3,Supermarket Type3,Food,28,>2k
FDU55,16.2,Low Fat,0.035984103999999996,Fruits and Vegetables,260.6278,OUT045,"",Tier 2,Supermarket Type1,Food,11,>2k
FDC41,"",Low Fat,0.2047,Frozen Foods,76.867,OUT019,Small,Tier 1,Grocery Store,Food,28,<=2k
NCO43,5.5,Low Fat,0.04709821,Others,101.3016,OUT046,Small,Tier 1,Supermarket Type1,Non-Consumable,16,>2k
FDF28,15.7,Regular,0.038078899,Frozen Foods,122.9046,OUT017,"",Tier 2,Supermarket Type1,Food,6,<=2k
FDY49,"",Regular,0.011953901999999999,Canned,164.5184,OUT027,Medium,Tier 3,Supermarket Type3,Food,28,>2k
FDR24,17.35,Regular,0.062799379,Baking Goods,88.18299999999999,OUT013,High,Tier 3,Supermarket Type1,Food,26,<=2k
FDR24,17.35,Regular,0.062799379,Baking Goods,88.18299999999999,OUT013,High,Tier 3,Supermarket Type1,Food,26,<=2k
NCY30,20.25,Low Fat,0.026005891,Household,180.9976,OUT045,"",Tier 2,Supermarket Type1,Non-Consumable,11,>2k
FDJ22,"",Low Fat,0.09246392,Snack Foods,190.9504,OUT019,Small,Tier 1,Grocery Store,Food,28,<=2k
DRI37,15.85,Low Fat,0.107765165,Soft Drinks,59.5904,OUT049,Medium,Tier 1,Supermarket Type1,Drinks,14,<=2k
FDL27,6.17,Low Fat,0.010647476999999999,Meat,66.3826,OUT049,Medium,Tier 1,Supermarket Type1,Food,14,<=2k
NCB07,19.2,Low Fat,0.077628053,Household,197.611,OUT049,Medium,Tier 1,Supermarket Type1,Non-Consumable,14,>2k
DRI01,7.97,Low Fat,0.034452949,Soft Drinks,174.0422,OUT046,Small,Tier 1,Supermarket Type1,Drinks,16,>2k
FDU09,7.71,Regular,0.06670068,Snack Foods,55.2956,OUT049,Medium,Tier 1,Supermarket Type1,Food,14,<=2k
FDH26,19.25,Regular,0.034699737,Canned,141.7496,OUT046,Small,Tier 1,Supermarket Type1,Food,16,>2k
FDH27,7.075,Low Fat,0.058346939,Dairy,142.2128,OUT046,Small,Tier 1,Supermarket Type1,Food,16,>2k
FDH40,11.6,Regular,0.07892957099999999,Frozen Foods,79.9276,OUT046,Small,Tier 1,Supermarket Type1,Food,16,<=2k
FDT22,10.395,Low Fat,0.11227149800000001,Snack Foods,58.222,OUT049,Medium,Tier 1,Supermarket Type1,Food,14,<=2k
FDX26,"",Low Fat,0.153741385,Dairy,182.6292,OUT019,Small,Tier 1,Grocery Store,Food,28,<=2k
FDX26,"",Low Fat,0.153741385,Dairy,182.6292,OUT019,Small,Tier 1,Grocery Store,Food,28,<=2k
FDD44,8.05,Regular,0.07838564,Fruits and Vegetables,256.4646,OUT035,Small,Tier 2,Supermarket Type1,Food,9,>2k
FDL32,15.7,Regular,0.12315965599999999,Fruits and Vegetables,110.1544,OUT017,"",Tier 2,Supermarket Type1,Food,6,<=2k
NCW53,"",Low Fat,0.053392944000000005,Health and Hygiene,193.8162,OUT019,Small,Tier 1,Grocery Store,Non-Consumable,28,<=2k
NCA54,16.5,Low Fat,0.036715907,Household,180.0318,OUT045,"",Tier 2,Supermarket Type1,Non-Consumable,11,>2k
FDO51,6.785,Regular,0.041947547,Meat,41.2112,OUT013,High,Tier 3,Supermarket Type1,Food,26,<=2k
FDW49,19.5,Low Fat,0.08288849599999999,Canned,178.6002,OUT018,Medium,Tier 3,Supermarket Type2,Food,4,<=2k
FDB27,7.575,Low Fat,0.055390120999999994,Dairy,195.2768,OUT046,Small,Tier 1,Supermarket Type1,Food,16,>2k
FDF45,18.2,Regular,0.012194556,Fruits and Vegetables,57.7904,OUT013,High,Tier 3,Supermarket Type1,Food,26,<=2k
FDT57,15.2,Low Fat,0.031860325,Snack Foods,235.1248,OUT010,"",Tier 3,Grocery Store,Food,15,<=2k
FDM40,10.195,Low Fat,0.159936948,Frozen Foods,143.2154,OUT046,Small,Tier 1,Supermarket Type1,Food,16,>2k
FDM40,10.195,Low Fat,0.159936948,Frozen Foods,143.2154,OUT046,Small,Tier 1,Supermarket Type1,Food,16,>2k
FDN58,13.8,Regular,0.056960814000000005,Snack Foods,230.0984,OUT049,Medium,Tier 1,Supermarket Type1,Food,14,>2k
FDN58,13.8,Regular,0.056960814000000005,Snack Foods,230.0984,OUT049,Medium,Tier 1,Supermarket Type1,Food,14,>2k
FDG35,21.2,Regular,0.00704098,Starchy Foods,173.5738,OUT046,Small,Tier 1,Supermarket Type1,Food,16,>2k
NCK31,"",Low Fat,0.026916793999999997,Others,50.9666,OUT027,Medium,Tier 3,Supermarket Type3,Non-Consumable,28,<=2k
NCX41,19.0,Low Fat,0.017719277,Health and Hygiene,211.0244,OUT046,Small,Tier 1,Supermarket Type1,Non-Consumable,16,>2k
FDU45,"",Regular,0.035334201,Snack Foods,115.3518,OUT027,Medium,Tier 3,Supermarket Type3,Food,28,>2k
FDF22,6.865,Low Fat,0.056919038,Snack Foods,212.8218,OUT049,Medium,Tier 1,Supermarket Type1,Food,14,>2k
FDF22,6.865,Low Fat,0.056919038,Snack Foods,212.8218,OUT049,Medium,Tier 1,Supermarket Type1,Food,14,>2k
FDR02,16.7,Low Fat,0.022047313,Dairy,110.2886,OUT013,High,Tier 3,Supermarket Type1,Food,26,<=2k
DRP35,"",Low Fat,0.090427268,Hard Drinks,126.2336,OUT027,Medium,Tier 3,Supermarket Type3,Drinks,28,>2k
FDC15,18.1,Low Fat,0.178975721,Dairy,155.5288,OUT017,"",Tier 2,Supermarket Type1,Food,6,<=2k
FDF11,10.195,Regular,0.017627888,Starchy Foods,239.6538,OUT035,Small,Tier 2,Supermarket Type1,Food,9,>2k
FDW35,"",Low Fat,0.0194158,Breads,41.6454,OUT019,Small,Tier 1,Grocery Store,Food,28,<=2k
FDW35,"",Low Fat,0.0194158,Breads,41.6454,OUT019,Small,Tier 1,Grocery Store,Food,28,<=2k
FDB44,6.655,Low Fat,0.016993225,Fruits and Vegetables,211.0586,OUT045,"",Tier 2,Supermarket Type1,Food,11,<=2k
FDR04,7.075,Low Fat,0.03777249,Frozen Foods,98.0068,OUT010,"",Tier 3,Grocery Store,Food,15,<=2k
NCU41,18.85,Low Fat,0.05213575,Health and Hygiene,190.1846,OUT049,Medium,Tier 1,Supermarket Type1,Non-Consumable,14,>2k
NCU41,18.85,Low Fat,0.05213575,Health and Hygiene,190.1846,OUT049,Medium,Tier 1,Supermarket Type1,Non-Consumable,14,>2k
NCU41,18.85,Low Fat,0.05213575,Health and Hygiene,190.1846,OUT049,Medium,Tier 1,Supermarket Type1,Non-Consumable,14,>2k
FDZ27,7.935,Low Fat,0.017191055,Dairy,51.535,OUT045,"",Tier 2,Supermarket Type1,Food,11,<=2k
FDU01,20.25,Regular,0.011995271000000002,Canned,184.5924,OUT046,Small,Tier 1,Supermarket Type1,Food,16,>2k
FDL51,20.7,Regular,0.047565208,Dairy,213.4876,OUT049,Medium,Tier 1,Supermarket Type1,Food,14,<=2k
FDP59,20.85,Regular,0.056580227999999996,Breads,105.6648,OUT045,"",Tier 2,Supermarket Type1,Food,11,<=2k
NCV17,18.85,Low Fat,0.01619866,Health and Hygiene,129.2626,OUT017,"",Tier 2,Supermarket Type1,Non-Consumable,6,>2k
FDE24,14.85,Low Fat,0.09344495,Baking Goods,141.0812,OUT035,Small,Tier 2,Supermarket Type1,Food,9,<=2k
FDH53,20.5,Regular,0.019199733,Frozen Foods,84.3592,OUT046,Small,Tier 1,Supermarket Type1,Food,16,<=2k
FDZ13,7.84,Regular,0.15412025199999999,Canned,51.935,OUT018,Medium,Tier 3,Supermarket Type2,Food,4,<=2k
FDZ13,7.84,Regular,0.15412025199999999,Canned,51.935,OUT018,Medium,Tier 3,Supermarket Type2,Food,4,<=2k
NCE43,12.5,Low Fat,0.103422709,Household,169.9448,OUT035,Small,Tier 2,Supermarket Type1,Non-Consumable,9,>2k
FDZ15,13.1,Low Fat,0.020870744,Dairy,117.3782,OUT046,Small,Tier 1,Supermarket Type1,Food,16,<=2k
NCV42,6.26,Low Fat,0.031599715,Household,111.3228,OUT017,"",Tier 2,Supermarket Type1,Non-Consumable,6,>2k
DRI51,17.25,Low Fat,0.042413704,Dairy,173.1764,OUT018,Medium,Tier 3,Supermarket Type2,Drinks,4,>2k
FDA36,5.985,Low Fat,0.005677876,Baking Goods,184.8924,OUT045,"",Tier 2,Supermarket Type1,Food,11,<=2k
FDU25,12.35,Low Fat,0.026681262,Canned,56.4246,OUT046,Small,Tier 1,Supermarket Type1,Food,16,<=2k
FDU25,12.35,Low Fat,0.026681262,Canned,56.4246,OUT046,Small,Tier 1,Supermarket Type1,Food,16,<=2k
FDK41,14.3,Low Fat,0.127541722,Frozen Foods,84.9224,OUT046,Small,Tier 1,Supermarket Type1,Food,16,<=2k
NCO30,19.5,Low Fat,0.015756784,Household,185.0608,OUT045,"",Tier 2,Supermarket Type1,Non-Consumable,11,>2k
FDQ45,9.5,Regular,0.010907967,Snack Foods,182.3608,OUT013,High,Tier 3,Supermarket Type1,Food,26,>2k
DRK59,8.895,Low Fat,0.07543556,Hard Drinks,235.8616,OUT035,Small,Tier 2,Supermarket Type1,Drinks,9,>2k
