id,time1,time2,unix,Temperature,Humidity,Light,CO2,HumidityRatio,Occupancy
50,2015-02-11 07:36:00,11/2/15 15:36,1423640160,21.89,30.7475,429,889.5,0.004998135,1
51,2015-02-11 07:38:00,11/2/15 15:38,1423640280,21.89,30.76333333,429,887.3333333,0.005000729,1
52,2015-02-11 07:39:00,11/2/15 15:39,1423640340,21.89,30.77,429,893.5,0.005001821,1
53,2015-02-11 07:40:00,11/2/15 15:40,1423640400,21.89,30.445,429,832.5,0.004948571,1
54,2015-02-11 07:40:00,11/2/15 15:40,1423640400,21.89,30.56666667,429,829,0.004968505,1
55,2015-02-11 07:42:00,11/2/15 15:42,1423640520,21.89,30.5,429,829.25,0.004957582,1
56,2015-02-11 07:42:00,11/2/15 15:42,1423640520,21.89,30.575,429,850.5,0.00496987,1
57,2015-02-11 07:43:00,11/2/15 15:43,1423640580,21.89,30.6,429,844,0.004973966,1
58,2015-02-11 07:45:00,11/2/15 15:45,1423640700,21.89,30.55,429,840.25,0.004965774,1
59,2015-02-11 07:46:00,11/2/15 15:46,1423640760,21.865,30.55,429,823.75,0.00495814,1
60,2015-02-11 07:47:00,11/2/15 15:47,1423640820,21.89,30.6,429,824,0.004973966,1
61,2015-02-11 07:48:00,11/2/15 15:48,1423640880,21.89,30.34,429,813,0.004931369,1
62,2015-02-11 07:49:00,11/2/15 15:49,1423640940,21.89,30.35666667,429,802,0.004934099,1
63,2015-02-11 07:49:00,11/2/15 15:49,1423640940,21.865,30.3925,429,810.75,0.004932375,1
64,2015-02-11 07:51:00,11/2/15 15:51,1423641060,21.89,30.35666667,429,805.3333333,0.004934099,1
65,2015-02-11 07:52:00,11/2/15 15:52,1423641120,21.89,30.315,429,796.5,0.004927273,1
66,2015-02-11 07:53:00,11/2/15 15:53,1423641180,21.89,30.2,429,795,0.004908434,1
67,2015-02-11 07:53:00,11/2/15 15:53,1423641180,21.89,30.34,429,793.5,0.004931369,1
68,2015-02-11 07:55:00,11/2/15 15:55,1423641300,21.89,30.295,429,790.5,0.004923997,1
69,2015-02-11 07:55:00,11/2/15 15:55,1423641300,21.89,30.29,429,786.5,0.004923177,1
70,2015-02-11 07:56:00,11/2/15 15:56,1423641360,21.89,30.39,429,794.3333333,0.00493956,1
71,2015-02-11 07:58:00,11/2/15 15:58,1423641480,21.89,30.365,429,795.5,0.004935464,1
72,2015-02-11 07:59:00,11/2/15 15:59,1423641540,21.89,30.42666667,414,792.6666667,0.004945567,1
73,2015-02-11 08:00:00,11/2/15 16:00,1423641600,21.89,30.73,424,798,0.004995267,1
74,2015-02-11 08:01:00,11/2/15 16:01,1423641660,21.89,30.4175,429,795.5,0.004944065,1
75,2015-02-11 08:01:00,11/2/15 16:01,1423641660,21.89,30.39,429,797.75,0.00493956,1
76,2015-02-11 08:02:00,11/2/15 16:02,1423641720,21.89,30.39,429,798,0.00493956,1
77,2015-02-11 08:04:00,11/2/15 16:04,1423641840,21.89,30.445,429,802,0.004948571,1
78,2015-02-11 08:05:00,11/2/15 16:05,1423641900,21.89,30.35666667,421.5,797.5,0.004934099,1
79,2015-02-11 08:06:00,11/2/15 16:06,1423641960,21.89,30.32333333,429,791.5,0.004928638,1
80,2015-02-11 08:07:00,11/2/15 16:07,1423642020,21.89,30.32,418.75,788.25,0.004928092,1
81,2015-02-11 08:08:00,11/2/15 16:08,1423642080,21.89,30.39,429,792.25,0.00493956,1
82,2015-02-11 08:08:00,11/2/15 16:08,1423642080,21.89,30.39,429,795.5,0.00493956,1
83,2015-02-11 08:09:00,11/2/15 16:09,1423642140,21.89,30.365,429,793.5,0.004935464,1
84,2015-02-11 08:11:00,11/2/15 16:11,1423642260,21.89,30.23,429,789.3333333,0.004913348,1
85,2015-02-11 08:12:00,11/2/15 16:12,1423642320,21.89,30.2,429,786,0.004908434,1
86,2015-02-11 08:13:00,11/2/15 16:13,1423642380,21.89,30.0225,429,771.75,0.004879358,1
87,2015-02-11 08:14:00,11/2/15 16:14,1423642440,21.89,29.96,429,760,0.004869121,1
88,2015-02-11 08:14:00,11/2/15 16:14,1423642440,21.89,29.9175,429,756,0.00486216,1
89,2015-02-11 08:15:00,11/2/15 16:15,1423642500,21.89,30.1,429,754,0.004892053,1
90,2015-02-11 08:17:00,11/2/15 16:17,1423642620,21.89,30.15,416.5,759,0.004900243,1
91,2015-02-11 08:18:00,11/2/15 16:18,1423642680,21.89,30.13333333,421.6666667,756.6666667,0.004897513,1
92,2015-02-11 08:19:00,11/2/15 16:19,1423642740,21.89,30.47,438,764.25,0.004952667,1
93,2015-02-11 08:20:00,11/2/15 16:20,1423642800,21.89,30.16666667,441,768,0.004902973,1
94,2015-02-11 08:21:00,11/2/15 16:21,1423642860,21.89,30.075,438,770.25,0.004887958,1
95,2015-02-11 08:21:00,11/2/15 16:21,1423642860,21.89,30.125,438,766.25,0.004896148,1
96,2015-02-11 08:23:00,11/2/15 16:23,1423642980,21.89,30.175,438,767.75,0.004904339,1
97,2015-02-11 08:24:00,11/2/15 16:24,1423643040,21.89,30.295,438,777,0.004923997,1
98,2015-02-11 08:25:00,11/2/15 16:25,1423643100,21.89,30.2,441,775.3333333,0.004908434,1
99,2015-02-11 08:25:00,11/2/15 16:25,1423643100,21.89,30.2,436.3333333,768,0.004908434,1
100,2015-02-11 08:27:00,11/2/15 16:27,1423643220,21.865,30.15,438,766.75,0.004892711,1
101,2015-02-11 08:27:00,11/2/15 16:27,1423643220,21.89,30.075,438,772.5,0.004887958,1
102,2015-02-11 08:28:00,11/2/15 16:28,1423643280,21.89,30.0725,435.5,774.75,0.004887548,1
103,2015-02-11 08:30:00,11/2/15 16:30,1423643400,21.89,30.03,435,766.3333333,0.004880587,1
104,2015-02-11 08:31:00,11/2/15 16:31,1423643460,21.89,29.9175,434.5,752,0.00486216,1
105,2015-02-11 08:32:00,11/2/15 16:32,1423643520,21.89,30.1,430.5,754,0.004892053,1
106,2015-02-11 08:33:00,11/2/15 16:33,1423643580,21.89,30.1,441,755,0.004892053,1
107,2015-02-11 08:34:00,11/2/15 16:34,1423643640,21.89,30.075,431,763.25,0.004887958,1
108,2015-02-11 08:34:00,11/2/15 16:34,1423643640,21.89,30.1975,425,769.5,0.004908024,1
109,2015-02-11 08:36:00,11/2/15 16:36,1423643760,21.89,30.23,419,769.3333333,0.004913348,1
110,2015-02-11 08:37:00,11/2/15 16:37,1423643820,21.9175,30.5475,395.25,772.25,0.004973773,1
111,2015-02-11 08:38:00,11/2/15 16:38,1423643880,21.96333333,30.79333333,426.6666667,784.6666667,0.00502828,1
112,2015-02-11 08:38:00,11/2/15 16:38,1423643880,21.9725,30.2,424.75,784.25,0.004933406,1
113,2015-02-11 08:40:00,11/2/15 16:40,1423644000,22,30.175,423.5,794.25,0.004937632,1
114,2015-02-11 08:40:00,11/2/15 16:40,1423644000,21.945,30.245,423.5,791,0.004932467,1
115,2015-02-11 08:41:00,11/2/15 16:41,1423644060,21.92666667,30.29,426.6666667,791.3333333,0.004934296,1
116,2015-02-11 08:43:00,11/2/15 16:43,1423644180,21.9725,30.175,428.25,793.25,0.00492929,1
117,2015-02-11 08:44:00,11/2/15 16:44,1423644240,21.89,30.245,433,787.5,0.004915806,1
118,2015-02-11 08:45:00,11/2/15 16:45,1423644300,21.92666667,30.35666667,433,789,0.004945242,1
119,2015-02-11 08:46:00,11/2/15 16:46,1423644360,21.945,30.1725,428.25,782.75,0.00492055,1
120,2015-02-11 08:46:00,11/2/15 16:46,1423644360,21.9175,30.34,428.25,783.5,0.004939719,1
121,2015-02-11 08:47:00,11/2/15 16:47,1423644420,21.92666667,30.29,426.6666667,791,0.004934296,1
122,2015-02-11 08:49:00,11/2/15 16:49,1423644540,21.9175,30.2925,428.25,786,0.004931925,1
123,2015-02-11 08:50:00,11/2/15 16:50,1423644600,21.9175,30.27,433,786.5,0.004928232,1
124,2015-02-11 08:51:00,11/2/15 16:51,1423644660,21.92666667,30.19666667,433,786.3333333,0.004918972,1
125,2015-02-11 08:52:00,11/2/15 16:52,1423644720,21.89,30.34,428.25,786.3333333,0.004931369,1
126,2015-02-11 08:53:00,11/2/15 16:53,1423644780,21.945,30.34,433,787.6666667,0.004948083,1
127,2015-02-11 08:53:00,11/2/15 16:53,1423644780,21.945,30.39,433,786.5,0.004956302,1
128,2015-02-11 08:54:00,11/2/15 16:54,1423644840,21.89,30.365,433,791.75,0.004935464,1
129,2015-02-11 08:56:00,11/2/15 16:56,1423644960,21.89,30.39,433,788,0.00493956,1
130,2015-02-11 08:57:00,11/2/15 16:57,1423645020,21.9175,30.4725,433,797.75,0.004961464,1
131,2015-02-11 08:58:00,11/2/15 16:58,1423645080,21.9175,30.39,433,801.75,0.004947925,1
132,2015-02-11 08:59:00,11/2/15 16:59,1423645140,21.945,30.5,433,803.5,0.004974386,1
133,2015-02-11 08:59:00,11/2/15 16:59,1423645140,21.89,30.4725,433,811,0.004953076,1
134,2015-02-11 09:00:00,11/2/15 17:00,1423645200,21.89,30.42666667,433,803.6666667,0.004945567,1
135,2015-02-11 09:02:00,11/2/15 17:02,1423645320,21.9725,30.5,433,801.5,0.004982806,1
136,2015-02-11 09:03:00,11/2/15 17:03,1423645380,21.945,30.5,433,804,0.004974386,1
137,2015-02-11 09:04:00,11/2/15 17:04,1423645440,21.9725,30.4175,433,807,0.004969221,1
138,2015-02-11 09:05:00,11/2/15 17:05,1423645500,21.945,30.3675,433,801.75,0.004952603,1
139,2015-02-11 09:06:00,11/2/15 17:06,1423645560,21.9725,30.4725,433,796.25,0.004978278,1
140,2015-02-11 09:06:00,11/2/15 17:06,1423645560,21.92666667,30.53333333,433,807,0.004974252,1
141,2015-02-11 09:08:00,11/2/15 17:08,1423645680,21.9725,30.55,433,823.75,0.00499104,1
142,2015-02-11 09:09:00,11/2/15 17:09,1423645740,21.89,30.46333333,433,818,0.004951574,1
143,2015-02-11 09:10:00,11/2/15 17:10,1423645800,21.956,30.458,433,807.5,0.004970843,1
144,2015-02-11 09:10:00,11/2/15 17:10,1423645800,21.9175,30.5,433,814,0.004965977,1
145,2015-02-11 09:12:00,11/2/15 17:12,1423645920,21.96333333,30.39,433,804.25,0.004961894,1
146,2015-02-11 09:12:00,11/2/15 17:12,1423645920,21.945,30.445,433,805,0.004965344,1
147,2015-02-11 09:13:00,11/2/15 17:13,1423645980,21.945,30.3975,433,805.75,0.004957535,1
148,2015-02-11 09:15:00,11/2/15 17:15,1423646100,21.945,30.3425,433,799.25,0.004948494,1
149,2015-02-11 09:16:00,11/2/15 17:16,1423646160,22,30.445,433,797,0.004982167,1
150,2015-02-11 09:17:00,11/2/15 17:17,1423646220,21.9725,30.4175,433,798.25,0.004969221,1
151,2015-02-11 09:18:00,11/2/15 17:18,1423646280,22,30.2,433,784.5,0.004941755,1
152,2015-02-11 09:19:00,11/2/15 17:19,1423646340,21.92666667,30.32666667,423.6666667,780.6666667,0.004940317,1
153,2015-02-11 09:19:00,11/2/15 17:19,1423646340,21.9725,30.365,433,782.75,0.004960575,1
154,2015-02-11 09:21:00,11/2/15 17:21,1423646460,21.89,30.39,426,787,0.00493956,1
155,2015-02-11 09:22:00,11/2/15 17:22,1423646520,21.89,30.245,426,790.5,0.004915806,1
156,2015-02-11 09:23:00,11/2/15 17:23,1423646580,21.89,30.3175,429.5,782.25,0.004927683,1
157,2015-02-11 09:23:00,11/2/15 17:23,1423646580,21.89,30.19666667,423.6666667,778,0.004907888,1
158,2015-02-11 09:25:00,11/2/15 17:25,1423646700,21.89,30.2475,422.5,778,0.004916215,1
159,2015-02-11 09:25:00,11/2/15 17:25,1423646700,21.89,30.13333333,428.3333333,773.3333333,0.004897513,1
160,2015-02-11 09:26:00,11/2/15 17:26,1423646760,21.89,30.175,419,766.25,0.004904339,1
161,2015-02-11 09:28:00,11/2/15 17:28,1423646880,21.89,30.125,419,756.25,0.004896148,1
162,2015-02-11 09:29:00,11/2/15 17:29,1423646940,21.89,30.175,419,751.3333333,0.004904339,1
163,2015-02-11 09:30:00,11/2/15 17:30,1423647000,21.89,30.03333333,419,746.5,0.004881133,1
164,2015-02-11 09:31:00,11/2/15 17:31,1423647060,21.89,29.8675,419,740.5,0.004853971,1
165,2015-02-11 09:31:00,11/2/15 17:31,1423647060,21.84,29.84,419,735,0.004834569,1
166,2015-02-11 09:32:00,11/2/15 17:32,1423647120,21.89,29.89,419,719,0.004857656,1
167,2015-02-11 09:34:00,11/2/15 17:34,1423647240,21.815,29.84,419,718,0.004827135,1
168,2015-02-11 09:35:00,11/2/15 17:35,1423647300,21.82333333,29.85666667,419,716,0.00483233,1
169,2015-02-11 09:36:00,11/2/15 17:36,1423647360,21.84,29.84,419,712.25,0.004834569,1
170,2015-02-11 09:37:00,11/2/15 17:37,1423647420,21.815,29.815,419,708.5,0.004823059,1
171,2015-02-11 09:38:00,11/2/15 17:38,1423647480,21.84,29.795,419,702,0.004827221,1
172,2015-02-11 09:38:00,11/2/15 17:38,1423647480,21.82333333,29.82333333,419,702,0.004826893,1
173,2015-02-11 09:39:00,11/2/15 17:39,1423647540,21.815,29.7475,419,695.75,0.004812056,1
174,2015-02-11 09:41:00,11/2/15 17:41,1423647660,21.79,29.73,419,686.6666667,0.004801807,1
175,2015-02-11 09:42:00,11/2/15 17:42,1423647720,21.815,29.55,419,679.75,0.004779862,1
176,2015-02-11 09:43:00,11/2/15 17:43,1423647780,21.79,29.5,419,674,0.004764374,1
177,2015-02-11 09:44:00,11/2/15 17:44,1423647840,21.79,29.3675,419,669.25,0.004742812,1
178,2015-02-11 09:44:00,11/2/15 17:44,1423647840,21.79,29.745,419,667.5,0.004804248,1
179,2015-02-11 09:45:00,11/2/15 17:45,1423647900,21.815,29.6725,419,679,0.00479983,1
180,2015-02-11 09:47:00,11/2/15 17:47,1423648020,21.79,29.6,419,678,0.004780649,1
181,2015-02-11 09:48:00,11/2/15 17:48,1423648080,21.84,29.55,419,674,0.004787222,1
182,2015-02-11 09:49:00,11/2/15 17:49,1423648140,21.79,29.4725,419,666.5,0.004759899,1
183,2015-02-11 09:50:00,11/2/15 17:50,1423648200,21.79,29.34,419,665.6666667,0.004738337,1
184,2015-02-11 09:51:00,11/2/15 17:51,1423648260,21.89,29.29,419,648.6666667,0.004759399,1
185,2015-02-11 09:51:00,11/2/15 17:51,1423648260,21.84,29.315,419,643.25,0.004748861,1
186,2015-02-11 09:53:00,11/2/15 17:53,1423648380,21.89,29.29,419,635,0.004759399,1
187,2015-02-11 09:54:00,11/2/15 17:54,1423648440,21.865,29.29,419,636.25,0.004752084,1
188,2015-02-11 09:55:00,11/2/15 17:55,1423648500,21.89,29.34,419,636.25,0.004767586,1
189,2015-02-11 09:55:00,11/2/15 17:55,1423648500,21.89,29.29,419,639,0.004759399,1
190,2015-02-11 09:57:00,11/2/15 17:57,1423648620,21.85666667,29.43333333,419,640.3333333,0.00477307,1
191,2015-02-11 09:57:00,11/2/15 17:57,1423648620,21.89,29.2675,419,639.75,0.004755715,1
192,2015-02-11 09:58:00,11/2/15 17:58,1423648680,21.89,29.245,419,638.5,0.004752031,1
193,2015-02-11 10:00:00,11/2/15 18:00,1423648800,21.89,29.42,415.5,643.5,0.004780685,1
194,2015-02-11 10:01:00,11/2/15 18:01,1423648860,21.89,29.7725,415,648,0.004838411,1
195,2015-02-11 10:02:00,11/2/15 18:02,1423648920,21.89,29.7475,419,656.75,0.004834317,1
196,2015-02-11 10:03:00,11/2/15 18:03,1423648980,21.89,29.45666667,419,655.6666667,0.004786689,1
197,2015-02-11 10:04:00,11/2/15 18:04,1423649040,21.89,29.2675,419,646.75,0.004755715,1
198,2015-02-11 10:04:00,11/2/15 18:04,1423649040,21.89,29.29,419,643,0.004759399,1
199,2015-02-11 10:06:00,11/2/15 18:06,1423649160,21.89,29.23,419,639,0.004749575,1
200,2015-02-11 10:07:00,11/2/15 18:07,1423649220,21.89,29.2,419,633.5,0.004744663,1
201,2015-02-11 10:08:00,11/2/15 18:08,1423649280,21.865,29.125,419,631,0.004725111,1
202,2015-02-11 10:08:00,11/2/15 18:08,1423649280,21.89,29.125,419,626,0.004732384,1
203,2015-02-11 10:10:00,11/2/15 18:10,1423649400,21.815,28.9725,419,614.75,0.004685745,1
204,2015-02-11 10:10:00,11/2/15 18:10,1423649400,21.79,28.89,419,606,0.004665118,1
205,2015-02-11 10:11:00,11/2/15 18:11,1423649460,21.82333333,28.85666667,419,603,0.004669264,1
206,2015-02-11 10:13:00,11/2/15 18:13,1423649580,21.79,28.79,419,600.75,0.004648849,1
207,2015-02-11 10:14:00,11/2/15 18:14,1423649640,21.79,28.695,419,601,0.004633395,1
208,2015-02-11 10:15:00,11/2/15 18:15,1423649700,21.79,28.63333333,419,601.6666667,0.004623363,1
209,2015-02-11 10:16:00,11/2/15 18:16,1423649760,21.79,28.7225,419,597.25,0.004637868,1
210,2015-02-11 10:16:00,11/2/15 18:16,1423649760,21.79,28.6475,419,596.5,0.004625668,1
211,2015-02-11 10:17:00,11/2/15 18:17,1423649820,21.79,28.53333333,419,596.6666667,0.004607097,1
212,2015-02-11 10:19:00,11/2/15 18:19,1423649940,21.79,28.525,419,595.25,0.004605742,1
213,2015-02-11 10:20:00,11/2/15 18:20,1423650000,21.79,28.42,419,588.5,0.004588663,1
214,2015-02-11 10:21:00,11/2/15 18:21,1423650060,21.79,28.55,419,585,0.004609808,1
215,2015-02-11 10:22:00,11/2/15 18:22,1423650120,21.7675,28.5,419,585.75,0.004595307,1
216,2015-02-11 10:23:00,11/2/15 18:23,1423650180,21.7,28.445,412,584.5,0.004567351,1
217,2015-02-11 10:23:00,11/2/15 18:23,1423650180,21.7,28.5,279.3333333,585,0.004576247,1
218,2015-02-11 10:24:00,11/2/15 18:24,1423650240,21.7,28.56666667,0,582,0.004587031,0
219,2015-02-11 10:26:00,11/2/15 18:26,1423650360,21.7,28.76,0,578,0.004618306,0
220,2015-02-11 10:27:00,11/2/15 18:27,1423650420,21.7,28.79,0,584,0.004623159,0
221,2015-02-11 10:28:00,11/2/15 18:28,1423650480,21.7,28.79,0,586.5,0.004623159,0
222,2015-02-11 10:29:00,11/2/15 18:29,1423650540,21.7,28.84,0,587.5,0.004631248,0
223,2015-02-11 10:29:00,11/2/15 18:29,1423650540,21.7,28.86,0,586,0.004634483,0
224,2015-02-11 10:30:00,11/2/15 18:30,1423650600,21.7,28.86,0,592.3333333,0.004634483,0
225,2015-02-11 10:32:00,11/2/15 18:32,1423650720,21.7,28.79,0,590,0.004623159,0
226,2015-02-11 10:33:00,11/2/15 18:33,1423650780,21.6,28.895,0,590,0.004611643,0
227,2015-02-11 10:34:00,11/2/15 18:34,1423650840,21.63333333,28.79,0,590.5,0.00460421,0
228,2015-02-11 10:35:00,11/2/15 18:35,1423650900,21.6,28.73,0,593.5,0.004585114,0
229,2015-02-11 10:36:00,11/2/15 18:36,1423650960,21.6,28.79,0,595,0.004594761,0
230,2015-02-11 10:36:00,11/2/15 18:36,1423650960,21.6,28.79,0,594.6666667,0.004594761,0
231,2015-02-11 10:38:00,11/2/15 18:38,1423651080,21.55,28.79,0,593,0.00458062,0
232,2015-02-11 10:39:00,11/2/15 18:39,1423651140,21.6,28.79,0,582.5,0.004594761,0
233,2015-02-11 10:40:00,11/2/15 18:40,1423651200,21.6,28.79,0,579.5,0.004594761,0
234,2015-02-11 10:40:00,11/2/15 18:40,1423651200,21.6,28.79,0,588,0.004594761,0
235,2015-02-11 10:42:00,11/2/15 18:42,1423651320,21.5,28.84,0,596.5,0.004574506,0
236,2015-02-11 10:42:00,11/2/15 18:42,1423651320,21.5,28.82333333,0,622.3333333,0.004571843,0
237,2015-02-11 10:43:00,11/2/15 18:43,1423651380,21.5,28.79,0,606,0.004566517,0
238,2015-02-11 10:45:00,11/2/15 18:45,1423651500,21.5,29.6,0,605,0.004695965,0
239,2015-02-11 10:46:00,11/2/15 18:46,1423651560,21.5,28.995,0,642.5,0.004599273,0
240,2015-02-11 10:47:00,11/2/15 18:47,1423651620,21.39,29.015,0,604.25,0.004571333,0
241,2015-02-11 10:48:00,11/2/15 18:48,1423651680,21.39,29.445,0,596,0.004639585,0
242,2015-02-11 10:49:00,11/2/15 18:49,1423651740,21.39,29.2,0,612,0.004600696,0
243,2015-02-11 10:49:00,11/2/15 18:49,1423651740,21.39,29.1,0,720.5,0.004584824,0
244,2015-02-11 10:51:00,11/2/15 18:51,1423651860,21.32333333,29.33,0,1760,0.004602344,0
245,2015-02-11 10:52:00,11/2/15 18:52,1423651920,21.29,29,0,1665,0.004540823,0
246,2015-02-11 10:53:00,11/2/15 18:53,1423651980,21.29,29.03,0,1255.666667,0.004545555,0
247,2015-02-11 10:53:00,11/2/15 18:53,1423651980,21.29,29.2,0,724,0.00457237,0
248,2015-02-11 10:55:00,11/2/15 18:55,1423652100,21.29,29.1,0,619,0.004556596,0
249,2015-02-11 10:55:00,11/2/15 18:55,1423652100,21.29,29.9,0,562.5,0.004682806,0
250,2015-02-11 10:56:00,11/2/15 18:56,1423652160,21.29,29.92666667,0,582,0.004687014,0
251,2015-02-11 10:58:00,11/2/15 18:58,1423652280,21.29,29.8,0,616,0.004667027,0
252,2015-02-11 10:59:00,11/2/15 18:59,1423652340,21.245,29.55,0,648.5,0.004614732,0
253,2015-02-11 11:00:00,11/2/15 19:00,1423652400,21.2,29.5,0,673,0.004594069,0
254,2015-02-11 11:01:00,11/2/15 19:01,1423652460,21.2,30.1,0,608,0.004688212,0
255,2015-02-11 11:01:00,11/2/15 19:01,1423652460,21.2,29.6,0,752,0.004609757,0
256,2015-02-11 11:02:00,11/2/15 19:02,1423652520,21.2,30.45,0,621.5,0.004743141,0
257,2015-02-11 11:04:00,11/2/15 19:04,1423652640,21.2,30,0,589.3333333,0.004672519,0
258,2015-02-11 11:05:00,11/2/15 19:05,1423652700,21.2,29.9,0,608.5,0.004656827,0
259,2015-02-11 11:06:00,11/2/15 19:06,1423652760,21.2,29.945,0,620,0.004663889,0
260,2015-02-11 11:07:00,11/2/15 19:07,1423652820,21.2,29.495,0,598.5,0.004593284,0
261,2015-02-11 11:08:00,11/2/15 19:08,1423652880,21.2,29.64,0,640.5,0.004616033,0
262,2015-02-11 11:08:00,11/2/15 19:08,1423652880,21.2,29.96333333,0,695,0.004666765,0
263,2015-02-11 11:09:00,11/2/15 19:09,1423652940,21.2,29.89,0,670,0.004655258,0
