ID,Gender,Ever_Married,Age,Graduated,Profession,Work_Experience,Spending_Score,Family_Size,Var_1
464088,Male,No,27,No,Doctor,1.0,Low,3.0,Cat_6
464088,Male,No,27,No,Doctor,1.0,Low,3.0,Cat_6
464695,Male,No,26,No,Engineer,0.0,Low,4.0,Cat_4
464695,Male,No,26,No,Engineer,0.0,Low,4.0,Cat_4
462331,Female,No,31,No,Entertainment,0.0,Low,2.0,Cat_6
466824,Male,Yes,40,Yes,Artist,3.0,High,3.0,Cat_6
461607,Female,Yes,40,Yes,Entertainment,7.0,Average,2.0,Cat_3
464075,Female,Yes,86,Yes,Lawyer,0.0,High,2.0,Cat_6
464075,Female,Yes,86,Yes,Lawyer,0.0,High,2.0,Cat_6
465967,Male,Yes,36,No,Doctor,6.0,Low,3.0,Cat_6
462260,Male,Yes,74,Yes,Lawyer,0.0,Low,2.0,Cat_6
462541,Male,Yes,70,Yes,Engineer,4.0,High,2.0,Cat_6
462541,Male,Yes,70,Yes,Engineer,4.0,High,2.0,Cat_6
467714,Male,Yes,89,Yes,Lawyer,13.0,Low,1.0,Cat_6
467730,Male,No,18,No,Healthcare,"",Low,4.0,Cat_6
464087,Female,No,32,No,Engineer,"",Low,4.0,Cat_6
466627,Male,No,25,No,Healthcare,0.0,Low,5.0,Cat_6
465842,Female,No,36,Yes,Entertainment,10.0,Low,2.0,Cat_6
462083,Male,No,19,No,Healthcare,1.0,Low,5.0,Cat_6
460255,Female,No,38,Yes,Doctor,14.0,Low,1.0,Cat_6
464306,Male,No,29,Yes,Artist,3.0,Low,1.0,Cat_6
466835,Male,Yes,51,No,Entertainment,1.0,Average,4.0,Cat_7
466835,Male,Yes,51,No,Entertainment,1.0,Average,4.0,Cat_7
463380,Female,Yes,69,Yes,Engineer,1.0,Low,1.0,Cat_3
462391,Female,No,26,No,Healthcare,1.0,Low,8.0,Cat_7
467086,Female,Yes,83,Yes,Lawyer,0.0,Low,3.0,Cat_6
460306,Female,No,39,Yes,Healthcare,9.0,Low,1.0,Cat_6
467264,Male,Yes,19,No,Marketing,2.0,High,5.0,Cat_6
466258,Female,No,29,No,Healthcare,1.0,Low,3.0,Cat_6
463719,Female,No,26,No,Doctor,0.0,Low,1.0,Cat_6
460032,Male,No,36,Yes,Engineer,8.0,Low,1.0,Cat_6
465175,Female,No,22,No,Homemaker,0.0,Low,4.0,Cat_6
459036,Female,Yes,20,Yes,Lawyer,1.0,Average,3.0,Cat_3
460967,Male,No,25,Yes,Entertainment,1.0,Low,2.0,Cat_6
465094,Male,Yes,61,No,Artist,1.0,High,2.0,Cat_6
465094,Male,Yes,61,No,Artist,1.0,High,2.0,Cat_6
466442,Male,No,38,Yes,Artist,1.0,Low,1.0,Cat_6
460011,Male,Yes,43,Yes,Entertainment,1.0,Average,5.0,Cat_5
465177,Female,No,60,Yes,Entertainment,1.0,Low,2.0,Cat_6
467531,Male,Yes,75,Yes,Lawyer,2.0,Low,1.0,Cat_6
462842,Male,No,23,No,Doctor,6.0,Low,4.0,Cat_2
462124,Male,No,36,Yes,Artist,8.0,Low,1.0,Cat_6
466265,Male,No,30,No,Doctor,1.0,Low,1.0,Cat_3
459789,Male,Yes,56,No,Artist,1.0,Average,2.0,Cat_6
462723,Female,Yes,46,No,Artist,8.0,Average,2.0,Cat_6
462404,Female,No,26,Yes,Artist,9.0,Low,1.0,Cat_6
462404,Female,No,26,Yes,Artist,9.0,Low,1.0,Cat_6
462769,Female,Yes,42,No,Homemaker,6.0,High,4.0,Cat_6
462769,Female,Yes,42,No,Homemaker,6.0,High,4.0,Cat_6
465532,Female,Yes,37,Yes,Entertainment,6.0,Average,3.0,Cat_4
464659,Female,No,25,No,Engineer,1.0,Low,1.0,Cat_4
461475,Female,Yes,51,Yes,Doctor,1.0,Average,3.0,Cat_1
462714,Female,Yes,40,Yes,Engineer,1.0,High,5.0,Cat_2
462888,Male,Yes,39,Yes,Executive,"",High,3.0,Cat_6
462888,Male,Yes,39,Yes,Executive,"",High,3.0,Cat_6
466799,Female,No,19,No,Healthcare,2.0,Low,3.0,Cat_6
466557,Female,No,21,No,Healthcare,7.0,Low,"",Cat_6
460941,Male,Yes,72,No,Engineer,1.0,Low,1.0,Cat_6
461629,Male,Yes,53,Yes,Artist,0.0,Low,3.0,Cat_6
459907,Female,Yes,39,Yes,Artist,8.0,Average,2.0,Cat_6
459907,Female,Yes,39,Yes,Artist,8.0,Average,2.0,Cat_6
467146,Female,No,27,No,Homemaker,9.0,Low,1.0,Cat_6
459196,Female,No,23,No,Healthcare,1.0,Low,3.0,Cat_4
459480,Female,Yes,50,Yes,Entertainment,7.0,Low,3.0,Cat_6
459480,Female,Yes,50,Yes,Entertainment,7.0,Low,3.0,Cat_6
459480,Female,Yes,50,Yes,Entertainment,7.0,Low,3.0,Cat_6
462572,Female,Yes,30,No,Engineer,1.0,Average,7.0,Cat_4
462548,Male,No,18,"",Executive,"",Low,5.0,Cat_4
460857,Male,No,31,No,Entertainment,1.0,Low,1.0,Cat_4
461392,Male,Yes,71,Yes,Artist,0.0,Average,5.0,Cat_6
462142,Female,No,42,Yes,Artist,"",Low,1.0,Cat_6
466463,Female,No,29,Yes,Healthcare,2.0,Low,4.0,Cat_4
464736,Male,No,28,Yes,Engineer,0.0,Low,5.0,Cat_4
467520,Male,"",22,No,Healthcare,"",Low,2.0,Cat_6
467520,Male,"",22,No,Healthcare,"",Low,2.0,Cat_6
460344,Female,Yes,52,Yes,Artist,14.0,Average,2.0,Cat_6
461958,Male,No,38,No,Artist,2.0,Low,2.0,Cat_3
464875,Male,Yes,42,No,Entertainment,1.0,Low,2.0,Cat_4
464791,Male,Yes,42,No,Marketing,0.0,High,6.0,Cat_4
461298,Female,Yes,78,Yes,Artist,1.0,High,2.0,Cat_6
462772,Male,Yes,37,Yes,Healthcare,1.0,High,4.0,Cat_6
462772,Male,Yes,37,Yes,Healthcare,1.0,High,4.0,Cat_6
462941,Male,No,67,No,Lawyer,"",Low,2.0,Cat_6
466761,Female,Yes,48,Yes,Entertainment,2.0,Low,1.0,Cat_1
465469,Female,No,43,Yes,Artist,6.0,Low,1.0,Cat_6
461886,Male,Yes,33,Yes,Healthcare,9.0,Low,2.0,Cat_6
465680,Male,Yes,31,No,Healthcare,0.0,Average,5.0,Cat_4
459316,Male,Yes,32,Yes,Healthcare,1.0,Low,2.0,Cat_6
465609,Female,No,21,No,Healthcare,1.0,Low,4.0,Cat_2
467009,Female,No,29,No,Homemaker,2.0,Low,4.0,Cat_3
467009,Female,No,29,No,Homemaker,2.0,Low,4.0,Cat_3
467009,Female,No,29,No,Homemaker,2.0,Low,4.0,Cat_3
467009,Female,No,29,No,Homemaker,2.0,Low,4.0,Cat_3
462034,Female,Yes,38,Yes,Artist,9.0,High,2.0,Cat_2
467925,Female,No,28,Yes,Artist,3.0,Low,7.0,Cat_2
463711,Female,Yes,68,Yes,Lawyer,3.0,Low,1.0,Cat_6
462064,Male,Yes,58,Yes,Artist,0.0,Average,3.0,Cat_7
463249,Male,No,28,No,Entertainment,1.0,Low,2.0,Cat_7
463249,Male,No,28,No,Entertainment,1.0,Low,2.0,Cat_7
463035,Female,Yes,42,No,Homemaker,3.0,Average,4.0,Cat_6
462688,Female,Yes,29,Yes,Healthcare,8.0,Low,3.0,Cat_3
462688,Female,Yes,29,Yes,Healthcare,8.0,Low,3.0,Cat_3
467492,Female,Yes,57,Yes,Doctor,1.0,Low,2.0,Cat_7
467307,Male,Yes,57,Yes,Executive,1.0,High,3.0,Cat_6
464026,Male,No,18,No,Healthcare,1.0,Low,2.0,Cat_6
464026,Male,No,18,No,Healthcare,1.0,Low,2.0,Cat_6
464066,Female,No,29,Yes,Healthcare,9.0,Low,3.0,Cat_4
465417,Male,Yes,40,Yes,Entertainment,"",Average,2.0,Cat_4
464096,Female,No,31,No,Healthcare,1.0,Low,5.0,Cat_4
466182,Female,No,41,Yes,Artist,2.0,Low,1.0,Cat_6
463757,Male,No,39,Yes,Artist,0.0,Low,3.0,Cat_6
464105,Male,Yes,65,Yes,Entertainment,1.0,Average,2.0,Cat_6
458999,Male,Yes,55,Yes,Artist,1.0,Average,2.0,Cat_6
466338,Female,No,39,No,Engineer,0.0,Low,3.0,Cat_4
465230,Male,Yes,72,Yes,Entertainment,1.0,Average,3.0,Cat_6
463939,Male,No,26,No,Marketing,0.0,Low,5.0,Cat_6
461125,Male,Yes,51,Yes,Homemaker,1.0,Low,"",Cat_4
461125,Male,Yes,51,Yes,Homemaker,1.0,Low,"",Cat_4
465879,Male,No,39,Yes,Artist,0.0,Low,1.0,Cat_6
463961,Female,No,30,No,Engineer,0.0,Low,4.0,Cat_4
463961,Female,No,30,No,Engineer,0.0,Low,4.0,Cat_4
461928,Male,Yes,69,Yes,Lawyer,"",Low,1.0,""
460198,Male,No,43,Yes,Entertainment,9.0,Low,1.0,Cat_6
463581,Female,No,28,Yes,Healthcare,1.0,Low,3.0,Cat_6
464574,Male,No,58,No,Healthcare,4.0,Low,2.0,Cat_6
464574,Male,No,58,No,Healthcare,4.0,Low,2.0,Cat_6
459342,Female,Yes,84,No,Lawyer,1.0,High,2.0,Cat_6
463029,Male,Yes,51,No,Artist,"",Average,3.0,Cat_6
460767,Male,Yes,57,Yes,Entertainment,8.0,Average,5.0,Cat_2
460767,Male,Yes,57,Yes,Entertainment,8.0,Average,5.0,Cat_2
459873,Male,Yes,55,Yes,Artist,"",Average,3.0,Cat_4
459873,Male,Yes,55,Yes,Artist,"",Average,3.0,Cat_4
461704,Male,Yes,30,Yes,Healthcare,1.0,Low,2.0,Cat_6
461704,Male,Yes,30,Yes,Healthcare,1.0,Low,2.0,Cat_6
464826,Male,No,23,No,Healthcare,6.0,Low,5.0,Cat_4
462677,Female,No,43,Yes,Artist,2.0,Low,4.0,Cat_6
463483,Male,Yes,29,No,Executive,1.0,High,2.0,Cat_6
459816,Male,Yes,37,Yes,Doctor,"",Low,2.0,Cat_6
467106,Male,Yes,45,Yes,Entertainment,4.0,Average,3.0,Cat_2
466522,Male,"",18,No,"",6.0,High,4.0,Cat_3
462128,Male,Yes,38,Yes,Artist,9.0,Average,2.0,Cat_6
467329,Female,No,40,Yes,Doctor,0.0,Low,1.0,Cat_6
467329,Female,No,40,Yes,Doctor,0.0,Low,1.0,Cat_6
462705,Female,Yes,69,No,Lawyer,0.0,Average,2.0,Cat_6
462705,Female,Yes,69,No,Lawyer,0.0,Average,2.0,Cat_6
466018,Male,Yes,72,Yes,Artist,0.0,Low,3.0,Cat_4
461263,Female,Yes,48,Yes,Artist,1.0,Low,1.0,Cat_4
460027,Female,No,37,Yes,Entertainment,6.0,Low,"",Cat_6
460027,Female,No,37,Yes,Entertainment,6.0,Low,"",Cat_6
460366,Male,No,28,No,Healthcare,1.0,Low,5.0,Cat_4
467543,Male,Yes,68,Yes,Lawyer,0.0,High,2.0,Cat_6
465206,Male,Yes,47,Yes,Artist,13.0,Low,1.0,Cat_6
467139,Female,No,30,Yes,Artist,0.0,Low,3.0,Cat_6
460689,Male,Yes,41,"",Executive,6.0,High,2.0,Cat_3
460689,Male,Yes,41,"",Executive,6.0,High,2.0,Cat_3
466752,Male,Yes,37,Yes,Healthcare,0.0,Low,1.0,Cat_6
466902,Male,Yes,50,Yes,Doctor,0.0,Average,3.0,Cat_6
459534,Male,Yes,36,Yes,Artist,0.0,Average,2.0,Cat_6
465538,Male,Yes,62,No,"",7.0,High,2.0,Cat_6
466226,Female,Yes,45,Yes,Artist,0.0,Average,5.0,Cat_6
463909,Female,No,25,Yes,Healthcare,1.0,Low,3.0,Cat_6
466099,Female,Yes,73,Yes,Lawyer,1.0,Low,1.0,Cat_6
465289,Male,Yes,25,Yes,Executive,1.0,High,2.0,Cat_6
467647,Male,No,28,Yes,Healthcare,2.0,Low,3.0,Cat_6
467647,Male,No,28,Yes,Healthcare,2.0,Low,3.0,Cat_6
465972,Female,No,47,Yes,Marketing,9.0,Low,1.0,Cat_6
459414,Female,No,39,Yes,"",8.0,Low,"",Cat_6
458990,Female,Yes,71,No,Lawyer,1.0,High,3.0,Cat_6
458990,Female,Yes,71,No,Lawyer,1.0,High,3.0,Cat_6
465707,Male,Yes,39,Yes,Entertainment,1.0,Average,4.0,Cat_3
464965,Male,Yes,76,No,Executive,"",Low,7.0,Cat_4
464056,Female,Yes,65,Yes,Artist,0.0,Average,2.0,Cat_6
465898,Female,No,37,Yes,Artist,12.0,Low,2.0,Cat_6
465898,Female,No,37,Yes,Artist,12.0,Low,2.0,Cat_6
465898,Female,No,37,Yes,Artist,12.0,Low,2.0,Cat_6
465550,Female,No,30,Yes,Healthcare,1.0,Low,6.0,Cat_3
463877,Male,Yes,42,No,Entertainment,0.0,Average,4.0,Cat_4
463877,Male,Yes,42,No,Entertainment,0.0,Average,4.0,Cat_4
459499,Female,Yes,81,No,Lawyer,"",High,2.0,Cat_6
463876,Male,Yes,49,Yes,Entertainment,1.0,Average,5.0,Cat_6
461811,Female,No,40,Yes,Healthcare,8.0,Low,4.0,Cat_2
467693,Male,Yes,61,Yes,Entertainment,7.0,High,5.0,Cat_6
463455,Male,Yes,46,No,Artist,0.0,Low,2.0,Cat_6
463455,Male,Yes,46,No,Artist,0.0,Low,2.0,Cat_6
459118,Male,No,21,No,Healthcare,"",Low,8.0,Cat_6
460852,Male,Yes,74,No,Executive,0.0,Low,"",""
460852,Male,Yes,74,No,Executive,0.0,Low,"",""
459141,Male,Yes,28,No,Artist,0.0,Average,2.0,Cat_6
467265,Female,No,28,No,Healthcare,1.0,Low,3.0,Cat_4
461920,Male,No,30,Yes,Entertainment,0.0,Low,"",Cat_6
465248,Female,No,18,No,Healthcare,3.0,Low,3.0,Cat_2
463478,Male,Yes,50,Yes,Artist,0.0,Average,4.0,Cat_6
465396,Female,Yes,39,No,Engineer,9.0,Average,6.0,Cat_4
461954,Female,Yes,35,No,Engineer,2.0,Average,6.0,Cat_2
464662,Female,Yes,50,Yes,Artist,1.0,High,3.0,Cat_4
462675,Male,Yes,56,Yes,Artist,"",Low,4.0,Cat_3
461908,Female,No,26,No,Healthcare,10.0,Low,1.0,Cat_6
465352,Male,Yes,61,Yes,Entertainment,1.0,Average,4.0,Cat_6
464215,Male,No,72,No,Marketing,1.0,Low,2.0,Cat_6
462971,Female,Yes,70,Yes,Engineer,0.0,Low,1.0,Cat_6
462971,Female,Yes,70,Yes,Engineer,0.0,Low,1.0,Cat_6
462971,Female,Yes,70,Yes,Engineer,0.0,Low,1.0,Cat_6
461221,Female,No,30,No,Marketing,1.0,Low,4.0,Cat_6
467411,Male,Yes,52,Yes,Artist,0.0,High,2.0,Cat_6
464103,Male,Yes,47,Yes,Artist,3.0,Average,2.0,Cat_6
464103,Male,Yes,47,Yes,Artist,3.0,Average,2.0,Cat_6
459797,Male,Yes,66,Yes,Entertainment,0.0,Average,3.0,Cat_6
459797,Male,Yes,66,Yes,Entertainment,0.0,Average,3.0,Cat_6
460513,Male,No,27,No,Healthcare,2.0,Low,4.0,Cat_3
460891,Female,Yes,36,No,Artist,2.0,Average,4.0,Cat_3
460311,Male,No,25,Yes,Entertainment,2.0,Low,3.0,Cat_1
466361,Female,Yes,72,Yes,Lawyer,1.0,High,2.0,Cat_6
463404,Male,Yes,29,No,Doctor,"",High,2.0,Cat_3
463281,Male,Yes,25,No,Entertainment,3.0,Average,2.0,Cat_3
463744,Female,No,27,Yes,Artist,1.0,Low,6.0,Cat_6
467914,Female,No,18,No,Healthcare,8.0,Low,5.0,Cat_6
462758,Male,No,18,No,Healthcare,0.0,Low,3.0,Cat_6
462758,Male,No,18,No,Healthcare,0.0,Low,3.0,Cat_6
465024,Male,Yes,52,Yes,Executive,0.0,High,4.0,Cat_6
465024,Male,Yes,52,Yes,Executive,0.0,High,4.0,Cat_6
465328,Male,Yes,35,No,Executive,0.0,High,5.0,Cat_6
460514,Male,Yes,43,Yes,Doctor,1.0,Low,4.0,Cat_3
466262,Male,No,41,Yes,Entertainment,1.0,Low,2.0,Cat_3
466262,Male,No,41,Yes,Entertainment,1.0,Low,2.0,Cat_3
467094,Female,No,27,No,Homemaker,8.0,Low,"",Cat_4
467094,Female,No,27,No,Homemaker,8.0,Low,"",Cat_4
464581,Female,No,25,No,Doctor,"",Low,4.0,Cat_6
464581,Female,No,25,No,Doctor,"",Low,4.0,Cat_6
459624,Male,No,18,No,Healthcare,"",Low,5.0,Cat_4
466415,Male,Yes,71,No,Marketing,1.0,Low,1.0,Cat_6
462364,Male,Yes,51,No,Artist,0.0,Low,3.0,Cat_6
464549,Male,Yes,52,Yes,Executive,1.0,Low,4.0,Cat_6
467962,Female,No,20,No,Healthcare,0.0,Low,"",Cat_6
464025,Male,No,19,No,Healthcare,1.0,Low,6.0,Cat_6
460385,Male,No,31,Yes,Healthcare,0.0,Low,4.0,Cat_6
460385,Male,No,31,Yes,Healthcare,0.0,Low,4.0,Cat_6
462551,Male,Yes,53,Yes,Doctor,14.0,Average,2.0,Cat_6
462047,Female,Yes,26,Yes,Artist,12.0,Average,2.0,Cat_6
462047,Female,Yes,26,Yes,Artist,12.0,Average,2.0,Cat_6
465690,Female,Yes,49,No,Healthcare,"",Average,2.0,Cat_4
466246,Male,No,19,No,Healthcare,0.0,Low,4.0,Cat_2
459561,Male,No,31,No,Healthcare,"",Low,3.0,Cat_4
467048,Female,Yes,65,Yes,Lawyer,0.0,High,3.0,Cat_6
467362,Male,Yes,73,No,Executive,1.0,Low,1.0,Cat_6
467362,Male,Yes,73,No,Executive,1.0,Low,1.0,Cat_6
460499,Female,"",58,No,Marketing,14.0,High,6.0,Cat_3
467236,Female,No,40,Yes,Lawyer,4.0,Low,1.0,Cat_6
467409,Male,No,35,Yes,Artist,8.0,Low,1.0,Cat_6
467409,Male,No,35,Yes,Artist,8.0,Low,1.0,Cat_6
464565,Male,No,30,Yes,Marketing,12.0,Low,4.0,Cat_6
459649,Male,Yes,39,Yes,Healthcare,1.0,Average,2.0,Cat_6
460594,Female,No,26,Yes,Homemaker,9.0,Low,"",Cat_3
465253,Male,No,21,No,Healthcare,1.0,Low,3.0,Cat_7
463933,Male,Yes,47,No,Executive,0.0,Low,7.0,Cat_4
462111,Male,Yes,36,Yes,Artist,6.0,Average,4.0,Cat_6
464121,Female,Yes,62,Yes,Engineer,1.0,Low,1.0,Cat_6
466197,Female,Yes,31,No,Engineer,8.0,Low,2.0,Cat_4
466197,Female,Yes,31,No,Engineer,8.0,Low,2.0,Cat_4
462921,Male,Yes,49,No,Artist,"",Average,4.0,Cat_6
464455,Female,Yes,74,Yes,Lawyer,1.0,High,2.0,Cat_6
464578,Female,No,26,Yes,Healthcare,0.0,Low,"",Cat_6
464858,Male,No,20,No,Healthcare,1.0,Low,3.0,Cat_4
462835,Male,Yes,59,No,Engineer,"",Average,4.0,Cat_6
465225,Male,No,48,Yes,Engineer,0.0,Low,1.0,Cat_2
