age,fnlwgt,logfnl,education-num,capital-gain,capital-loss,hours-per-week,workclass,education,marital-status,occupation,relationship,race,sex,native-country,income
33.0,185480,5.268297087,13.0,0,0,45.0,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female,United-States,<=50K
43.0,477983,5.679412451,9.0,0,0,40.0,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,United-States,<=50K
36.0,200352,5.301793682,13.0,0,0,45.0,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,<=50K
21.0,153718,5.186724725,10.0,0,0,25.0,Private,Some-college,Never-married,Other-service,Not-in-family,Asian-Pac-Islander,Female,United-States,<=50K
19.0,860348,5.934674153,10.0,0,0,25.0,?,Some-college,Never-married,?,Own-child,Black,Female,United-States,<=50K
43.0,50356,4.702051225,10.0,0,1485,50.0,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,<=50K
23.0,211601,5.325517716,11.0,0,0,15.0,?,Assoc-voc,Never-married,?,Own-child,Black,Female,United-States,<=50K
55.0,98545,4.993634594,6.0,0,0,40.0,Local-gov,10th,Married-civ-spouse,Adm-clerical,Husband,White,Male,United-States,<=50K
53.0,242606,5.384901537,9.0,0,0,40.0,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,United-States,<=50K
17.0,270942,5.432876332,3.0,0,0,48.0,Private,5th-6th,Never-married,Other-service,Other-relative,White,Male,Mexico,<=50K
22.0,293364,5.467406819,10.0,0,0,40.0,State-gov,Some-college,Never-married,Protective-serv,Own-child,Black,Female,United-States,<=50K
43.0,241895,5.383626892,13.0,0,0,42.0,Self-emp-not-inc,Bachelors,Never-married,Sales,Not-in-family,White,Male,United-States,<=50K
26.0,192262,5.283893456,9.0,0,0,40.0,Private,HS-grad,Married-civ-spouse,Other-service,Husband,White,Male,United-States,<=50K
62.0,270092,5.431511721,14.0,0,0,40.0,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,>50K
43.0,180609,5.256739388,13.0,0,0,45.0,Private,Bachelors,Married-civ-spouse,Transport-moving,Husband,White,Male,United-States,<=50K
39.0,481060,5.682199247,9.0,0,0,40.0,Private,HS-grad,Divorced,Sales,Unmarried,White,Female,United-States,<=50K
19.0,232392,5.366221174,9.0,0,0,40.0,Private,HS-grad,Never-married,Other-service,Other-relative,White,Female,United-States,<=50K
34.0,98101,4.991673434,13.0,7688,0,45.0,State-gov,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,?,>50K
44.0,115562,5.062815049,10.0,0,0,40.0,Private,Some-college,Married-civ-spouse,Tech-support,Husband,White,Male,United-States,<=50K
41.0,42346,4.626812393,10.0,0,0,24.0,Local-gov,Some-college,Divorced,Other-service,Not-in-family,Black,Female,United-States,<=50K
24.0,241951,5.383727421,9.0,0,0,40.0,Private,HS-grad,Never-married,Handlers-cleaners,Unmarried,Black,Female,United-States,<=50K
31.0,1033222,6.014193645,10.0,0,0,40.0,State-gov,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,United-States,<=50K
20.0,61777,4.790826814,10.0,0,0,30.0,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,United-States,<=50K
17.0,202521,5.306470063,7.0,0,0,40.0,?,11th,Never-married,?,Own-child,White,Male,United-States,<=50K
24.0,191073,5.281199322,9.0,0,0,40.0,Federal-gov,HS-grad,Never-married,Armed-Forces,Own-child,White,Male,United-States,<=50K
32.0,115745,5.063502239,10.0,0,0,40.0,?,Some-college,Married-civ-spouse,?,Husband,White,Male,United-States,<=50K
32.0,132601,5.122546799,13.0,0,0,50.0,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,<=50K
27.0,161155,5.207243784,6.0,0,0,40.0,Private,10th,Never-married,Other-service,Not-in-family,White,Male,United-States,<=50K
62.0,114060,5.057133367,9.0,0,0,40.0,Local-gov,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,United-States,<=50K
27.0,201872,5.305076086,10.0,0,0,50.0,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,United-States,<=50K
36.0,27053,4.432215433,9.0,0,0,40.0,Self-emp-not-inc,HS-grad,Separated,Other-service,Unmarried,White,Female,United-States,<=50K
54.0,212960,5.328298038,13.0,0,0,35.0,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,United-States,>50K
20.0,27337,4.436750853,9.0,0,0,48.0,Private,HS-grad,Never-married,Handlers-cleaners,Own-child,,Male,United-States,<=50K
45.0,433665,5.637154373,4.0,0,0,40.0,Private,7th-8th,Separated,Other-service,Unmarried,White,Female,Mexico,<=50K
29.0,110663,5.044002439,9.0,0,0,35.0,Self-emp-not-inc,HS-grad,Separated,Craft-repair,Not-in-family,White,Male,United-States,<=50K
29.0,34292,4.535192815,10.0,0,0,60.0,Private,Some-college,Never-married,Adm-clerical,Not-in-family,White,Male,United-States,<=50K
32.0,239824,5.379892642,13.0,0,0,40.0,Private,Bachelors,Never-married,Tech-support,Not-in-family,White,Male,United-States,<=50K
19.0,217039,5.33653778,10.0,0,0,28.0,Private,Some-college,Never-married,Adm-clerical,Own-child,White,Male,United-States,<=50K
26.0,208122,5.318317991,13.0,1055,0,40.0,Local-gov,Bachelors,Never-married,Prof-specialty,Own-child,White,Male,United-States,<=50K
30.0,369027,5.567058143,9.0,0,0,45.0,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,Black,Male,United-States,<=50K
52.0,51048,4.707978732,13.0,0,0,55.0,Self-emp-inc,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,United-States,<=50K
30.0,103649,5.015565116,13.0,0,0,40.0,Private,Bachelors,Married-civ-spouse,Adm-clerical,Wife,Black,Female,United-States,>50K
31.0,55849,4.747015401,10.0,0,0,45.0,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,<=50K
24.0,556660,5.745590015,9.0,4101,0,50.0,Private,HS-grad,Never-married,Exec-managerial,Other-relative,White,Male,United-States,<=50K
27.0,288341,5.4599064,9.0,0,0,32.0,Private,HS-grad,Never-married,Machine-op-inspct,Own-child,White,Female,United-States,<=50K
35.0,261293,5.417127775,14.0,0,0,60.0,Private,Masters,Never-married,Sales,Not-in-family,White,Male,United-States,<=50K
22.0,240817,5.381687142,9.0,2597,0,40.0,Private,HS-grad,Never-married,Sales,Own-child,White,Female,United-States,<=50K
32.0,226267,5.354621219,10.0,0,0,40.0,Private,Some-college,Married-civ-spouse,Adm-clerical,Husband,White,Male,Mexico,<=50K
58.0,204021,5.309674872,9.0,0,0,50.0,Self-emp-not-inc,HS-grad,Widowed,Exec-managerial,Not-in-family,White,Male,United-States,<=50K
36.0,382635,5.582784693,13.0,0,0,35.0,Local-gov,Bachelors,Divorced,Adm-clerical,Unmarried,White,Female,Honduras,<=50K
22.0,214399,5.331222755,10.0,0,0,15.0,Private,Some-college,Never-married,Sales,Own-child,White,Female,United-States,<=50K
34.0,217460,5.337379384,13.0,0,0,45.0,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,>50K
23.0,352139,5.546714127,10.0,0,0,24.0,Private,Some-college,Never-married,Other-service,Not-in-family,White,Female,United-States,<=50K
55.0,200939,5.303064237,9.0,0,0,72.0,Self-emp-not-inc,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,United-States,<=50K
32.0,267736,5.427706771,10.0,0,0,40.0,Private,Some-college,Never-married,Adm-clerical,Own-child,Black,Female,United-States,<=50K
33.0,120064,5.079412808,13.0,0,0,45.0,Local-gov,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female,United-States,<=50K
59.0,192130,5.283595183,9.0,0,0,16.0,?,HS-grad,Married-civ-spouse,?,Husband,White,Male,United-States,<=50K
43.0,274363,5.438325543,13.0,0,1902,40.0,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,England,>50K
20.0,138768,5.142289329,9.0,0,0,30.0,Private,HS-grad,Never-married,Transport-moving,Own-child,White,Male,United-States,<=50K
57.0,34269,4.534901432,9.0,0,653,42.0,Private,HS-grad,Widowed,Transport-moving,Unmarried,White,Male,United-States,>50K
42.0,257780,5.411249219,7.0,0,0,15.0,?,11th,Married-civ-spouse,?,Husband,White,Male,United-States,<=50K
26.0,280093,5.447302255,10.0,0,0,40.0,Private,Some-college,Never-married,Handlers-cleaners,Own-child,White,Male,United-States,<=50K
62.0,291175,5.464154084,13.0,0,0,48.0,Local-gov,Bachelors,Widowed,Prof-specialty,Not-in-family,White,Female,United-States,<=50K
49.0,38563,4.586170812,13.0,0,0,56.0,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Female,United-States,>50K
39.0,176186,5.245971396,10.0,0,0,50.0,Private,Some-college,Married-civ-spouse,Farming-fishing,Husband,White,Male,United-States,>50K
51.0,160724,5.206080732,13.0,0,2415,40.0,Self-emp-not-inc,Bachelors,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Male,China,>50K
49.0,72393,4.859696574,5.0,0,0,40.0,Private,,Divorced,Machine-op-inspct,Not-in-family,White,Female,United-States,<=50K
37.0,183800,5.264345507,13.0,7688,0,50.0,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,>50K
47.0,341995,5.534019757,10.0,0,0,55.0,Private,Some-college,Divorced,Sales,Own-child,White,Male,United-States,<=50K
24.0,202570,5.306575128,13.0,0,0,15.0,Private,Bachelors,Never-married,Prof-specialty,Own-child,Black,Male,United-States,<=50K
27.0,93235,4.969578975,9.0,0,0,30.0,Private,HS-grad,Never-married,Sales,Not-in-family,White,Male,United-States,<=50K
38.0,278924,5.445485885,10.0,0,0,44.0,Private,Some-college,Divorced,Craft-repair,Not-in-family,White,Male,United-States,<=50K
23.0,543028,5.734822224,9.0,0,0,40.0,Private,HS-grad,Never-married,Sales,Own-child,Black,Male,United-States,<=50K
67.0,76860,4.88570038,9.0,0,0,40.0,Self-emp-inc,HS-grad,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,United-States,>50K
21.0,186648,5.271023341,10.0,0,0,20.0,Private,Some-college,Never-married,Other-service,Own-child,White,Male,United-States,<=50K
23.0,257509,5.410792412,10.0,0,0,25.0,Private,Some-college,Never-married,Sales,Not-in-family,White,Male,United-States,<=50K
33.0,373662,5.572478934,2.0,0,0,40.0,Private,1st-4th,,Priv-house-serv,Not-in-family,White,Female,Guatemala,<=50K
41.0,132222,5.121303722,15.0,0,2415,40.0,Private,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,>50K
38.0,196373,5.293081775,9.0,0,0,40.0,Self-emp-inc,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,>50K
51.0,269080,5.429881419,4.0,0,0,40.0,Private,7th-8th,Widowed,Other-service,Unmarried,Black,Female,United-States,<=50K
36.0,526968,5.721784244,6.0,0,0,40.0,Private,10th,Divorced,Exec-managerial,Unmarried,White,Female,United-States,<=50K
35.0,368825,5.566820351,10.0,0,0,60.0,Self-emp-inc,Some-college,Married-civ-spouse,Sales,Husband,White,Male,United-States,>50K
48.0,164966,5.217394444,13.0,0,0,40.0,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,India,>50K
36.0,94954,4.977513264,11.0,0,0,20.0,?,Assoc-voc,Widowed,?,Not-in-family,White,Female,United-States,<=50K
34.0,202046,5.305450257,9.0,0,0,35.0,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,>50K
78.0,182977,5.262396503,9.0,2964,0,40.0,Private,HS-grad,Widowed,Other-service,Not-in-family,Black,Female,United-States,<=50K
47.0,192835,5.285185862,9.0,0,0,50.0,Private,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,United-States,>50K
35.0,290226,5.462736316,9.0,0,0,45.0,Private,HS-grad,Never-married,Exec-managerial,Not-in-family,White,Male,United-States,<=50K
48.0,33109,4.519946064,13.0,0,0,58.0,Federal-gov,Bachelors,Divorced,Exec-managerial,Unmarried,White,Male,United-States,>50K
50.0,168212,5.225856975,16.0,0,1902,65.0,Private,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,>50K
34.0,157886,5.198343622,12.0,0,0,40.0,Private,Assoc-acdm,Separated,Other-service,Unmarried,White,Female,United-States,<=50K
22.0,34029,4.531849187,13.0,0,0,20.0,Local-gov,Bachelors,Never-married,Prof-specialty,Own-child,White,Female,United-States,<=50K
32.0,118161,5.072474158,9.0,0,0,40.0,Private,HS-grad,Married-civ-spouse,Protective-serv,Husband,White,Male,United-States,<=50K
29.0,201954,5.305252459,13.0,0,0,35.0,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Male,United-States,<=50K
34.0,107793,5.032590559,9.0,0,0,40.0,Private,HS-grad,Divorced,Craft-repair,Not-in-family,White,Male,United-States,<=50K
41.0,227644,5.357256208,9.0,0,0,50.0,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,United-States,<=50K
36.0,112497,5.051140941,13.0,0,0,40.0,Private,Bachelors,Married-civ-spouse,Tech-support,Husband,White,Male,United-States,<=50K
34.0,181934,5.259913868,9.0,0,0,40.0,?,HS-grad,Divorced,?,Not-in-family,White,Female,United-States,<=50K
42.0,184018,5.264860306,10.0,0,0,40.0,?,Some-college,Divorced,?,Unmarried,White,Male,United-States,<=50K
41.0,328447,5.516465299,2.0,0,0,35.0,Private,1st-4th,Married-civ-spouse,Craft-repair,Husband,White,Male,Mexico,<=50K
46.0,185041,5.267267967,9.0,0,0,50.0,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,United-States,<=50K
58.0,169982,5.230402935,10.0,0,0,40.0,?,Some-college,Married-civ-spouse,?,Husband,White,Male,United-States,>50K
50.0,356619,5.552204478,9.0,0,0,48.0,State-gov,HS-grad,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,>50K
47.0,45857,4.661405639,9.0,0,0,40.0,Private,HS-grad,Never-married,Adm-clerical,Unmarried,White,Female,United-States,<=50K
59.0,151616,5.180745035,14.0,0,0,55.0,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,<=50K
30.0,235271,5.371568398,13.0,0,0,50.0,Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,>50K
54.0,99185,4.996445998,16.0,15024,0,45.0,Private,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,>50K
38.0,22245,4.34723241,14.0,0,0,72.0,Private,Masters,Married-civ-spouse,Transport-moving,Husband,White,Male,?,>50K
42.0,166813,5.222229893,10.0,0,0,60.0,Self-emp-not-inc,Some-college,Married-civ-spouse,Farming-fishing,Husband,White,Male,United-States,<=50K
75.0,208426,5.318951894,15.0,0,0,35.0,Self-emp-not-inc,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,<=50K
31.0,106347,5.026725243,7.0,0,0,42.0,Private,11th,Separated,Other-service,Not-in-family,Black,Female,United-States,<=50K
34.0,441454,5.644885456,9.0,0,0,24.0,Private,HS-grad,Never-married,Sales,Not-in-family,White,Female,United-States,<=50K
31.0,185732,5.268886735,9.0,0,0,30.0,Private,HS-grad,Never-married,Other-service,Own-child,White,Female,United-States,<=50K
62.0,192866,5.285255673,10.0,0,0,20.0,Private,Some-college,Widowed,Other-service,Not-in-family,White,Female,United-States,<=50K
54.0,166459,5.221307281,15.0,99999,0,60.0,Self-emp-inc,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,>50K
29.0,128604,5.109254477,9.0,0,0,40.0,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,United-States,<=50K
73.0,29778,4.473895526,9.0,0,0,37.0,Private,HS-grad,Widowed,Other-service,Not-in-family,White,Female,United-States,<=50K
31.0,163594,5.213767371,9.0,0,0,45.0,Private,HS-grad,Never-married,Sales,Not-in-family,White,Female,United-States,<=50K
67.0,171584,5.234476788,13.0,6514,0,7.0,Private,Bachelors,Married-civ-spouse,Protective-serv,Husband,White,Male,United-States,>50K
21.0,164019,5.21489416,10.0,0,0,10.0,Private,Some-college,Never-married,Farming-fishing,Own-child,Black,Male,United-States,<=50K
45.0,283037,5.451843212,13.0,0,0,40.0,Federal-gov,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,<=50K
41.0,144928,5.161152299,13.0,0,0,40.0,State-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,>50K
27.0,190525,5.27995197,9.0,0,0,50.0,Private,HS-grad,Never-married,Sales,Not-in-family,White,Male,United-States,>50K
33.0,40681,4.60939162,10.0,3674,0,16.0,Private,Some-college,Never-married,Prof-specialty,Not-in-family,White,Female,United-States,<=50K
71.0,269708,5.430893829,13.0,2329,0,16.0,Private,Bachelors,Divorced,Tech-support,Own-child,White,Female,United-States,<=50K
38.0,34180,4.533772058,10.0,0,0,40.0,State-gov,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,<=50K
61.0,134768,5.129586783,13.0,0,0,50.0,Self-emp-inc,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,Germany,>50K
41.0,102332,5.010011462,9.0,0,0,40.0,Private,HS-grad,Divorced,Sales,Unmarried,Black,Female,United-States,<=50K
39.0,24342,4.386356258,13.0,0,0,40.0,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,>50K
31.0,179186,5.253304075,13.0,0,0,90.0,Private,Bachelors,Married-civ-spouse,Sales,Husband,Black,Male,United-States,>50K
31.0,127610,5.105884709,13.0,0,0,40.0,Private,Bachelors,Married-civ-spouse,Prof-specialty,Wife,White,Female,United-States,>50K
47.0,115070,5.060962113,10.0,0,0,40.0,Private,Some-college,Never-married,Adm-clerical,Not-in-family,White,Female,United-States,<=50K
19.0,172582,5.236995498,10.0,0,0,50.0,?,Some-college,Never-married,?,Own-child,White,Male,United-States,<=50K
35.0,211115,5.324519092,10.0,0,0,40.0,State-gov,Some-college,Never-married,Protective-serv,Not-in-family,Black,Male,United-States,<=50K
28.0,441620,5.645048733,13.0,0,0,43.0,Private,Bachelors,Never-married,Other-service,Not-in-family,White,Male,Mexico,<=50K
50.0,175339,5.243878525,9.0,0,1672,60.0,Self-emp-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,<=50K
38.0,83727,4.92286553,9.0,0,0,48.0,Private,HS-grad,Divorced,Other-service,Unmarried,White,Female,United-States,<=50K
53.0,263925,5.42148053,9.0,99999,0,40.0,Self-emp-inc,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,United-States,>50K
31.0,209448,5.321076218,6.0,2105,0,40.0,Private,10th,Married-civ-spouse,Farming-fishing,Husband,White,Male,Mexico,<=50K
26.0,101150,5.004965887,9.0,0,0,41.0,Private,HS-grad,Divorced,Exec-managerial,Not-in-family,White,Female,United-States,<=50K
25.0,224943,5.352072483,10.0,0,0,40.0,Private,Some-college,,Prof-specialty,Unmarried,Black,Male,United-States,<=50K
37.0,217054,5.336567794,13.0,0,0,35.0,Self-emp-inc,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,>50K
20.0,170800,5.232487866,10.0,0,0,40.0,Private,Some-college,Never-married,Farming-fishing,Own-child,White,Female,United-States,<=50K
48.0,125421,5.098370259,14.0,0,0,40.0,Private,Masters,Divorced,Exec-managerial,Unmarried,White,Female,United-States,>50K
26.0,197156,5.294809998,9.0,0,0,30.0,State-gov,HS-grad,Divorced,Adm-clerical,Own-child,White,Female,United-States,<=50K
17.0,163494,5.213501819,6.0,0,0,30.0,Private,10th,Never-married,Sales,Own-child,White,Male,United-States,<=50K
21.0,236684,5.3741689,10.0,0,0,8.0,Private,Some-college,Never-married,Other-service,Other-relative,Black,Female,United-States,<=50K
29.0,111900,5.048830087,10.0,0,0,40.0,Private,Some-college,Married-civ-spouse,Farming-fishing,Husband,White,Male,United-States,<=50K
24.0,147253,5.168064151,10.0,0,0,50.0,State-gov,Some-college,Never-married,Tech-support,Not-in-family,White,Male,United-States,<=50K
19.0,176570,5.246916917,7.0,0,0,60.0,Private,11th,Never-married,Machine-op-inspct,Own-child,White,Male,United-States,<=50K
31.0,175548,5.244395886,9.0,0,0,35.0,Private,HS-grad,Never-married,Other-service,Not-in-family,Other,Female,United-States,<=50K
65.0,209280,5.320727727,14.0,6514,0,35.0,State-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,>50K
71.0,133821,5.126524271,9.0,0,0,20.0,Self-emp-inc,HS-grad,Married-civ-spouse,Adm-clerical,Wife,White,Female,United-States,>50K
41.0,421871,5.625179672,9.0,0,0,40.0,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,Black,Male,United-States,>50K
44.0,120277,5.080182587,13.0,15024,0,50.0,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,Italy,>50K
47.0,198901,5.298636967,9.0,0,0,48.0,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,<=50K
49.0,107231,5.030320356,9.0,0,2002,40.0,Local-gov,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,<=50K
50.0,160151,5.204529655,10.0,0,0,60.0,Self-emp-inc,Some-college,Married-civ-spouse,Sales,Husband,White,Male,United-States,>50K
27.0,128059,5.107410106,10.0,0,0,50.0,Federal-gov,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,<=50K
20.0,211466,5.32524055,9.0,0,0,80.0,Self-emp-not-inc,HS-grad,Never-married,Transport-moving,Own-child,White,Male,United-States,<=50K
37.0,171150,5.233376903,9.0,0,1887,50.0,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,>50K
53.0,281590,5.449617228,9.0,15024,0,40.0,State-gov,HS-grad,Married-civ-spouse,Exec-managerial,Wife,White,Female,United-States,>50K
37.0,256723,5.409464779,10.0,0,0,35.0,Private,Some-college,Divorced,Adm-clerical,Unmarried,Black,Female,United-States,<=50K
51.0,101119,5.004832766,9.0,0,0,70.0,Local-gov,HS-grad,Married-civ-spouse,Protective-serv,Husband,White,Male,United-States,<=50K
40.0,218995,5.340434199,10.0,0,0,42.0,Local-gov,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,>50K
24.0,180060,5.255417246,14.0,6849,0,90.0,Private,Masters,Never-married,Exec-managerial,Own-child,White,Male,United-States,<=50K
64.0,134960,5.13020507,13.0,15024,0,35.0,Self-emp-not-inc,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,>50K
37.0,349689,5.543681971,9.0,0,0,40.0,Private,HS-grad,Divorced,Adm-clerical,Unmarried,White,Female,United-States,<=50K
32.0,195576,5.29131556,7.0,0,0,40.0,Private,11th,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,United-States,<=50K
59.0,147707,5.169401078,9.0,0,2339,40.0,Local-gov,HS-grad,Widowed,Farming-fishing,Unmarried,White,Male,United-States,<=50K
42.0,339671,5.53105847,13.0,8614,0,45.0,Local-gov,Bachelors,,Prof-specialty,Not-in-family,White,Female,United-States,>50K
32.0,35595,4.551388997,13.0,0,0,40.0,Private,Bachelors,Never-married,Adm-clerical,Not-in-family,White,Male,United-States,<=50K
59.0,183606,5.263886869,7.0,0,0,40.0,Private,11th,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,United-States,<=50K
57.0,114495,5.058786521,9.0,0,0,60.0,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,<=50K
22.0,267174,5.426794193,9.0,0,0,40.0,Private,HS-grad,Never-married,Handlers-cleaners,Own-child,Black,Male,United-States,<=50K
19.0,418324,5.621512782,10.0,0,0,36.0,Private,Some-college,Never-married,Sales,Own-child,White,Male,United-States,<=50K
19.0,286469,5.457077632,10.0,0,0,30.0,Private,Some-college,Never-married,Sales,Own-child,White,Female,United-States,<=50K
45.0,191914,5.283106657,9.0,0,0,55.0,Private,HS-grad,Divorced,Transport-moving,Unmarried,White,Female,United-States,<=50K
23.0,64292,4.808156936,9.0,0,0,40.0,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Female,United-States,<=50K
