age,fnlwgt,logfnl,education-num,capital-gain,capital-loss,hours-per-week,workclass,education,marital-status,occupation,relationship,race,sex,native-country,income
34.0,106742.0,5.028335336,9.0,0.0,0,45.0,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,<=50K
33.0,182556.0,5.261396111,13.0,0.0,0,40.0,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,>50K
29.0,92262.0,4.965022865,9.0,0.0,0,48.0,Local-gov,HS-grad,Never-married,Protective-serv,Own-child,White,Male,United-States,<=50K
45.0,86644.0,4.937738494,13.0,0.0,0,55.0,Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,Wife,White,Female,United-States,<=50K
54.0,113000.0,5.053078443,10.0,0.0,0,40.0,Local-gov,Some-college,Married-civ-spouse,Farming-fishing,Husband,White,Male,United-States,<=50K
24.0,140027.0,5.146211784,10.0,0.0,0,45.0,Private,Some-college,Never-married,Machine-op-inspct,Own-child,Black,Female,United-States,<=50K
36.0,271767.0,5.43419672,13.0,0.0,0,40.0,Private,Bachelors,Separated,Prof-specialty,Not-in-family,White,Male,?,<=50K
26.0,181655.0,5.259247356,11.0,0.0,2377,45.0,Private,Assoc-voc,Married-civ-spouse,Adm-clerical,Husband,White,Male,United-States,<=50K
35.0,234901.0,5.370884866,10.0,2407.0,0,40.0,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,<=50K
36.0,101460.0,5.006294858,9.0,0.0,0,18.0,Private,HS-grad,Never-married,Other-service,Not-in-family,White,Female,United-States,<=50K
36.0,51838.0,4.714648237,10.0,0.0,0,40.0,Private,Some-college,Divorced,Adm-clerical,Unmarried,White,Female,United-States,<=50K
54.0,279129.0,5.44580496,10.0,0.0,0,40.0,Private,Some-college,Never-married,Tech-support,Not-in-family,White,Male,United-States,<=50K
28.0,196690.0,5.29378228,11.0,0.0,1669,42.0,Private,Assoc-voc,Never-married,Machine-op-inspct,Not-in-family,White,Female,United-States,<=50K
40.0,237601.0,5.375848264,13.0,0.0,0,55.0,Private,Bachelors,Never-married,Sales,Not-in-family,Other,Female,United-States,>50K
61.0,36671.0,4.564322753,9.0,0.0,2352,50.0,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,United-States,<=50K
18.0,231193.0,5.36397468,8.0,0.0,0,30.0,Private,12th,Never-married,Machine-op-inspct,Own-child,White,Male,United-States,<=50K
43.0,154538.0,5.189035287,12.0,0.0,0,40.0,Private,Assoc-acdm,Divorced,Craft-repair,Not-in-family,White,Male,United-States,<=50K
31.0,51471.0,4.711562606,9.0,0.0,0,38.0,Private,HS-grad,Divorced,Adm-clerical,Unmarried,White,Female,United-States,<=50K
41.0,254440.0,5.405585387,11.0,0.0,0,60.0,Private,Assoc-voc,Never-married,Prof-specialty,Not-in-family,White,Female,United-States,<=50K
26.0,96467.0,4.984378773,13.0,0.0,0,40.0,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female,United-States,<=50K
48.0,285335.0,5.455355047,7.0,0.0,0,50.0,Private,11th,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,<=50K
38.0,411797.0,5.614683178,11.0,0.0,0,40.0,Private,Assoc-voc,Divorced,Adm-clerical,Unmarried,White,Female,United-States,<=50K
32.0,270335.0,5.431902277,13.0,0.0,0,40.0,Private,Bachelors,Married-civ-spouse,Adm-clerical,Other-relative,White,Male,Philippines,>50K
37.0,183800.0,5.264345507,13.0,7688.0,0,50.0,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,>50K
63.0,28856.0,4.460236129,4.0,0.0,0,55.0,Local-gov,7th-8th,Married-civ-spouse,Other-service,Husband,White,Male,United-States,<=50K
53.0,68898.0,4.838206615,10.0,0.0,0,40.0,Private,Some-college,Married-civ-spouse,Tech-support,Husband,White,Male,United-States,<=50K
27.0,93235.0,4.969578975,9.0,0.0,0,30.0,Private,HS-grad,Never-married,Sales,Not-in-family,White,Male,United-States,<=50K
38.0,278924.0,5.445485885,10.0,0.0,0,44.0,Private,Some-college,Divorced,Craft-repair,Not-in-family,White,Male,United-States,<=50K
32.0,262153.0,5.418554832,9.0,0.0,0,40.0,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,United-States,<=50K
36.0,108293.0,5.034600385,13.0,0.0,1977,45.0,Self-emp-inc,Bachelors,Married-civ-spouse,Exec-managerial,Wife,White,Female,United-States,>50K
44.0,325159.0,5.512095779,10.0,0.0,0,40.0,Self-emp-not-inc,Some-college,Divorced,Farming-fishing,Unmarried,White,Male,United-States,<=50K
41.0,239683.0,5.379637232,6.0,0.0,0,30.0,Private,10th,Married-civ-spouse,Craft-repair,Husband,White,Male,?,<=50K
36.0,94954.0,4.977513264,11.0,0.0,0,20.0,?,Assoc-voc,Widowed,?,Not-in-family,White,Female,United-States,<=50K
34.0,202046.0,5.305450257,9.0,0.0,0,35.0,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,>50K
31.0,162572.0,5.211045749,9.0,0.0,0,16.0,Private,HS-grad,Never-married,Other-service,Own-child,White,Male,United-States,<=50K
39.0,180804.0,5.257208034,9.0,0.0,0,40.0,Self-emp-inc,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,>50K
26.0,109186.0,5.038166956,10.0,0.0,0,50.0,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,Germany,<=50K
42.0,209370.0,5.320914453,9.0,0.0,0,30.0,Private,HS-grad,Separated,Sales,Not-in-family,White,Female,United-States,<=50K
43.0,341204.0,5.533014114,10.0,0.0,0,40.0,Private,Some-college,Divorced,Adm-clerical,Not-in-family,White,Female,United-States,<=50K
54.0,377701.0,5.577148135,9.0,0.0,0,32.0,Private,HS-grad,Married-civ-spouse,Other-service,Husband,White,Male,Mexico,<=50K
48.0,55863.0,4.747124255,16.0,0.0,1902,46.0,State-gov,Doctorate,Married-civ-spouse,Prof-specialty,Wife,White,Female,United-States,>50K
22.0,191342.0,5.281810309,13.0,0.0,0,50.0,Private,Bachelors,Never-married,Sales,Own-child,Asian-Pac-Islander,Male,Taiwan,<=50K
41.0,133060.0,5.124047519,12.0,0.0,0,40.0,Federal-gov,Assoc-acdm,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,>50K
19.0,80710.0,4.906927347,9.0,0.0,0,40.0,?,HS-grad,Never-married,?,Own-child,White,Female,United-States,<=50K
41.0,118619.0,5.074154258,13.0,0.0,0,50.0,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,Black,Male,United-States,<=50K
69.0,168139.0,5.22566846,9.0,0.0,0,40.0,Private,HS-grad,Married-civ-spouse,Sales,Wife,White,Female,United-States,<=50K
28.0,294936.0,5.469727786,13.0,0.0,0,45.0,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,<=50K
41.0,328447.0,5.516465299,2.0,0.0,0,35.0,Private,1st-4th,Married-civ-spouse,Craft-repair,Husband,White,Male,Mexico,<=50K
46.0,185041.0,5.267267967,9.0,0.0,0,50.0,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,United-States,<=50K
43.0,165309.0,5.218296499,9.0,0.0,0,40.0,State-gov,HS-grad,Married-civ-spouse,Protective-serv,Husband,White,Male,United-States,<=50K
51.0,241346.0,5.382640105,9.0,0.0,0,43.0,Private,HS-grad,Divorced,Adm-clerical,Not-in-family,White,Female,United-States,<=50K
36.0,416745.0,5.619870398,13.0,0.0,0,40.0,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,<=50K
48.0,182862.0,5.262123465,10.0,0.0,0,40.0,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,>50K
49.0,116892.0,5.067784789,13.0,0.0,0,40.0,Local-gov,Bachelors,Divorced,Prof-specialty,Not-in-family,Black,Female,United-States,<=50K
59.0,151616.0,5.180745035,14.0,0.0,0,55.0,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,<=50K
37.0,203070.0,5.307645769,10.0,0.0,0,62.0,Private,Some-college,Separated,Adm-clerical,Own-child,White,Male,United-States,<=50K
31.0,32406.0,4.510625428,10.0,0.0,0,20.0,Private,Some-college,Divorced,Craft-repair,Unmarried,White,Female,United-States,<=50K
48.0,243631.0,5.386732548,10.0,7688.0,0,40.0,Self-emp-not-inc,Some-college,Married-civ-spouse,Craft-repair,Husband,,Male,United-States,>50K
38.0,165799.0,5.219581907,10.0,0.0,0,12.0,Local-gov,Some-college,Never-married,Other-service,Not-in-family,White,Male,United-States,<=50K
30.0,283767.0,5.452961889,9.0,0.0,0,40.0,Private,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,?,<=50K
38.0,65466.0,4.816015806,13.0,0.0,0,50.0,Private,Bachelors,Never-married,Adm-clerical,Not-in-family,White,Female,United-States,<=50K
31.0,163594.0,5.213767371,9.0,0.0,0,45.0,Private,HS-grad,Never-married,Sales,Not-in-family,White,Female,United-States,<=50K
24.0,96279.0,4.983531571,9.0,0.0,0,40.0,Private,HS-grad,Never-married,Machine-op-inspct,Own-child,White,Female,United-States,<=50K
17.0,138507.0,5.141471723,6.0,0.0,0,20.0,?,10th,Never-married,?,Own-child,White,Male,United-States,<=50K
29.0,285290.0,5.455286549,7.0,0.0,0,40.0,Private,11th,Never-married,Other-service,Unmarried,Black,Female,United-States,<=50K
20.0,324469.0,5.51117321,10.0,0.0,0,40.0,Private,Some-college,Never-married,Machine-op-inspct,Not-in-family,White,Female,United-States,<=50K
39.0,174938.0,5.242884157,13.0,0.0,0,40.0,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,United-States,<=50K
28.0,225904.0,5.353923921,15.0,0.0,0,40.0,State-gov,Prof-school,Never-married,Prof-specialty,Unmarried,White,Male,United-States,<=50K
36.0,153078.0,5.184912779,13.0,0.0,0,60.0,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,?,>50K
62.0,225652.0,5.353439187,4.0,3411.0,0,50.0,?,7th-8th,Married-civ-spouse,?,Husband,White,Male,United-States,<=50K
42.0,173938.0,5.240394472,9.0,0.0,0,40.0,Private,HS-grad,Separated,Sales,Own-child,White,Female,United-States,<=50K
61.0,190997.0,5.281026546,9.0,0.0,0,6.0,?,HS-grad,Married-civ-spouse,?,Husband,White,Male,United-States,<=50K
43.0,221550.0,5.345471754,14.0,0.0,0,30.0,Private,Masters,Never-married,Other-service,Not-in-family,White,Female,Poland,<=50K
65.0,198766.0,5.298342098,14.0,20051.0,0,40.0,Private,Masters,Married-civ-spouse,Sales,Husband,White,Male,United-States,>50K
37.0,349116.0,5.542969753,9.0,0.0,0,44.0,Private,HS-grad,Never-married,Sales,Not-in-family,Black,Male,United-States,<=50K
27.0,29904.0,4.475729284,13.0,0.0,0,40.0,Private,Bachelors,Never-married,Tech-support,Not-in-family,White,Female,United-States,<=50K
40.0,289403.0,5.461503029,4.0,0.0,1887,40.0,Local-gov,7th-8th,Married-civ-spouse,Craft-repair,Husband,Black,Male,?,>50K
54.0,114758.0,5.059782971,14.0,0.0,0,50.0,Self-emp-not-inc,Masters,Married-civ-spouse,Sales,Husband,White,Male,United-States,<=50K
42.0,51795.0,4.714287837,9.0,0.0,0,32.0,?,HS-grad,Divorced,?,Unmarried,Black,Female,United-States,<=50K
43.0,196945.0,5.29434496,9.0,0.0,0,78.0,Self-emp-inc,HS-grad,Married-civ-spouse,Other-service,Husband,Asian-Pac-Islander,Male,Thailand,<=50K
39.0,24342.0,4.386356258,13.0,0.0,0,40.0,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,>50K
52.0,173839.0,5.240147215,6.0,0.0,0,60.0,Self-emp-not-inc,10th,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,<=50K
39.0,297847.0,5.47399323,5.0,3411.0,0,34.0,Private,,Married-civ-spouse,Other-service,Wife,Black,Female,United-States,<=50K
57.0,173796.0,5.240039777,9.0,0.0,1887,40.0,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,United-States,>50K
32.0,180871.0,5.25736894,11.0,0.0,0,50.0,Private,Assoc-voc,Divorced,Sales,Not-in-family,White,Male,United-States,>50K
41.0,141327.0,5.15022514,14.0,0.0,0,35.0,Self-emp-not-inc,Masters,Divorced,Prof-specialty,Unmarried,White,Female,United-States,<=50K
51.0,185283.0,5.267835574,10.0,0.0,0,45.0,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,>50K
25.0,298225.0,5.474544047,9.0,0.0,0,50.0,Private,HS-grad,Divorced,Craft-repair,Not-in-family,White,Male,United-States,<=50K
47.0,34248.0,4.534635215,9.0,0.0,0,38.0,Private,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,United-States,<=50K
26.0,183077.0,5.262633787,11.0,0.0,0,40.0,Private,Assoc-voc,Never-married,Adm-clerical,Own-child,White,Female,United-States,<=50K
43.0,293535.0,5.467659892,13.0,0.0,0,40.0,Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,Black,Male,United-States,>50K
31.0,209448.0,5.321076218,6.0,2105.0,0,40.0,Private,10th,Married-civ-spouse,Farming-fishing,Husband,White,Male,Mexico,<=50K
53.0,156877.0,5.195559276,9.0,15024.0,0,35.0,State-gov,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,United-States,>50K
27.0,23940.0,4.379124146,9.0,0.0,0,40.0,Private,HS-grad,Never-married,Handlers-cleaners,Other-relative,,Male,United-States,<=50K
49.0,50282.0,4.701412544,10.0,3325.0,0,45.0,Private,Some-college,Divorced,Machine-op-inspct,Not-in-family,White,Male,United-States,<=50K
62.0,162245.0,5.210171322,15.0,0.0,1628,70.0,Private,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,<=50K
24.0,213977.0,5.330367094,10.0,0.0,0,40.0,Private,Some-college,Never-married,Adm-clerical,Not-in-family,White,Female,United-States,<=50K
62.0,134768.0,5.129586783,16.0,7688.0,0,40.0,Private,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,?,>50K
44.0,139338.0,5.144069573,8.0,0.0,0,40.0,Private,12th,Divorced,Transport-moving,Unmarried,Black,Male,United-States,<=50K
20.0,174714.0,5.242327707,10.0,0.0,0,16.0,?,Some-college,Never-married,?,Own-child,White,Male,United-States,<=50K
38.0,257250.0,5.410355383,9.0,0.0,0,52.0,Self-emp-not-inc,HS-grad,Never-married,Farming-fishing,Not-in-family,White,Male,United-States,<=50K
39.0,128715.0,5.109629161,9.0,10520.0,0,40.0,Private,HS-grad,Divorced,Adm-clerical,Not-in-family,White,Male,United-States,>50K
28.0,125442.0,5.09844297,9.0,0.0,0,40.0,Self-emp-not-inc,HS-grad,Divorced,Craft-repair,Own-child,White,Male,United-States,<=50K
46.0,273771.0,5.437387442,9.0,0.0,0,40.0,State-gov,HS-grad,Married-civ-spouse,Tech-support,Husband,White,Male,United-States,<=50K
50.0,21095.0,4.32417953,10.0,0.0,0,40.0,Private,Some-college,Divorced,Other-service,Unmarried,Asian-Pac-Islander,Male,Philippines,<=50K
61.0,163174.0,5.21265096,15.0,0.0,0,35.0,Self-emp-not-inc,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,>50K
51.0,126010.0,5.100405012,9.0,0.0,0,40.0,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,<=50K
18.0,214617.0,5.33166412,10.0,0.0,0,16.0,Private,Some-college,Never-married,Sales,Own-child,White,Male,United-States,<=50K
51.0,120914.0,5.082476588,4.0,2961.0,0,40.0,Private,7th-8th,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,<=50K
47.0,170846.0,5.232604815,12.0,0.0,0,40.0,Private,Assoc-acdm,Married-civ-spouse,Adm-clerical,Wife,White,Female,Italy,>50K
53.0,281590.0,5.449617228,9.0,15024.0,0,40.0,State-gov,HS-grad,Married-civ-spouse,Exec-managerial,Wife,White,Female,United-States,>50K
51.0,415287.0,5.618348336,9.0,0.0,1902,40.0,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,United-States,>50K
54.0,177927.0,5.250241856,14.0,0.0,0,60.0,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,<=50K
32.0,158784.0,5.200806738,4.0,0.0,0,40.0,?,7th-8th,Widowed,?,Not-in-family,White,Female,United-States,<=50K
24.0,67222.0,4.82751143,13.0,0.0,0,45.0,Private,Bachelors,Never-married,Machine-op-inspct,Not-in-family,Asian-Pac-Islander,Male,China,<=50K
42.0,190767.0,5.28050325,13.0,0.0,0,40.0,Private,Bachelors,Divorced,Adm-clerical,Not-in-family,White,Female,United-States,<=50K
40.0,218995.0,5.340434199,10.0,0.0,0,42.0,Local-gov,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,>50K
44.0,303521.0,5.482188744,10.0,0.0,0,40.0,Private,Some-college,Divorced,Craft-repair,Not-in-family,White,Male,United-States,<=50K
42.0,251795.0,5.401047102,10.0,0.0,0,50.0,Private,Some-college,Married-civ-spouse,Prof-specialty,Wife,White,Female,United-States,>50K
50.0,171338.0,5.233853693,10.0,99999.0,0,50.0,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,>50K
31.0,288419.0,5.460023867,6.0,0.0,0,40.0,Private,10th,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,United-States,<=50K
37.0,272950.0,5.436083099,9.0,0.0,0,40.0,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,<=50K
