ifa,age,fnlwgt,logfnl,education_num,capital_gain,capital_loss,hours_per_week,income_label,gender_label
684a,23,430828,5.634303921,10,0,0,40,0,0
692a,24,140027,5.146211784,10,0,0,45,0,1
695a,23,335453,5.52563168,13,0,0,20,0,1
703a,21,163870,5.214499454,10,0,0,30,0,0
719a,22,214399,5.331222755,10,0,0,15,0,1
731a,23,352139,5.546714127,10,0,0,24,0,1
752a,22,223515,5.349306674,13,0,0,20,0,0
754a,23,145111,5.161700335,9,0,0,50,0,0
768a,22,151790,5.181243161,10,0,0,30,0,1
776a,23,282579,5.451139884,11,0,0,56,0,0
790a,21,149704,5.175233405,9,1055,0,40,0,1
794a,23,211046,5.324377125,9,2463,0,40,0,1
796a,22,162343,5.210433567,10,0,0,20,0,0
802a,24,106085,5.025653981,9,0,1721,30,0,0
812a,22,219941,5.342306195,10,0,0,40,0,0
814a,22,137510,5.138334282,10,0,0,40,0,0
830a,24,165474,5.218729765,13,0,0,40,0,0
839a,24,321435,5.507093164,13,0,0,50,0,0
866a,24,309055,5.490035774,10,0,0,15,0,1
867a,21,62339,4.794759831,6,0,0,40,0,0
872a,24,121313,5.083907343,10,0,0,50,0,0
877a,23,153044,5.184816308,9,0,0,7,0,1
887a,23,205865,5.313582517,13,0,0,28,0,0
898a,22,226508,5.355083545,13,0,0,50,0,1
903a,22,99697,4.99868209,9,0,0,40,0,1
908a,24,202570,5.306575128,13,0,0,15,0,0
915a,23,543028,5.734822224,9,0,0,40,0,0
920a,21,186648,5.271023341,10,0,0,20,0,0
921a,23,257509,5.410792412,10,0,0,25,0,0
929a,22,91842,4.963041333,10,0,0,42,0,1
934a,23,375871,5.575038819,9,0,0,40,0,1
977a,21,255957,5.408167011,10,4101,0,40,0,1
982a,22,284317,5.453802828,12,0,0,40,0,1
983a,23,184699,5.266464544,9,0,0,40,0,1
1004a,23,115244,5.061618324,13,0,0,60,0,1
1019a,22,122346,5.087589775,9,0,0,40,0,0
1025a,23,129042,5.110731085,9,0,0,40,0,1
1042a,23,137994,5.139860204,10,0,0,40,0,1
1045a,24,34446,4.537138797,10,0,0,37,0,1
1048a,23,217961,5.338378792,10,0,0,40,0,0
1071a,22,34029,4.531849187,13,0,0,20,0,1
1078a,22,191342,5.281810309,13,0,0,50,0,0
1095a,21,163870,5.214499454,10,0,0,40,0,0
1096a,22,361280,5.55784392,13,0,0,20,0,0
1153a,24,35633,4.551852388,10,0,0,40,0,0
1168a,22,131573,5.119166777,10,0,0,8,0,1
1177a,22,188544,5.275412716,11,0,0,30,0,1
1180a,24,289886,5.462227242,7,0,0,45,0,0
1189a,24,191269,5.281644587,13,0,0,65,0,1
1209a,22,42004,4.62329065,10,0,0,30,0,0
1236a,23,174754,5.242427125,10,0,0,30,0,1
1265a,22,153516,5.186153646,10,0,0,35,0,0
1284a,21,164019,5.21489416,10,0,0,10,0,0
1297a,21,236696,5.374190919,10,0,0,57,0,0
1300a,22,58222,4.76508712,9,0,0,40,0,0
1316a,24,96279,4.983531571,9,0,0,40,0,1
1329a,24,293579,5.467724987,9,0,0,20,0,1
1333a,23,275244,5.439717861,9,0,0,35,0,0
1360a,23,181820,5.259641653,10,0,0,40,0,0
1363a,22,103440,5.014688512,9,0,0,24,0,1
1382a,23,37072,4.569046016,13,0,0,50,0,0
1406a,24,241523,5.382958494,9,0,0,45,1,0
1458a,22,310152,5.491574586,10,0,0,40,0,0
1469a,24,42706,4.630488896,11,0,0,60,0,0
1475a,22,207940,5.31793804,10,0,0,36,0,1
1539a,22,214731,5.331894747,6,0,0,40,0,1
1551a,23,200973,5.303137715,9,0,0,40,0,1
1554a,24,213977,5.330367094,10,0,0,40,0,1
1557a,23,315877,5.499518005,13,0,0,30,0,0
1560a,21,236684,5.3741689,10,0,0,8,0,1
1573a,24,198148,5.296989693,10,0,0,30,0,0
1578a,24,147253,5.168064151,10,0,0,50,0,0
1589a,22,169188,5.228369557,9,0,0,20,0,1
1590a,23,121471,5.084472607,13,0,0,40,0,1
1600a,24,216129,5.334713044,13,0,0,50,0,0
1603a,22,178818,5.252411233,10,0,0,20,0,1
1678a,24,38455,4.584952816,10,0,0,40,0,0
1703a,24,266926,5.426390878,10,0,0,40,0,0
1705a,22,376277,5.575507673,10,0,0,35,0,1
1709a,24,67222,4.82751143,13,0,0,45,0,0
1725a,21,57711,4.7612586,9,0,0,30,0,1
1731a,24,180060,5.255417246,14,6849,0,90,0,0
1738a,21,32616,4.513430698,9,0,1719,16,0,1
1767a,24,228424,5.358741732,9,0,0,40,0,0
1777a,23,207546,5.317114368,7,0,0,40,0,0
1814a,22,311764,5.493825965,7,0,0,35,0,1
1816a,22,267174,5.426794193,9,0,0,40,0,0
1827a,22,202920,5.307324854,9,99999,0,40,1,1
1831a,21,142766,5.154624792,10,0,0,10,0,0
1836a,23,64292,4.808156936,9,0,0,40,0,1
1841a,23,228243,5.358397467,10,0,0,44,0,0
1844a,24,165054,5.217626054,11,0,0,40,0,0
1847a,21,163665,5.213955815,10,0,0,40,0,1
1848a,21,538319,5.731039709,10,0,0,40,0,1
1851a,21,131811,5.119951655,9,0,0,40,0,0
1853a,23,156807,5.195365446,5,0,0,36,0,0
1861a,23,239322,5.378982624,9,0,0,40,0,0
1867a,23,235722,5.372400117,10,0,0,20,0,0
1875a,21,126314,5.101451488,10,0,0,10,0,0
1879a,23,22966,4.36108536,13,0,0,35,0,0
1881a,24,282202,5.450560087,9,0,0,40,0,0
1886a,22,235733,5.372420383,9,0,0,45,0,1
1889a,22,143062,5.155524292,9,0,0,40,0,0
1900a,23,119838,5.078594552,13,0,0,50,0,0
1924a,21,124242,5.094268434,10,0,0,40,0,1
1943a,24,249101,5.396375471,9,0,0,40,0,1
1954a,21,165475,5.21873239,9,0,0,40,0,0
1967a,21,260847,5.416385846,10,0,0,30,0,0
1977a,23,120172,5.079803289,13,0,0,40,0,0
2008a,24,296045,5.471357731,4,2635,0,38,0,0
2010a,23,54472,4.736173321,10,0,0,50,0,1
2012a,23,161708,5.208731506,10,0,0,20,0,1
2020a,23,193089,5.285757533,7,0,0,40,0,0
2021a,24,33432,4.524162358,12,0,0,40,0,1
2026a,23,154373,5.188571344,13,0,0,50,0,1
2036a,23,460046,5.662801259,9,0,0,42,0,1
2041a,23,194102,5.28803001,13,0,0,40,0,0
2047a,23,196816,5.294060401,9,0,0,30,0,0
2050a,24,99386,4.997325212,13,0,0,40,0,1
2051a,22,188569,5.275470298,10,0,0,20,0,1
2054a,24,233777,5.368801781,10,0,0,50,0,0
2063a,22,62507,4.795928656,13,0,0,40,0,1
2095a,22,27937,4.446179768,10,0,0,36,0,0
2116a,21,181761,5.259500703,10,0,0,10,0,1
2123a,23,199070,5.299005816,9,0,0,16,0,0
2126a,24,109307,5.038647975,9,0,0,45,0,0
2153a,21,300812,5.478295157,10,0,0,30,0,0
2162a,21,60639,4.782752031,10,0,0,37,0,1
2166a,22,100587,5.002541856,10,0,0,15,0,1
2188a,24,353010,5.547787008,13,0,0,65,0,0
2192a,22,355686,5.551066771,10,0,0,40,0,1
2217a,23,175183,5.243491959,10,0,0,40,0,1
2221a,22,228452,5.358794964,6,0,0,30,0,0
2224a,23,336360,5.526804344,4,0,0,40,0,0
2226a,23,235853,5.372641405,13,0,0,22,0,0
2254a,22,218445,5.339342109,10,0,0,40,0,1
2265a,24,306779,5.486825627,11,0,0,35,0,0
2267a,23,482082,5.683120916,8,0,0,21,0,0
2272a,23,27776,4.443669703,11,0,0,40,0,0
2276a,23,196827,5.294084673,10,0,1902,40,0,0
2281a,21,258490,5.412443747,10,0,0,20,0,1
2286a,23,87528,4.942147005,13,0,0,45,0,1
2296a,21,212619,5.327602071,11,0,0,40,0,0
2297a,22,199011,5.298877082,9,0,0,20,0,0
2323a,22,460835,5.663545456,9,0,0,55,0,0
2324a,23,243190,5.385945713,10,0,0,20,0,0
2333a,23,282604,5.451178305,7,7688,0,60,1,0
2338a,22,230574,5.362810334,6,0,0,25,0,0
2339a,23,176178,5.245951675,9,0,0,40,0,1
2343a,23,519627,5.715691709,9,0,0,25,0,0
2344a,21,191460,5.282078055,7,0,0,40,0,1
2355a,22,217421,5.337301489,10,0,0,30,0,1
2357a,22,196943,5.294340549,10,0,0,25,0,0
2365a,22,181773,5.259529375,9,0,0,40,0,0
2381a,23,148751,5.172459894,10,0,0,35,0,1
2392a,22,189950,5.278639298,13,0,0,55,0,0
2398a,21,79728,4.90161087,10,0,0,40,0,1
2418a,24,127139,5.104278791,10,0,0,40,0,1
2424a,24,267396,5.427154906,13,0,0,40,0,0
2444a,23,70894,4.850609481,12,0,0,40,0,0
2454a,24,174391,5.241524068,9,0,0,40,0,1
2472a,24,311376,5.493285135,13,0,0,40,0,1
2476a,23,342946,5.535225742,7,0,0,38,0,1
2477a,21,219835,5.342096838,11,0,0,40,0,0
2531a,21,294789,5.469511274,10,0,0,25,0,1
2537a,24,213427,5.32924936,9,0,0,40,0,0
2547a,24,60783,4.783782131,10,0,0,70,1,0
2558a,22,123727,5.092464483,10,0,0,21,0,1
2566a,24,121313,5.083907343,9,0,0,40,0,0
2568a,24,166851,5.222328814,14,0,0,13,0,0
2572a,21,148509,5.171752774,10,0,0,30,0,1
2597a,23,133985,5.127056181,6,0,0,40,0,1
2604a,24,161708,5.208731506,9,0,0,45,1,1
2607a,21,34443,4.537100972,10,0,0,50,0,0
2609a,23,203240,5.308009186,10,0,0,40,0,1
2618a,23,241185,5.382350294,9,0,0,40,0,1
2624a,24,210781,5.323831461,13,0,0,40,0,1
2637a,21,341410,5.533276238,10,0,0,15,0,1
2651a,23,334357,5.52421042,9,0,0,40,0,1
2675a,23,287681,5.45891118,4,0,0,25,0,0
2690a,22,216563,5.335584259,9,0,0,40,0,1
2694a,24,145964,5.164245756,13,0,0,40,0,0
2705a,21,34616,4.539276882,10,0,0,25,0,1
2710a,23,26248,4.419096217,9,0,0,40,0,1
2715a,24,265567,5.424174108,7,0,0,35,0,0
2730a,21,286853,5.457659396,9,0,0,35,0,0
2756a,24,211345,5.324991978,10,0,0,40,0,1
2758a,22,222993,5.34829123,9,0,0,40,0,0
2764a,24,306515,5.486451733,9,0,0,40,0,1
2767a,24,199011,5.298877082,9,0,0,40,0,0
2769a,24,29810,4.474361976,9,0,0,38,0,1
2770a,22,238831,5.378090697,10,0,0,40,0,0
2814a,24,379066,5.578714833,10,0,2205,24,0,0
2822a,22,130356,5.115131026,10,0,0,48,0,0
2823a,22,427686,5.631125034,6,0,0,40,0,0
2828a,23,325596,5.512679061,10,0,0,40,0,0
2850a,21,85088,4.929868316,10,0,0,37,0,1
2880a,22,148187,5.170810106,7,0,0,40,0,0
2894a,21,108670,5.036109667,9,0,0,40,0,1
2900a,22,24896,4.396129575,9,0,0,30,0,1
2912a,24,155818,5.192617626,10,0,0,40,0,1
2915a,24,228613,5.359100923,7,0,0,40,0,1
2922a,23,238917,5.378247053,4,0,0,36,0,0
2931a,21,230397,5.36247682,10,0,0,5,0,1
2935a,23,240063,5.380325229,13,0,0,25,0,0
2943a,24,454941,5.657955078,9,0,0,40,0,0
2953a,22,35448,4.549591737,9,0,0,22,0,1
2961a,23,268525,5.428984725,13,0,0,50,0,0
2982a,22,201729,5.304768336,5,0,0,30,0,0
2986a,23,161708,5.208731506,13,0,0,30,0,1
3019a,21,231866,5.36523707,9,0,0,65,0,0
3025a,24,85088,4.929868316,9,0,1762,32,0,1
3029a,22,52262,4.718186026,10,0,0,40,0,0
3044a,21,194723,5.289417252,10,0,0,40,0,1
3061a,21,98678,4.994220339,10,0,0,15,0,0
3079a,23,110128,5.041897752,10,0,0,40,0,0
3085a,23,113601,5.055382154,10,0,0,30,0,0
3097a,22,175586,5.244489885,9,0,0,35,0,1
3098a,24,322658,5.508742437,13,0,0,40,0,1
3103a,22,221745,5.345853836,10,0,0,40,0,1
3111a,24,44075,4.644192321,13,0,0,40,0,0
3113a,24,219754,5.341936789,9,0,0,40,0,0
3122a,21,155066,5.190516584,10,0,0,40,0,0
3140a,22,83704,4.922746212,10,0,0,30,0,0
3152a,24,177526,5.249261968,13,0,0,15,0,0
3158a,21,305874,5.485542563,10,0,0,40,0,0
3162a,21,275726,5.44047772,9,0,0,40,0,0
3171a,22,334693,5.524646629,10,0,0,40,0,1
3182a,21,57211,4.757479539,9,0,0,40,0,0
3203a,23,128604,5.109254477,9,0,0,48,0,0
3208a,23,123983,5.093362141,13,0,0,40,0,0
3215a,22,190625,5.280179857,10,0,0,35,0,0
3252a,23,145651,5.163313471,10,0,0,20,0,1
3270a,21,224209,5.350653042,9,0,0,30,0,1
3296a,22,51136,4.708726753,10,0,0,60,0,1
3297a,24,54560,4.736874362,9,0,0,45,0,0
3314a,23,227594,5.357160809,13,0,0,38,0,1
3341a,24,215443,5.333332388,9,0,0,40,0,0
3358a,24,182812,5.2620047,10,3325,0,52,0,1
3362a,21,256356,5.408843487,7,0,0,40,0,1
3373a,21,34506,4.537894618,9,0,0,35,0,1
3376a,21,305874,5.485542563,10,0,0,54,0,0
3421a,22,341368,5.533222808,10,0,0,50,0,0
3426a,23,308205,5.48883968,12,0,0,20,0,0
3441a,23,214542,5.331512325,10,0,0,50,0,0
3457a,22,113175,5.053750503,10,0,0,20,0,1
3458a,21,151158,5.179431137,10,0,0,25,0,1
3460a,21,356772,5.552390763,9,0,0,40,0,1
3473a,23,210443,5.323134484,13,0,0,40,0,1
3496a,21,182606,5.261515043,10,0,0,40,0,0
3507a,23,208503,5.319112308,10,0,0,40,0,0
3525a,21,197387,5.295318546,9,0,0,20,0,0
3528a,24,102493,5.010694205,9,0,0,40,0,0
3535a,21,300812,5.478295157,10,0,0,25,0,0
3547a,23,129583,5.11254803,9,0,0,16,0,1
3552a,24,69045,4.839132234,10,0,0,40,0,0
3555a,23,60847,4.784239171,11,0,0,60,0,1
3559a,24,134181,5.127691024,13,0,0,50,0,1
3567a,24,278130,5.444247836,13,0,0,40,0,0
3570a,23,580248,5.763613652,9,0,0,40,0,1
3580a,21,180303,5.256002953,13,0,0,25,0,0
3591a,23,236601,5.374016576,10,0,0,48,0,0
3598a,23,191444,5.28204176,9,0,0,40,0,0
3609a,23,244771,5.388759962,10,0,0,20,0,1
3610a,23,215616,5.333680985,9,0,0,40,0,1
3614a,24,117109,5.068590273,13,0,0,27,0,1
3615a,23,373550,5.572348741,11,0,0,40,0,0
3629a,22,203182,5.307885231,13,0,0,20,0,1
3639a,22,361487,5.558092684,9,0,0,40,0,0
3642a,23,189832,5.278369423,12,0,0,40,0,1
3650a,21,143062,5.155524292,10,0,0,32,0,0
3659a,21,342575,5.534755666,10,0,0,30,0,1
3688a,24,308205,5.48883968,4,0,0,40,0,0
3697a,23,407684,5.610323667,5,0,0,40,0,1
3702a,23,40060,4.602710945,10,0,0,40,0,0
3704a,21,249271,5.396671756,10,0,0,40,0,0
3707a,22,437994,5.641468161,10,0,0,20,0,0
3716a,21,344891,5.537681862,10,0,0,20,0,0
3720a,21,596776,5.775811349,10,0,0,40,0,0
3745a,22,517995,5.714325568,9,0,0,40,0,0
3754a,23,162593,5.211101844,13,0,0,40,0,1
3763a,22,369549,5.567672031,10,0,0,30,0,1
3764a,24,23438,4.36992055,11,0,0,30,1,0
3782a,23,200973,5.303137715,9,0,0,40,0,1
3792a,23,249277,5.396682209,9,0,0,75,0,0
3803a,22,198148,5.296989693,10,0,0,50,0,0
3808a,23,194096,5.288016585,13,0,0,40,0,1
3820a,24,200973,5.303137715,10,0,0,40,0,1
3821a,24,37440,4.57333584,13,0,0,50,0,0
3826a,21,177711,5.249714311,9,0,0,40,0,0
3827a,21,190761,5.28048959,6,0,0,70,0,0
3828a,23,27776,4.443669703,10,0,0,24,0,0
3833a,24,123983,5.093362141,7,0,0,40,0,0
3852a,22,306031,5.485765421,10,0,0,40,0,0
3857a,22,129934,5.113722808,10,0,0,40,0,0
3869a,23,216129,5.334713044,12,0,0,30,0,0
3871a,24,611029,5.786061823,6,0,0,40,0,0
3875a,22,322674,5.508763973,10,0,0,40,0,0
3903a,22,131230,5.118033129,10,0,0,40,0,0
3904a,23,495888,5.695383599,9,0,0,40,0,0
3923a,22,73203,4.86452888,9,0,0,40,0,1
3952a,24,314525,5.497655171,13,0,1741,45,0,0
3974a,21,193219,5.28604983,9,0,0,35,0,1
3976a,24,215251,5.332945178,13,0,0,50,0,1
3978a,24,228649,5.359169306,13,0,0,38,0,0
3990a,22,191324,5.281769452,10,0,0,25,0,0
4004a,23,114357,5.058262754,10,0,0,40,0,0
4011a,22,400966,5.603107548,10,0,0,40,0,1
4034a,21,211385,5.325074166,12,0,0,35,0,0
4035a,21,61777,4.790826814,10,0,0,70,0,0
4037a,24,199444,5.299820976,13,0,0,15,0,1
4047a,23,291248,5.464262952,9,0,0,40,0,0
4090a,23,449432,5.652663991,10,0,0,40,0,0
4095a,21,260617,5.416002741,6,0,0,36,0,0
4104a,21,177125,5.248279863,10,0,0,20,0,0
4109a,23,285004,5.454850955,13,0,0,50,0,0
4114a,22,197613,5.295815511,11,0,0,30,0,1
4124a,24,154165,5.187985787,5,0,0,40,0,1
4129a,23,202344,5.306090331,13,0,0,40,0,1
4131a,24,238917,5.378247053,3,0,0,40,0,0
4136a,23,195411,5.290949007,9,0,0,40,0,1
4150a,21,237651,5.375939646,10,0,0,35,0,0
4164a,22,22966,4.36108536,10,0,0,20,0,0
4169a,23,125491,5.09861258,10,0,0,35,0,1
4174a,24,122272,5.087327016,13,0,0,40,0,1
4181a,23,348092,5.541694042,9,0,0,40,0,0
4184a,23,182342,5.260886714,9,0,0,40,0,0
4185a,22,244366,5.38804078,13,0,0,40,0,0
4194a,21,370990,5.569362203,10,0,0,40,0,0
4196a,21,452640,5.65575293,9,0,0,40,0,0
4212a,21,243842,5.387108512,9,0,0,40,0,0
4219a,24,280134,5.447365823,6,0,0,49,0,0
4240a,24,116934,5.067940806,10,0,0,45,0,1
4241a,22,87867,4.943825799,8,0,0,30,0,0
4244a,24,263498,5.420777323,7,0,0,40,0,0
4270a,22,275385,5.439940281,10,0,0,25,0,0
4273a,22,201179,5.303582645,10,0,0,40,0,0
4277a,23,257621,5.410981262,13,0,0,45,0,1
4278a,22,180052,5.25539795,10,0,0,20,0,0
4290a,23,208598,5.31931014,10,0,0,45,0,0
4301a,21,434710,5.638199631,10,0,0,15,0,1
4311a,21,221480,5.345334515,10,0,0,25,0,1
4324a,22,123440,5.091455913,10,0,0,48,0,0
4337a,22,401335,5.603507036,10,0,0,30,0,1
4351a,22,100345,5.001495737,9,0,0,35,0,0
4358a,22,141698,5.15136372,9,0,0,40,0,0
4360a,22,195532,5.291217842,13,8614,0,40,1,1
4361a,21,30039,4.477685471,10,0,0,40,0,0
4370a,22,211968,5.326270302,10,0,0,40,0,1
4399a,24,137591,5.138590027,10,0,1762,40,0,0
4403a,24,399449,5.601461338,13,0,0,40,0,1
4413a,24,170070,5.230627712,12,0,0,30,0,1
4417a,21,214716,5.331864408,10,0,0,10,0,1
4432a,21,174503,5.241802898,9,0,0,30,0,1
4440a,24,124971,5.096809245,9,0,0,38,0,0
4455a,21,460835,5.663545456,9,0,0,45,0,0
4469a,24,275421,5.439997051,11,0,0,40,0,1
4477a,21,51985,4.715878048,9,0,0,40,0,0
4478a,22,48121,4.682334644,10,0,0,25,0,0
4500a,21,301853,5.479795496,10,0,0,40,0,0
4512a,24,140001,5.146131138,13,0,0,40,0,0
4514a,21,191243,5.281585548,10,0,0,40,0,0
4520a,21,189888,5.27849752,12,0,0,55,0,0
4532a,22,153131,5.185063119,10,0,0,40,0,0
4545a,22,186452,5.270567046,6,0,0,30,0,0
4554a,22,291407,5.46449998,8,0,0,40,0,0
4561a,24,403671,5.606027551,10,0,0,40,0,0
4574a,21,688355,5.837812471,9,0,0,40,0,1
4581a,22,237498,5.375659957,9,0,0,40,0,0
4587a,21,152540,5.183383742,9,0,0,35,0,1
4590a,22,127185,5.104435894,5,0,0,40,0,1
4595a,23,182117,5.260350488,12,0,0,60,0,0
4599a,24,123160,5.09046968,14,0,0,10,0,1
4606a,22,201799,5.30491901,9,0,0,40,0,1
4627a,24,277700,5.44357588,10,0,0,45,0,0
4643a,21,315065,5.498400161,4,0,0,48,0,0
4665a,22,183970,5.264747008,9,0,0,40,0,0
4680a,21,123727,5.092464483,9,0,0,40,0,1
4699a,23,155919,5.192899041,5,0,0,40,0,0
4715a,22,74631,4.872919261,10,0,0,13,0,1
4716a,22,24008,4.380355982,9,0,0,40,0,0
4723a,24,314823,5.498066453,9,0,0,40,0,0
4726a,23,126550,5.102262149,9,0,0,40,0,0
4729a,22,64292,4.808156936,13,0,0,43,0,1
4733a,23,260019,5.415005084,4,0,0,36,0,0
4735a,22,239806,5.379860045,11,0,0,40,0,1
4736a,22,324637,5.511398016,10,0,0,42,0,0
4752a,23,302195,5.480287274,13,0,0,40,0,0
4768a,21,250051,5.398028596,10,0,0,10,0,1
4778a,22,287988,5.459374392,10,0,0,20,0,0
4780a,23,83891,4.923715371,9,0,0,40,0,0
4787a,24,184400,5.265760917,9,0,0,30,0,0
4821a,24,341294,5.533128653,9,0,0,40,0,0
4840a,24,64167,4.807311735,11,0,0,40,0,1
4865a,23,183327,5.263226432,9,0,1594,20,0,1
4869a,22,162869,5.21183843,10,0,0,65,0,0
4892a,21,169699,5.229679283,10,0,0,35,0,1
4893a,23,218215,5.3388846,12,0,0,35,0,1
4912a,23,107578,5.031723466,13,2174,0,40,0,1
4914a,23,256755,5.40951891,13,0,0,40,0,1
4920a,23,244408,5.388115417,10,0,0,24,0,1
4928a,21,207923,5.317902533,10,0,0,15,0,1
4947a,24,190290,5.279415966,13,0,0,60,0,0
4967a,23,138892,5.142677232,9,0,0,40,0,0
4983a,22,99543,4.998010725,10,0,0,20,0,0
4993a,23,35633,4.551852388,9,0,0,40,0,0
4994a,23,74568,4.872552495,10,0,0,40,0,0
5011a,23,305498,5.485008371,11,0,0,40,0,1
5020a,22,445758,5.649099146,3,0,0,40,0,0
5042a,23,119156,5.076115916,9,0,0,40,0,0
5055a,21,321666,5.507405159,9,594,0,40,0,0
5056a,22,119838,5.078594552,10,0,0,10,0,0
5062a,22,216181,5.334817521,7,0,0,45,0,0
5096a,24,165201,5.218012672,10,0,0,45,0,1
5111a,21,118693,5.074425107,10,0,0,40,0,0
5118a,22,124971,5.096809245,13,0,0,40,0,0
5129a,22,216134,5.334723091,10,0,0,40,0,1
5133a,23,185452,5.268231521,13,0,0,35,0,1
5166a,22,36011,4.556435182,11,0,0,30,0,0
5172a,21,64520,4.809694359,9,0,0,55,0,0
5175a,23,202284,5.305961533,13,0,0,20,0,0
5186a,21,206861,5.31567862,10,0,0,20,0,0
5207a,22,41763,4.620791688,10,0,0,25,0,0
5211a,24,349691,5.543684455,10,0,0,40,0,1
5219a,24,229773,5.361298995,13,0,0,40,0,0
5230a,24,192017,5.28333968,10,0,0,30,0,0
5236a,22,271274,5.433408171,7,0,0,40,0,1
5238a,21,209483,5.321148785,10,0,0,20,0,1
5253a,24,157332,5.196817063,10,0,0,42,0,1
5255a,23,223231,5.348754505,9,0,0,40,0,0
5257a,21,362589,5.559414625,13,0,0,20,0,1
5261a,21,349365,5.543279394,10,0,0,15,0,1
5264a,21,105577,5.023569317,10,0,0,30,0,1
5267a,23,191283,5.281676374,9,0,0,40,0,0
5269a,22,186569,5.270839484,13,0,0,12,0,1
5278a,23,240160,5.380500675,12,0,0,40,0,0
5280a,23,284651,5.454312714,13,0,0,43,0,1
5293a,21,143604,5.157166537,10,0,0,8,0,1
5303a,21,180339,5.256089657,10,0,0,25,0,1
5322a,24,267955,5.428061865,5,0,0,20,0,1
5333a,23,174626,5.242108906,9,0,0,25,0,0
5349a,23,224424,5.351069299,13,0,0,40,0,0
5387a,23,142547,5.153958082,9,0,0,40,0,0
5388a,24,119704,5.078108663,9,0,0,40,0,1
5396a,22,304710,5.483886707,13,0,0,10,0,1
5398a,23,258298,5.412121043,13,0,2231,40,1,0
5411a,21,146499,5.16583466,11,0,1579,40,0,1
5413a,22,141003,5.149228353,11,0,0,30,0,0
5416a,23,73514,4.866370054,9,0,0,40,0,1
5429a,22,234663,5.370444619,9,0,0,40,0,0
5451a,21,206492,5.314903231,9,0,0,40,0,1
5467a,22,145477,5.162794337,9,0,0,40,0,0
5473a,23,319842,5.504935492,10,0,0,25,0,0
5476a,23,205939,5.3137386,9,0,0,38,0,0
5477a,21,203914,5.309447044,10,0,0,10,0,1
5483a,22,131230,5.118033129,13,0,0,40,0,0
5484a,22,61850,4.791339704,9,0,0,40,0,1
5504a,21,221955,5.346264933,9,0,0,40,0,0
5516a,21,140764,5.148491599,10,0,0,12,0,1
5540a,21,265116,5.423435939,10,0,0,40,0,0
5546a,21,38771,4.588507003,10,0,0,40,0,0
