ifa,age,fnlwgt,logfnl,education_num,capital_gain,capital_loss,hours_per_week,income_label,gender_label
819a,64,169871,5.230119243,9,0,0,45,0,0
827a,62,174355,5.241434406,9,0,0,40,0,1
834a,73,177387,5.248921789,9,0,0,40,0,0
835a,72,28929,4.461333421,7,0,0,24,0,1
840a,63,86108,4.935043502,9,0,0,6,0,0
844a,62,291175,5.464154084,13,0,0,48,0,1
851a,61,99784,4.999060909,14,0,0,40,1,1
873a,71,143437,5.156661193,14,10605,0,40,1,0
886a,63,149698,5.175215998,10,0,0,15,0,0
901a,63,28856,4.460236129,4,0,0,55,0,0
918a,67,76860,4.88570038,9,0,0,40,1,0
925a,64,29825,4.474580452,9,0,0,5,0,0
973a,67,105252,5.022230357,13,0,2392,40,1,0
979a,78,182977,5.262396503,9,2964,0,40,0,1
984a,60,154474,5.188855392,9,0,0,42,0,0
986a,63,254907,5.406381762,11,0,0,20,0,1
1007a,66,271567,5.433876995,9,0,0,40,0,0
1035a,76,431192,5.634670695,4,0,0,2,0,0
1037a,66,150726,5.178188174,5,1409,0,1,0,0
1047a,64,196288,5.29289375,12,0,0,20,0,1
1051a,61,125155,5.097448205,9,0,0,40,0,0
1062a,61,128848,5.110077682,9,3471,0,40,0,0
1097a,62,92178,4.964627281,6,0,0,40,0,0
1101a,68,140282,5.147001949,4,0,0,8,0,0
1114a,69,168139,5.22566846,9,0,0,40,0,1
1116a,60,226355,5.354790092,11,0,2415,70,1,0
1128a,63,124244,5.094275425,9,0,0,40,0,0
1149a,61,84409,4.926388755,9,0,0,35,1,0
1167a,65,350498,5.544685544,13,10605,0,20,1,0
1188a,65,118779,5.074739665,9,0,0,30,0,0
1206a,61,113544,5.05516419,14,0,0,40,1,0
1207a,61,321117,5.506663298,9,0,0,40,0,0
1216a,63,150389,5.177216072,13,0,0,40,1,1
1230a,75,208426,5.318951894,15,0,0,35,0,0
1244a,65,167414,5.223791773,9,0,0,59,1,0
1246a,62,192866,5.285255673,10,0,0,20,0,1
1263a,69,195779,5.291766106,11,0,0,1,0,1
1264a,73,29778,4.473895526,9,0,0,37,0,1
1278a,67,171584,5.234476788,13,6514,0,7,1,0
1283a,65,36039,4.556772732,9,0,0,40,1,0
1292a,63,795830,5.900820306,2,0,0,30,0,1
1321a,61,101265,5.005459367,9,1471,0,35,0,1
1339a,71,269708,5.430893829,13,2329,0,16,0,1
1347a,61,134768,5.129586783,13,0,0,50,1,0
1350a,62,225652,5.353439187,4,3411,0,50,0,0
1356a,61,30073,4.478176754,9,0,1848,60,1,0
1372a,61,190997,5.281026546,9,0,0,6,0,0
1379a,65,198766,5.298342098,14,20051,0,40,1,0
1442a,61,347089,5.54044085,9,0,0,16,0,0
1452a,60,185749,5.268926484,7,0,0,40,0,0
1459a,76,211453,5.325213851,9,0,0,2,0,1
1466a,70,163003,5.212195597,9,0,0,40,0,0
1471a,61,120939,5.082566373,15,0,0,5,1,0
1474a,69,208869,5.319873987,14,0,0,11,0,0
1504a,64,179436,5.253909579,13,15024,0,55,1,0
1505a,60,290593,5.463285149,14,0,0,40,0,0
1514a,66,298834,5.475430008,11,0,0,50,0,0
1542a,62,162245,5.210171322,15,0,1628,70,0,0
1545a,69,473040,5.674897866,3,0,0,40,0,0
1555a,62,134768,5.129586783,16,7688,0,40,1,0
1563a,75,111177,5.046014951,13,25124,0,16,1,1
1580a,72,213255,5.328899222,9,0,0,8,0,1
1591a,65,207281,5.316559495,10,0,0,16,0,0
1606a,67,318533,5.503154432,9,0,0,35,0,0
1616a,60,53707,4.730030894,9,0,0,40,1,0
1626a,61,163174,5.21265096,15,0,0,35,1,0
1632a,67,258973,5.413254488,9,0,0,24,0,1
1644a,65,209280,5.320727727,14,6514,0,35,1,0
1646a,71,133821,5.126524271,9,0,0,20,1,1
1664a,62,273454,5.43688428,4,0,0,40,0,0
1677a,64,168340,5.226187323,9,0,0,40,1,0
1711a,73,267408,5.427174396,9,0,0,15,0,1
1736a,64,134960,5.13020507,13,15024,0,35,1,0
1754a,60,106850,5.028774527,6,0,0,40,0,1
1762a,65,266081,5.425013864,9,0,0,40,0,0
1769a,71,105200,5.02201574,9,6767,0,20,0,0
1790a,66,142723,5.154493966,3,0,0,40,0,1
1800a,63,151210,5.179580513,4,0,0,40,0,1
1809a,73,232871,5.367115408,4,2228,0,10,0,0
1838a,70,30713,4.48732224,9,0,0,30,0,0
1852a,63,231777,5.365070337,14,0,0,30,0,0
1863a,61,95450,4.979775933,13,5178,0,50,1,0
1866a,60,386261,5.586880861,13,0,0,15,0,1
1876a,63,174018,5.240594173,10,0,0,40,1,0
1887a,68,107910,5.033061693,9,0,0,40,0,1
1891a,68,197015,5.294499293,9,0,0,45,0,0
1892a,62,149617,5.174980942,10,0,0,16,0,1
1895a,68,67791,4.83117204,10,0,0,40,0,0
1902a,65,27012,4.431556741,4,0,0,50,0,1
1952a,77,144608,5.16019232,9,0,0,6,0,0
1955a,66,263637,5.421006361,6,0,0,40,0,0
1957a,68,213720,5.329845166,9,0,0,40,0,0
1958a,64,170483,5.231681079,9,0,0,38,0,1
1985a,60,197553,5.295683629,10,7688,0,50,1,0
1998a,75,30599,4.485707234,14,0,0,50,0,1
2003a,66,293114,5.467036562,9,1409,0,40,0,0
2004a,72,74141,4.870058439,5,0,0,48,1,1
2032a,63,167501,5.224017404,10,20051,0,10,1,1
2042a,61,238611,5.377690461,4,0,0,38,0,1
2065a,60,156889,5.195592495,10,0,0,40,0,1
2068a,66,98837,4.994919555,9,0,0,40,0,1
2073a,63,54851,4.73918455,9,0,0,40,0,0
2100a,61,115023,5.060784691,14,0,0,4,0,0
2110a,66,146454,5.165701238,10,5556,0,40,1,0
2119a,61,188172,5.274555001,16,0,0,5,0,1
2137a,61,120933,5.082544827,10,0,0,40,0,1
2155a,75,101887,5.008118775,6,0,0,70,0,1
2156a,66,117778,5.071064175,7,0,0,40,0,0
2164a,61,113544,5.05516419,13,0,0,55,0,0
2177a,60,123992,5.093393665,10,0,0,45,0,0
2178a,64,266080,5.425012232,9,0,0,35,0,1
2185a,63,54052,4.732811768,14,0,0,68,1,0
2190a,74,39890,4.600864036,10,0,0,18,0,1
2201a,65,90377,4.956057921,11,6767,0,60,0,0
2214a,60,131852,5.120086722,3,0,0,30,1,0
2215a,64,177825,5.249992817,9,1055,0,40,0,0
2237a,60,207665,5.317363306,9,0,0,40,1,1
2245a,63,217994,5.33844454,10,0,0,40,0,1
2248a,64,78866,4.896889814,9,0,0,40,0,1
2255a,63,215833,5.334117847,9,0,0,40,1,0
2310a,64,201293,5.303828672,9,0,0,38,0,1
2319a,62,33142,4.520378713,14,0,0,60,1,0
2320a,65,139272,5.143863812,13,99999,0,60,1,0
2325a,63,97855,4.990583021,14,0,0,50,1,0
2349a,62,134768,5.129586783,8,0,0,40,1,0
2359a,67,184506,5.266010494,7,0,419,3,0,0
2372a,61,192060,5.283436925,13,0,0,30,0,0
2373a,74,340939,5.532676683,5,3471,0,40,0,0
2384a,63,30602,4.485749811,4,0,0,40,0,1
2403a,70,131060,5.117470164,4,0,0,25,0,0
2421a,66,177351,5.248833642,13,0,2174,40,1,0
2422a,68,166149,5.220497732,9,0,2206,30,0,1
2425a,61,83045,4.919313489,5,0,0,40,0,0
2431a,60,240521,5.381153001,9,7298,0,40,1,0
2432a,61,244087,5.38754465,9,0,0,52,1,0
2442a,61,355645,5.551016707,5,0,0,20,0,0
2457a,60,224377,5.350978337,9,0,0,40,0,0
2463a,64,319371,5.504295478,13,15024,0,40,1,0
2465a,69,183958,5.264718679,9,0,0,8,0,0
2479a,69,69209,4.840162574,13,3818,0,30,0,0
2484a,74,92298,4.96519229,13,0,0,10,0,0
2487a,75,164849,5.217086317,5,1409,0,5,0,0
2492a,76,152802,5.184129039,10,0,0,8,0,0
2503a,60,162947,5.212046369,3,0,0,40,0,1
2505a,61,146788,5.166690553,4,0,0,40,0,0
2512a,70,262345,5.418872791,10,0,0,6,0,1
2525a,65,174056,5.240688999,4,0,0,40,0,0
2541a,63,158609,5.200327827,11,0,0,8,0,1
2579a,67,45537,4.658364416,14,0,0,40,1,0
2593a,77,145329,5.162352285,9,401,0,20,0,0
2595a,67,150516,5.177582668,9,0,0,3,0,0
2600a,60,76127,4.881538716,12,0,0,35,1,0
2616a,74,101590,5.00685096,15,0,0,20,0,1
2635a,66,112871,5.052582373,7,0,0,30,0,0
2666a,70,94692,4.976313289,13,0,0,70,1,0
2677a,62,139391,5.144234734,10,0,0,24,0,0
2680a,64,91343,4.960675271,10,0,0,40,0,1
2683a,61,167670,5.224455364,13,0,0,40,0,0
2685a,78,136198,5.13417073,13,0,0,15,0,0
2691a,61,197286,5.295096268,5,0,0,40,0,0
2692a,64,100722,5.003124341,13,0,0,5,0,0
2716a,72,106890,5.028937077,11,0,0,40,0,1
2732a,62,160143,5.20450796,15,0,0,30,1,0
2782a,61,183735,5.264191894,10,0,0,45,1,0
2785a,61,43554,4.639028047,3,0,2339,40,0,0
2791a,64,258006,5.411629806,10,0,0,40,0,1
2794a,61,153048,5.184827659,9,0,0,35,0,1
2831a,63,41161,4.614485917,9,0,0,55,0,0
2838a,69,69306,4.840770834,10,0,0,15,0,1
2885a,71,235079,5.371213835,1,0,0,10,0,0
2886a,65,327154,5.514752235,9,0,0,40,0,1
2898a,64,148606,5.172036345,6,0,0,35,0,1
2902a,67,106175,5.02602227,13,0,2392,75,1,0
2942a,75,200068,5.301177631,10,0,0,35,1,0
2957a,60,232618,5.366643317,13,0,0,35,1,0
2962a,68,133758,5.126319766,4,0,0,10,0,0
2968a,75,188612,5.27556932,9,0,0,40,0,1
2978a,61,716416,5.855165277,10,0,0,44,1,0
2987a,64,244903,5.388994105,7,0,0,40,1,0
2992a,62,120939,5.082566373,10,0,0,40,0,0
3000a,72,177226,5.248527436,9,0,0,8,0,0
3014a,64,194894,5.289798469,16,4787,0,40,1,1
3031a,60,175273,5.24371502,9,0,0,40,0,1
3036a,61,208919,5.319977938,14,0,0,60,1,0
3037a,71,365996,5.563476339,13,0,0,6,0,1
3046a,61,123273,5.090867965,3,0,1876,56,0,0
3058a,69,122850,5.089375161,6,0,0,20,0,0
3066a,72,113044,5.053247516,9,0,0,30,0,0
3083a,74,162340,5.210425542,10,0,0,40,0,0
3093a,60,170114,5.230740057,5,0,1672,84,0,0
3102a,65,81413,4.910693758,9,0,2352,65,0,0
3108a,61,124971,5.096809245,16,0,0,40,1,0
3130a,64,267546,5.427398462,12,0,0,40,1,1
3136a,60,191188,5.28146063,9,0,0,40,0,0
3153a,64,150121,5.176441449,16,0,0,25,1,0
3193a,71,157909,5.198406883,10,2964,0,60,0,1
3200a,62,81534,4.911338749,10,0,0,40,1,0
3214a,74,181508,5.258895771,9,0,0,17,0,0
3248a,64,132832,5.123302712,9,20051,0,40,1,1
3271a,73,123160,5.09046968,6,0,0,10,0,1
3292a,74,29866,4.475177061,4,0,0,2,0,0
3293a,62,185503,5.268350938,13,0,0,50,1,0
3298a,76,28221,4.450572399,9,0,0,40,1,0
3303a,61,92691,4.967037568,9,0,0,3,0,0
3316a,68,75913,4.880316155,8,0,0,30,0,1
3328a,63,111963,5.049074527,10,0,0,16,0,0
3339a,79,144533,5.159967017,9,0,0,30,0,1
3370a,61,149653,5.175085427,9,0,0,50,0,0
3396a,61,156542,5.194630878,15,0,0,40,1,0
3403a,66,190324,5.279493557,9,0,0,18,0,0
3416a,61,231323,5.364218816,10,0,0,40,0,0
3438a,63,194638,5.289227633,9,0,0,32,0,0
3471a,63,183608,5.2638916,6,0,0,40,0,0
3491a,69,88566,4.947267031,5,1424,0,35,0,0
3516a,62,192236,5.283834721,13,0,0,40,1,1
3534a,63,230823,5.363279081,8,0,0,40,0,0
3557a,67,116057,5.06467134,9,3273,0,16,0,1
3575a,68,235882,5.372694801,16,0,2377,60,1,0
3581a,63,106023,5.025400089,9,0,0,40,1,0
3589a,74,104661,5.01978488,10,0,0,12,0,1
3594a,61,32423,4.510853196,9,22040,0,40,0,1
3603a,72,52138,4.717154368,16,0,2392,25,1,0
3604a,61,159046,5.201522751,4,0,0,40,0,0
3607a,73,247355,5.393320694,9,0,0,16,0,0
3611a,65,386672,5.587342725,11,0,0,15,0,0
3622a,63,181863,5.259744351,13,0,0,27,0,0
3625a,71,130731,5.116378583,9,0,0,35,0,1
3632a,60,191024,5.281087935,9,0,0,40,0,0
3634a,76,316185,5.499941263,4,0,0,12,0,1
3641a,63,231777,5.365070337,13,0,0,40,0,0
3643a,61,232308,5.366064166,6,0,0,40,0,0
3665a,62,171315,5.233795391,13,0,0,60,1,0
3672a,75,184335,5.265607803,7,0,0,30,0,0
3690a,70,35494,4.550154945,9,0,0,30,0,0
3694a,70,121993,5.086334911,9,0,0,5,0,1
3734a,64,264544,5.422497916,14,0,0,5,1,1
3760a,68,196782,5.29398537,4,0,0,30,0,0
3774a,74,95825,4.981478828,10,0,0,3,0,1
3779a,63,113324,5.054321895,10,0,0,40,0,0
3780a,63,96299,4.983621777,9,0,0,45,1,0
3783a,66,212456,5.327269001,9,0,0,20,0,0
3797a,65,169047,5.228007468,9,0,0,10,0,0
3798a,68,339168,5.53041487,13,0,0,30,0,0
3840a,62,151369,5.180036942,9,0,0,40,0,0
3855a,60,83861,4.923560037,9,0,0,40,0,0
3864a,62,94931,4.977408056,11,3411,0,40,0,0
3868a,68,76371,4.882928477,9,0,0,45,1,0
3877a,61,147845,5.169806642,4,0,0,31,0,0
3882a,63,134699,5.129364372,9,0,0,25,0,1
3884a,63,159715,5.203345706,6,0,0,40,0,0
3896a,62,182687,5.261707644,10,0,0,45,1,1
3905a,69,185691,5.268790855,7,0,0,20,0,0
3912a,61,166124,5.22043238,9,0,0,40,1,0
3921a,72,53684,4.729844868,10,0,0,40,0,0
3932a,75,95985,4.982203369,3,0,0,10,0,0
3941a,63,109849,5.040796108,13,0,0,21,0,1
3962a,62,82388,4.91586396,9,10566,0,40,0,0
3977a,67,124470,5.09506469,9,0,0,60,0,0
3984a,64,550848,5.741031777,6,0,0,40,1,0
3991a,77,147284,5.16815557,9,0,0,14,0,1
4001a,63,171635,5.234605854,13,0,0,40,0,0
4008a,64,102103,5.009038503,9,0,0,50,0,1
4019a,72,118902,5.07518916,16,0,2392,6,1,0
4066a,66,340734,5.532415472,9,0,0,40,0,0
4117a,65,361721,5.558373723,11,0,0,20,0,0
4126a,65,221026,5.344443364,9,0,0,20,0,0
4148a,66,299616,5.476565002,10,0,0,40,0,0
4149a,63,117681,5.07070635,11,0,0,40,0,0
4156a,66,107112,5.029838129,4,0,0,30,0,0
4182a,63,154526,5.189001563,10,0,0,40,0,1
4183a,67,288371,5.459951583,9,0,0,40,1,0
4186a,66,102423,5.010397492,11,0,0,30,0,0
4190a,67,141797,5.151667043,4,0,0,40,0,0
4197a,76,120796,5.082052553,5,0,0,40,0,0
4208a,64,321166,5.506729563,13,0,0,5,0,1
4237a,75,231741,5.365002877,16,4931,0,3,0,0
4239a,61,195453,5.291042341,9,0,0,50,1,0
4250a,68,253866,5.40460454,13,0,0,30,0,0
4274a,72,38360,4.583878598,9,0,0,16,0,1
4282a,64,199298,5.29950294,4,0,0,30,0,1
4284a,64,114994,5.060675181,9,0,0,20,0,0
4289a,66,160995,5.206812388,6,1086,0,20,0,1
4317a,65,225473,5.353094543,10,0,0,35,0,1
4327a,64,164204,5.215383732,2,0,0,53,0,0
4330a,63,149756,5.175384231,12,0,0,40,1,0
4332a,68,241174,5.382330486,4,0,0,16,0,0
4354a,63,127363,5.10504328,10,0,0,12,0,1
4377a,67,397831,5.599698621,10,0,1539,40,0,0
4386a,64,159715,5.203345706,10,0,0,20,0,0
4411a,60,181953,5.259959221,9,0,0,28,0,0
4430a,64,114994,5.060675181,9,0,0,18,0,0
4439a,68,128472,5.108808485,16,0,0,55,1,0
4465a,73,132737,5.122991998,6,0,0,4,0,0
4474a,64,180401,5.256238941,6,0,0,40,1,0
4492a,60,121832,5.085761374,7,0,0,40,1,0
4519a,61,232308,5.366064166,9,0,0,45,1,0
4522a,60,146674,5.166353136,6,0,0,40,0,0
4531a,63,147440,5.168615322,10,0,0,35,0,1
4559a,67,423561,5.626915965,10,0,0,40,0,0
4588a,65,143554,5.157015298,10,0,0,38,0,1
4614a,77,232894,5.3671583,5,0,0,40,0,0
4639a,66,41506,4.618110882,6,0,0,40,0,1
4674a,64,102470,5.010596736,9,0,0,40,0,0
4675a,62,123170,5.090504941,10,0,0,10,0,0
4678a,61,51170,4.709015417,9,0,0,55,0,0
4705a,60,88570,4.947286645,11,0,0,15,1,1
4721a,79,158319,5.199533038,9,0,0,24,0,1
4722a,60,204486,5.31066358,13,0,0,8,1,0
4730a,69,628797,5.798510461,10,0,0,20,0,1
4750a,62,249078,5.39633537,13,0,0,40,0,1
4751a,65,208452,5.319006066,10,0,0,35,1,0
4753a,60,199947,5.300914892,9,0,0,32,0,0
4756a,70,173736,5.239889818,13,0,0,6,0,0
4760a,76,97077,4.987116347,6,0,0,12,0,1
4765a,65,316093,5.499814878,15,0,1668,40,0,0
4767a,63,203821,5.309248928,9,0,0,40,0,0
4773a,66,222810,5.347934679,10,7896,0,40,1,1
4783a,67,182378,5.260972449,13,9386,0,60,1,0
4813a,69,164102,5.215113874,9,0,0,40,1,1
4842a,68,232151,5.365770559,10,2346,0,40,0,1
4843a,60,225526,5.353196617,9,0,0,32,0,1
4851a,60,376973,5.576310246,9,0,0,42,1,0
4852a,75,311184,5.493017259,13,0,0,24,0,0
4949a,60,21876,4.339967915,10,0,0,40,0,1
4951a,63,272425,5.43524696,11,0,0,40,1,0
4956a,65,205024,5.311804702,9,0,0,8,0,0
4960a,60,227332,5.356660573,11,0,0,40,0,0
5008a,63,298249,5.474578996,13,10605,0,40,1,0
5010a,76,199949,5.300919236,5,0,0,13,0,0
5032a,63,147589,5.16905399,13,0,0,30,1,0
5063a,62,178745,5.252233902,9,0,0,45,1,0
5072a,68,450580,5.653771911,9,0,0,20,0,0
5073a,61,128230,5.107989642,4,0,0,50,1,0
5097a,65,323006,5.50921059,9,0,0,25,0,1
5103a,62,73292,4.865056573,10,0,0,40,0,0
5130a,60,143932,5.15815736,14,0,0,40,0,0
5157a,73,180603,5.25672496,9,0,0,8,0,1
5178a,67,197865,5.296368979,10,0,0,40,0,1
5187a,65,226215,5.354521399,13,0,0,15,0,0
5188a,66,114447,5.058604413,11,0,0,35,0,1
5194a,61,161279,5.207577822,9,0,0,36,0,1
5198a,63,275034,5.439386385,13,0,1740,35,0,0
5199a,76,172637,5.23713388,10,0,0,20,1,0
5202a,76,33213,4.521308105,14,0,0,30,1,0
5215a,63,445168,5.648523938,13,0,0,56,0,1
5224a,61,73809,4.868109321,10,0,0,40,0,1
5251a,63,143098,5.155633564,9,4064,0,40,0,0
5295a,77,132728,5.12296255,14,0,0,45,0,0
5341a,74,204840,5.311414767,3,0,0,56,0,0
5345a,61,226989,5.356004812,10,0,0,40,0,0
5363a,60,224097,5.350436043,9,0,0,40,0,0
5378a,63,361631,5.558265652,14,0,0,40,1,1
5386a,61,173924,5.240359515,5,0,0,40,1,0
5393a,63,216413,5.335283345,13,0,0,25,0,1
5410a,60,227266,5.356534468,9,0,0,33,0,1
5412a,71,337064,5.52771237,14,0,0,40,0,1
5417a,74,211075,5.324436798,9,0,0,30,0,0
5418a,67,197816,5.296261416,10,0,1844,70,0,0
5422a,63,271550,5.433849807,10,0,0,20,0,0
5472a,60,251572,5.400662302,9,0,0,35,0,0
5481a,61,85548,4.932209861,10,15024,0,18,1,0
5491a,62,200577,5.302281131,14,0,0,45,1,0
5502a,60,63296,4.801376266,14,0,0,40,0,0
5525a,69,108196,5.034211205,6,0,0,40,0,0
5530a,62,235521,5.372029637,9,0,0,48,0,0
5562a,64,286732,5.457476164,4,0,0,40,0,1
5567a,60,389254,5.590233084,9,0,0,40,1,0
5591a,78,363134,5.560066914,9,0,0,1,0,1
5595a,66,142501,5.153817912,9,0,0,3,0,1
5596a,60,338345,5.529359763,9,0,0,45,1,0
5652a,62,122246,5.087234658,10,8614,0,39,1,1
5666a,72,284080,5.453440659,2,0,0,40,0,0
5680a,76,173542,5.239404598,13,0,0,10,0,0
5681a,60,167670,5.224455364,13,0,0,35,0,0
5682a,60,81578,4.911573054,5,0,0,40,0,0
5687a,69,159191,5.201918511,10,0,810,38,0,1
5688a,71,250263,5.398396646,10,3432,0,30,0,0
5696a,63,339473,5.530805238,10,0,0,60,0,1
5744a,60,282660,5.451264355,4,0,0,40,0,0
5750a,61,176839,5.24757805,9,0,0,40,0,0
5752a,60,39952,4.601538525,5,2228,0,37,0,0
5767a,62,97231,4.987804752,10,0,0,1,0,1
5790a,61,248448,5.395235505,4,0,0,40,0,1
5809a,76,211574,5.325462297,6,0,0,1,0,0
5825a,65,338316,5.529322537,10,0,0,40,0,0
5831a,60,183162,5.262835377,9,0,0,40,0,1
5833a,78,165694,5.219306782,14,0,0,15,0,1
5849a,67,173935,5.240386982,13,0,0,8,1,0
5856a,73,29306,4.466956545,9,0,0,40,0,0
5862a,66,185369,5.268037107,6,0,0,30,0,0
5863a,66,216856,5.336171443,14,0,0,50,0,0
5864a,64,256019,5.408272197,14,0,0,35,0,1
5882a,62,224953,5.352091789,6,0,0,40,0,0
5889a,64,50442,4.702792298,5,0,0,40,0,0
5904a,63,68872,4.838042695,9,0,0,20,0,1
5906a,60,88055,4.944754021,10,0,0,24,0,0
5917a,73,281907,5.45010586,7,0,0,3,0,0
5938a,71,163385,5.213212182,10,0,0,35,1,0
5969a,64,165667,5.219236008,16,7688,0,60,1,0
5976a,62,368476,5.566409206,3,0,0,24,0,0
6001a,79,84616,4.927452491,7,0,0,7,0,0
6016a,67,183374,5.263337759,9,2329,0,15,0,1
6017a,65,193216,5.286043087,9,9386,0,40,1,0
6032a,61,227232,5.356469491,13,0,0,30,0,1
6036a,78,316261,5.50004564,13,99999,0,20,1,0
6047a,61,149981,5.176036245,9,2414,0,5,0,1
6051a,65,192133,5.283601964,9,2290,0,40,0,0
6118a,60,187124,5.272129492,9,0,0,40,0,0
6130a,63,88653,4.947693437,10,0,0,40,0,0
6135a,64,211222,5.324739151,13,0,0,40,0,0
6168a,70,642830,5.808096136,9,0,0,32,0,1
6170a,61,162432,5.210671592,9,0,0,40,0,1
6174a,79,120707,5.081732456,16,20051,0,35,1,0
6179a,60,153072,5.184895757,9,0,0,5,0,0
6181a,71,163293,5.212967568,15,0,0,2,0,0
6185a,60,27037,4.431958501,9,0,0,40,1,0
6232a,66,31362,4.49640375,10,0,0,20,0,0
6234a,67,195161,5.290393035,14,20051,0,60,1,0
6266a,63,391121,5.592311135,4,0,0,30,0,0
6280a,70,172370,5.236461682,15,0,0,25,0,0
6299a,70,176285,5.24621536,9,0,0,23,0,1
6301a,77,209507,5.321198538,10,0,0,40,0,0
6333a,66,127139,5.104278791,13,0,0,40,1,0
6343a,70,293076,5.466980256,10,0,0,30,0,0
6360a,75,113868,5.056401693,16,0,0,20,1,0
6364a,61,176753,5.247366794,9,0,0,48,0,0
6380a,61,230568,5.362799032,13,0,0,40,1,0
6388a,64,149044,5.173314498,14,0,2057,60,0,0
6417a,74,129879,5.113538936,9,15831,0,40,1,1
6448a,60,235535,5.372055451,9,0,0,48,0,0
6458a,62,218009,5.338474423,9,0,1977,60,1,0
6462a,70,176493,5.246727485,10,0,0,17,0,1
6468a,67,126849,5.103287048,6,0,0,20,0,0
6511a,66,168071,5.225492784,9,0,0,30,0,0
6516a,61,134768,5.129586783,10,0,0,40,0,0
6527a,63,264600,5.42258984,6,0,0,45,0,0
6529a,63,125178,5.097528008,13,0,0,40,1,0
6544a,75,242108,5.38400914,9,2346,0,15,0,0
6545a,61,132972,5.123760201,5,0,0,40,0,1
6570a,61,238913,5.378239782,11,0,0,40,1,0
6573a,64,183513,5.263666835,9,0,0,25,0,1
6591a,77,72931,4.862912168,4,0,0,20,1,0
6593a,66,284021,5.453350452,9,0,0,40,0,1
6603a,62,200922,5.303027493,4,0,0,40,0,1
6612a,66,75134,4.875836511,9,0,0,25,0,1
6626a,72,473748,5.67554739,10,0,0,25,1,0
6680a,63,198559,5.297889577,9,0,0,16,0,0
6691a,60,199085,5.299038539,6,0,0,40,0,0
6715a,61,176839,5.24757805,13,15024,0,50,1,0
6722a,63,66634,4.823695884,5,0,0,16,0,0
6741a,61,213321,5.329033611,10,0,1672,40,0,0
6747a,75,146576,5.166062866,13,0,0,48,1,0
6754a,61,198542,5.297852392,13,0,0,40,0,1
6755a,63,133144,5.1243216,9,2580,0,20,0,0
6763a,63,273010,5.436178555,9,3471,0,40,0,1
6767a,71,205011,5.311777164,10,0,0,10,0,0
6791a,67,217028,5.336515768,14,0,0,40,0,1
6799a,64,207321,5.316643295,10,0,0,20,0,0
6803a,73,92886,4.967950261,6,0,0,40,0,1
6827a,68,284763,5.45448356,7,0,0,70,0,0
6835a,60,112821,5.052389945,10,0,0,35,1,0
6847a,67,431426,5.634906314,9,0,0,2,0,1
